,Date,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
2,2018-05-19,DET,142.2,626,8.5,4.3,2.0,0.8,21.4%,10.9%,10.5%,.252,1.45,.311,72.4%,4.02,4.52
3,2018-05-19,OAK,146.0,635,8.1,3.6,2.2,1.4,20.6%,9.3%,11.3%,.261,1.43,.304,74.9%,4.58,4.46
4,2018-05-19,ATL,143.0,607,9.1,4.7,1.9,0.6,23.7%,12.4%,11.4%,.218,1.32,.284,73.4%,3.73,4.42
5,2018-05-19,CHW,146.2,659,9.4,4.1,2.3,1.0,23.2%,10.2%,13.1%,.277,1.56,.351,72.1%,4.01,4.39
6,2018-05-19,SFG,152.1,667,8.1,3.7,2.2,1.0,20.5%,9.4%,11.1%,.254,1.40,.304,72.3%,4.23,4.38
7,2018-05-19,STL,137.2,598,8.2,3.5,2.3,1.2,20.9%,9.0%,11.9%,.246,1.35,.288,75.9%,4.49,4.36
8,2018-05-19,MIN,140.0,626,8.9,3.4,2.6,1.5,22.2%,8.5%,13.7%,.271,1.47,.323,72.6%,4.62,4.35
9,2018-05-19,MIA,146.2,672,9.4,4.2,2.2,1.3,22.9%,10.3%,12.7%,.281,1.61,.348,66.6%,4.50,4.34
10,2018-05-19,TEX,143.0,626,8.0,3.3,2.4,0.9,20.3%,8.5%,11.8%,.248,1.35,.296,70.2%,4.05,4.31
11,2018-05-19,NYM,142.2,595,8.8,3.3,2.7,1.3,23.4%,8.7%,14.6%,.229,1.23,.272,75.0%,4.23,4.31
12,2018-05-19,CLE,101.0,461,9.6,3.8,2.5,1.4,23.4%,9.3%,14.1%,.260,1.49,.316,62.9%,4.54,4.28
13,2018-05-19,LAA,159.2,689,8.9,3.6,2.5,1.4,22.9%,9.1%,13.8%,.263,1.42,.317,78.1%,4.43,4.23
14,2018-05-19,LAD,138.0,617,9.8,4.1,2.4,1.4,24.3%,10.2%,14.1%,.262,1.50,.323,73.8%,4.52,4.16
15,2018-05-19,PHI,128.1,543,9.5,4.2,2.3,0.8,24.9%,11.1%,13.8%,.221,1.29,.286,80.0%,3.76,4.15
16,2018-05-19,CHC,128.2,536,9.0,4.6,2.0,0.8,24.1%,12.3%,11.8%,.200,1.24,.250,76.8%,4.02,4.15
17,2018-05-19,TOR,142.2,612,9.1,3.2,2.8,1.0,23.7%,8.3%,15.4%,.266,1.39,.334,81.5%,3.76,4.12
18,2018-05-19,SEA,138.0,598,10.0,3.4,3.0,1.1,25.8%,8.7%,17.1%,.238,1.30,.304,73.7%,3.94,4.11
19,2018-05-19,TBR,146.1,633,8.9,3.1,2.9,1.2,22.9%,7.9%,15.0%,.246,1.31,.298,66.1%,4.04,4.00
20,2018-05-19,COL,134.2,565,9.4,4.1,2.3,1.1,24.8%,10.8%,14.0%,.225,1.28,.281,70.9%,4.12,3.97
21,2018-05-19,ARI,133.2,533,8.3,3.0,2.7,0.5,23.1%,8.4%,14.6%,.187,1.01,.234,78.6%,3.24,3.92
22,2018-05-19,CIN,162.1,690,9.0,3.7,2.5,0.7,23.5%,9.6%,13.9%,.237,1.31,.302,73.3%,3.57,3.91
23,2018-05-19,WSN,115.2,488,9.7,3.5,2.8,1.0,25.6%,9.2%,16.4%,.234,1.27,.299,72.9%,3.81,3.88
24,2018-05-19,PIT,132.1,573,10.4,3.1,3.3,0.7,26.7%,8.0%,18.7%,.248,1.33,.330,75.0%,3.02,3.53
25,2018-05-19,SDP,161.0,671,10.1,3.5,2.9,0.6,27.0%,9.2%,17.7%,.216,1.19,.292,71.9%,3.01,3.48
26,2018-05-19,BOS,138.2,572,9.9,3.0,3.3,1.0,26.8%,8.0%,18.7%,.228,1.19,.294,77.7%,3.44,3.36
27,2018-05-19,MIL,150.2,613,10.2,3.2,3.1,1.0,27.7%,8.8%,18.9%,.207,1.12,.268,79.7%,3.44,3.34
28,2018-05-19,HOU,101.2,405,10.2,2.2,4.6,0.6,28.4%,6.2%,22.2%,.220,1.06,.297,77.8%,2.59,3.13
29,2018-05-19,NYY,140.2,592,12.7,3.4,3.8,1.0,33.6%,8.9%,24.7%,.217,1.20,.315,73.7%,2.93,2.94
0,2018-05-20,KCR,134.1,595,6.5,3.6,1.8,1.2,16.3%,8.9%,7.4%,.284,1.53,.318,67.8%,4.78,4.69
1,2018-05-20,BAL,147.0,640,7.7,3.8,2.0,0.7,19.7%,9.7%,10.0%,.261,1.44,.316,71.6%,3.92,4.68
2,2018-05-20,DET,142.2,631,8.5,4.4,2.0,0.8,21.4%,10.9%,10.5%,.255,1.48,.316,71.4%,4.03,4.52
3,2018-05-20,OAK,146.0,638,8.2,3.8,2.2,1.4,20.8%,9.6%,11.3%,.259,1.44,.302,75.1%,4.59,4.49
4,2018-05-20,MIA,142.2,658,9.6,4.4,2.2,1.5,23.1%,10.6%,12.5%,.281,1.63,.346,66.6%,4.77,4.44
5,2018-05-20,ATL,139.1,591,9.2,4.7,2.0,0.6,24.0%,12.2%,11.8%,.220,1.32,.287,73.2%,3.71,4.36
6,2018-05-20,CLE,98.0,449,9.7,3.8,2.6,1.6,23.6%,9.1%,14.5%,.261,1.49,.315,64.7%,4.69,4.36
7,2018-05-20,STL,138.2,600,8.2,3.6,2.3,1.1,21.0%,9.3%,11.7%,.241,1.33,.285,75.6%,4.32,4.35
8,2018-05-20,TEX,142.1,623,8.0,3.5,2.3,1.0,20.4%,8.8%,11.6%,.246,1.36,.293,70.0%,4.17,4.33
9,2018-05-20,MIN,144.0,640,8.9,3.4,2.6,1.5,22.3%,8.4%,13.9%,.270,1.46,.321,73.2%,4.63,4.30
10,2018-05-20,SFG,151.2,663,8.1,3.6,2.2,1.0,20.7%,9.2%,11.5%,.253,1.39,.303,71.9%,4.20,4.29
11,2018-05-20,NYM,143.2,596,8.8,3.1,2.8,1.3,23.5%,8.4%,15.1%,.227,1.20,.270,74.7%,4.17,4.28
12,2018-05-20,LAA,159.1,692,8.9,3.7,2.4,1.4,22.8%,9.4%,13.4%,.266,1.44,.321,78.1%,4.47,4.25
13,2018-05-20,TOR,142.2,614,9.1,3.3,2.7,1.0,23.4%,8.6%,14.8%,.268,1.42,.336,79.6%,3.82,4.24
14,2018-05-20,CHW,146.2,649,9.6,3.9,2.4,1.0,24.0%,9.9%,14.2%,.269,1.50,.344,74.7%,3.88,4.21
15,2018-05-20,PHI,130.1,552,9.3,4.1,2.3,0.8,24.5%,10.9%,13.6%,.223,1.29,.285,79.8%,3.85,4.20
16,2018-05-20,LAD,148.0,650,9.5,3.8,2.5,1.3,24.1%,9.7%,14.5%,.251,1.41,.310,73.8%,4.28,4.16
17,2018-05-20,SEA,135.1,587,10.1,3.5,2.9,1.1,25.9%,8.9%,17.0%,.237,1.30,.303,73.9%,3.99,4.13
18,2018-05-20,CHC,135.2,565,9.2,4.7,1.9,0.8,24.4%,12.6%,11.9%,.198,1.24,.251,77.5%,3.96,4.11
19,2018-05-20,ARI,134.2,542,8.2,3.0,2.7,0.6,22.7%,8.3%,14.4%,.196,1.05,.242,78.1%,3.34,3.99
20,2018-05-20,TBR,151.1,644,8.6,2.9,3.0,1.1,22.4%,7.4%,14.9%,.243,1.26,.291,68.3%,3.98,3.99
21,2018-05-20,CIN,172.1,735,8.9,3.7,2.4,0.7,23.3%,9.7%,13.6%,.239,1.32,.304,73.0%,3.61,3.95
22,2018-05-20,WSN,115.1,487,9.6,3.5,2.7,1.1,25.3%,9.2%,16.0%,.236,1.28,.298,72.9%,3.93,3.94
23,2018-05-20,COL,136.1,573,9.7,4.0,2.5,1.1,25.7%,10.5%,15.2%,.230,1.30,.293,71.4%,3.96,3.86
24,2018-05-20,PIT,135.1,587,10.3,3.1,3.4,0.9,26.4%,7.8%,18.6%,.251,1.34,.329,75.2%,3.18,3.53
25,2018-05-20,SDP,159.2,665,10.1,3.4,3.0,0.6,26.9%,9.0%,17.9%,.217,1.19,.293,72.1%,2.99,3.48
26,2018-05-20,BOS,133.2,550,9.9,2.8,3.5,1.0,26.7%,7.6%,19.1%,.228,1.17,.292,77.1%,3.45,3.37
27,2018-05-20,MIL,150.2,612,10.6,3.3,3.2,1.0,28.9%,9.0%,19.9%,.208,1.13,.275,79.8%,3.37,3.24
28,2018-05-20,HOU,102.1,402,10.0,2.3,4.4,0.7,28.4%,6.5%,21.9%,.209,1.02,.278,79.1%,2.77,3.21
29,2018-05-20,NYY,139.2,585,12.6,3.5,3.6,1.0,33.5%,9.2%,24.3%,.212,1.19,.307,75.2%,3.00,2.97
0,2018-05-21,KCR,138.1,615,6.5,3.6,1.8,1.3,16.3%,8.9%,7.3%,.285,1.54,.318,68.1%,4.92,4.75
1,2018-05-21,BAL,148.1,648,7.8,3.9,2.0,0.7,19.8%,9.9%,9.9%,.262,1.45,.318,72.6%,3.92,4.72
2,2018-05-21,DET,144.2,642,8.5,4.3,2.0,0.9,21.2%,10.8%,10.4%,.259,1.49,.319,71.2%,4.09,4.54
3,2018-05-21,MIA,146.0,680,9.5,4.6,2.1,1.4,22.7%,11.0%,11.6%,.285,1.68,.350,64.8%,4.80,4.53
4,2018-05-21,OAK,147.0,645,8.3,3.9,2.1,1.3,21.1%,9.9%,11.2%,.259,1.46,.304,75.0%,4.60,4.50
5,2018-05-21,TOR,144.2,629,8.9,3.5,2.6,1.0,22.7%,8.9%,13.8%,.267,1.44,.332,78.1%,3.87,4.38
6,2018-05-21,STL,139.1,604,8.2,3.7,2.2,1.1,21.0%,9.6%,11.4%,.238,1.33,.282,75.8%,4.35,4.37
7,2018-05-21,CLE,93.0,430,9.8,3.8,2.6,1.5,23.5%,9.1%,14.4%,.267,1.53,.323,63.4%,4.64,4.36
8,2018-05-21,ATL,139.2,593,9.2,4.6,2.0,0.7,23.9%,12.0%,12.0%,.224,1.33,.288,72.8%,3.85,4.34
9,2018-05-21,NYM,140.2,587,8.7,3.2,2.7,1.3,23.2%,8.5%,14.6%,.229,1.22,.271,74.5%,4.25,4.31
10,2018-05-21,TEX,141.0,616,8.0,3.3,2.4,1.0,20.4%,8.4%,12.0%,.248,1.35,.295,70.0%,4.13,4.30
11,2018-05-21,SFG,153.1,671,8.3,3.6,2.3,1.0,21.2%,9.1%,12.1%,.255,1.40,.308,71.8%,4.12,4.25
12,2018-05-21,MIN,142.2,635,9.2,3.3,2.8,1.5,23.0%,8.3%,14.6%,.270,1.46,.324,72.9%,4.58,4.25
13,2018-05-21,CHW,143.2,638,9.6,4.0,2.4,1.0,24.0%,10.0%,14.0%,.271,1.52,.346,74.4%,3.94,4.24
14,2018-05-21,TBR,153.1,658,8.3,3.2,2.6,1.1,21.6%,8.2%,13.4%,.242,1.29,.287,68.0%,4.13,4.22
15,2018-05-21,LAA,152.1,667,9.0,3.7,2.5,1.4,22.8%,9.3%,13.5%,.274,1.48,.331,77.6%,4.55,4.20
16,2018-05-21,PHI,129.1,549,9.3,4.0,2.3,0.8,24.4%,10.6%,13.8%,.228,1.30,.291,80.4%,3.83,4.14
17,2018-05-21,LAD,149.0,656,9.7,3.9,2.5,1.3,24.5%,9.9%,14.6%,.250,1.42,.310,74.1%,4.26,4.14
18,2018-05-21,CIN,175.1,751,8.8,3.8,2.3,0.7,22.9%,10.0%,12.9%,.239,1.34,.303,73.0%,3.66,4.02
19,2018-05-21,CHC,138.2,575,9.3,4.6,2.0,0.8,25.0%,12.3%,12.7%,.196,1.22,.251,77.6%,3.85,4.00
20,2018-05-21,SEA,137.0,585,10.2,3.3,3.1,1.1,26.7%,8.6%,18.1%,.232,1.25,.300,73.6%,3.78,4.00
21,2018-05-21,WSN,114.2,486,9.5,3.5,2.7,1.2,24.9%,9.3%,15.6%,.239,1.30,.298,72.4%,4.09,3.97
22,2018-05-21,ARI,136.0,550,8.1,2.8,2.8,0.7,22.2%,7.8%,14.4%,.204,1.07,.247,78.2%,3.50,3.97
23,2018-05-21,COL,137.0,580,9.7,3.9,2.5,1.2,25.5%,10.3%,15.2%,.237,1.33,.298,72.3%,4.13,3.91
24,2018-05-21,SDP,159.0,670,9.9,3.6,2.8,0.6,26.1%,9.4%,16.7%,.220,1.23,.295,72.5%,3.12,3.66
25,2018-05-21,PIT,134.2,585,10.2,2.9,3.5,0.9,26.0%,7.3%,18.6%,.252,1.33,.328,73.7%,3.16,3.49
26,2018-05-21,BOS,137.0,564,9.9,2.8,3.6,1.0,26.6%,7.4%,19.1%,.230,1.18,.295,77.8%,3.40,3.36
27,2018-05-21,HOU,100.1,395,9.8,2.3,4.2,0.7,27.6%,6.6%,21.0%,.210,1.03,.276,77.8%,2.86,3.27
28,2018-05-21,MIL,151.0,614,10.6,3.3,3.2,1.0,29.0%,9.1%,19.9%,.208,1.13,.275,78.6%,3.37,3.26
29,2018-05-21,NYY,139.0,582,12.7,3.5,3.6,1.0,33.7%,9.3%,24.4%,.212,1.19,.307,75.0%,3.00,2.94
0,2018-05-22,KCR,140.2,623,6.7,3.5,1.9,1.3,16.9%,8.8%,8.0%,.283,1.52,.317,68.2%,4.91,4.66
1,2018-05-22,DET,142.0,632,8.2,4.4,1.9,0.9,20.6%,10.9%,9.7%,.262,1.51,.319,70.4%,4.18,4.61
2,2018-05-22,BAL,149.1,648,7.8,3.8,2.1,0.7,20.1%,9.7%,10.3%,.260,1.43,.317,72.7%,3.83,4.61
3,2018-05-22,MIA,144.0,673,9.4,4.6,2.1,1.4,22.3%,10.8%,11.4%,.287,1.69,.352,64.5%,4.75,4.55
4,2018-05-22,OAK,143.1,629,8.4,4.0,2.1,1.3,21.3%,10.0%,11.3%,.257,1.45,.303,74.8%,4.56,4.51
5,2018-05-22,STL,134.0,582,8.1,3.8,2.1,1.1,20.8%,9.8%,11.0%,.237,1.34,.279,74.8%,4.44,4.44
6,2018-05-22,NYM,141.2,593,8.4,3.4,2.5,1.3,22.4%,8.9%,13.5%,.230,1.24,.270,75.2%,4.35,4.42
7,2018-05-22,TOR,144.2,629,8.9,3.5,2.6,1.0,22.7%,8.9%,13.8%,.267,1.44,.332,78.1%,3.87,4.38
8,2018-05-22,CLE,93.0,430,9.8,3.8,2.6,1.5,23.5%,9.1%,14.4%,.267,1.53,.323,63.4%,4.64,4.36
9,2018-05-22,ATL,141.2,602,9.1,4.6,2.0,0.8,23.9%,12.0%,12.0%,.224,1.33,.287,72.7%,3.92,4.34
10,2018-05-22,TEX,141.0,619,8.0,3.3,2.4,1.1,20.4%,8.4%,11.9%,.250,1.36,.296,68.7%,4.22,4.29
11,2018-05-22,MIN,139.0,621,9.2,3.2,2.8,1.6,22.9%,8.1%,14.8%,.274,1.47,.328,72.3%,4.61,4.27
12,2018-05-22,SFG,153.1,671,8.3,3.6,2.3,1.0,21.2%,9.1%,12.1%,.255,1.40,.308,71.8%,4.12,4.25
13,2018-05-22,CHW,141.2,624,9.7,4.1,2.4,1.0,24.5%,10.3%,14.3%,.262,1.48,.337,75.8%,3.86,4.21
14,2018-05-22,LAA,152.1,667,9.0,3.7,2.5,1.4,22.8%,9.3%,13.5%,.274,1.48,.331,77.6%,4.55,4.20
15,2018-05-22,TBR,147.0,627,8.4,2.9,2.9,1.2,21.9%,7.7%,14.2%,.240,1.26,.284,67.3%,4.12,4.18
16,2018-05-22,PHI,128.0,546,9.4,4.1,2.3,0.8,24.4%,10.6%,13.7%,.231,1.32,.295,80.5%,3.85,4.18
17,2018-05-22,LAD,151.0,665,9.7,4.0,2.4,1.3,24.4%,10.1%,14.3%,.248,1.42,.308,74.0%,4.27,4.17
18,2018-05-22,CHC,135.2,565,9.2,4.7,2.0,0.8,24.6%,12.6%,12.0%,.198,1.24,.252,77.5%,3.94,4.07
19,2018-05-22,CIN,172.0,738,8.9,3.9,2.3,0.7,23.0%,10.0%,13.0%,.241,1.35,.305,72.6%,3.67,4.04
20,2018-05-22,ARI,135.0,547,8.0,2.9,2.8,0.7,21.9%,7.9%,14.1%,.207,1.08,.251,78.3%,3.53,4.00
21,2018-05-22,SEA,134.0,571,10.2,3.3,3.1,0.9,26.6%,8.6%,18.0%,.230,1.24,.300,72.8%,3.64,3.99
22,2018-05-22,COL,136.0,577,9.7,4.0,2.4,1.1,25.3%,10.6%,14.7%,.237,1.34,.299,72.3%,4.09,3.94
23,2018-05-22,WSN,113.2,480,9.5,3.4,2.8,1.1,25.0%,9.0%,16.0%,.239,1.28,.300,74.0%,3.94,3.88
24,2018-05-22,SDP,159.0,670,9.8,3.5,2.8,0.7,25.8%,9.1%,16.7%,.228,1.25,.300,73.5%,3.27,3.65
25,2018-05-22,PIT,130.2,570,10.3,2.9,3.5,0.8,26.1%,7.4%,18.8%,.255,1.35,.334,73.2%,3.08,3.46
26,2018-05-22,BOS,132.0,543,9.8,2.7,3.7,1.0,26.5%,7.2%,19.3%,.232,1.17,.298,77.5%,3.34,3.36
27,2018-05-22,HOU,100.1,395,9.8,2.3,4.2,0.7,27.6%,6.6%,21.0%,.210,1.03,.276,77.8%,2.86,3.27
28,2018-05-22,MIL,150.0,604,10.6,3.4,3.2,0.9,29.3%,9.3%,20.0%,.202,1.11,.269,79.0%,3.28,3.23
29,2018-05-22,NYY,140.1,584,12.4,3.5,3.6,1.0,33.1%,9.3%,23.8%,.207,1.16,.293,76.1%,3.13,3.06
0,2018-05-23,BAL,142.0,626,8.0,3.8,2.1,0.7,20.1%,9.6%,10.5%,.273,1.50,.335,71.1%,3.77,4.63
1,2018-05-23,KCR,140.1,621,6.9,3.5,2.0,1.3,17.2%,8.7%,8.5%,.285,1.52,.321,68.2%,4.86,4.59
2,2018-05-23,MIA,146.1,681,9.2,4.6,2.0,1.4,22.0%,10.9%,11.2%,.285,1.67,.349,64.8%,4.75,4.58
3,2018-05-23,DET,146.0,650,8.3,4.3,1.9,0.9,20.6%,10.6%,10.0%,.264,1.51,.322,69.3%,4.09,4.57
4,2018-05-23,STL,136.0,594,8.1,4.0,2.0,1.1,20.5%,10.1%,10.4%,.239,1.37,.281,74.5%,4.47,4.52
5,2018-05-23,NYM,144.2,606,8.4,3.4,2.5,1.3,22.3%,9.1%,13.2%,.229,1.24,.267,75.2%,4.43,4.45
6,2018-05-23,CLE,93.0,431,9.6,3.7,2.6,1.6,23.0%,8.8%,14.1%,.268,1.53,.320,63.3%,4.80,4.43
7,2018-05-23,TOR,143.2,621,9.0,3.5,2.6,1.0,23.0%,9.0%,14.0%,.259,1.40,.321,78.9%,3.87,4.41
8,2018-05-23,OAK,141.2,615,8.7,3.9,2.2,1.3,22.3%,9.9%,12.4%,.250,1.40,.299,76.9%,4.40,4.39
9,2018-05-23,ATL,142.0,602,9.1,4.5,2.0,0.8,23.9%,11.8%,12.1%,.226,1.33,.289,72.7%,3.90,4.31
10,2018-05-23,TEX,137.1,605,7.9,3.3,2.4,1.0,20.0%,8.3%,11.7%,.254,1.38,.300,67.6%,4.18,4.29
11,2018-05-23,SFG,157.1,692,8.4,3.7,2.2,1.0,21.1%,9.4%,11.7%,.257,1.42,.312,70.3%,4.12,4.28
12,2018-05-23,TBR,153.1,652,8.2,3.0,2.7,1.2,21.5%,7.8%,13.7%,.238,1.25,.280,68.8%,4.20,4.25
13,2018-05-23,MIN,141.1,630,9.3,3.2,2.9,1.5,23.2%,7.9%,15.2%,.273,1.46,.328,72.6%,4.53,4.20
14,2018-05-23,LAA,148.0,649,9.1,3.8,2.4,1.3,23.1%,9.6%,13.6%,.272,1.49,.333,77.4%,4.44,4.16
15,2018-05-23,CHW,143.2,633,9.8,4.1,2.4,0.9,24.8%,10.3%,14.5%,.262,1.48,.339,76.1%,3.82,4.16
16,2018-05-23,CHC,138.2,577,8.8,4.5,1.9,0.8,23.6%,12.1%,11.4%,.201,1.23,.251,74.8%,3.95,4.14
17,2018-05-23,LAD,156.0,683,9.7,3.9,2.5,1.2,24.6%,10.0%,14.6%,.245,1.39,.305,73.9%,4.18,4.13
18,2018-05-23,PHI,132.2,563,9.4,3.9,2.4,0.8,24.5%,10.3%,14.2%,.231,1.30,.297,80.4%,3.75,4.10
19,2018-05-23,CIN,172.0,731,8.8,3.9,2.3,0.8,23.1%,10.1%,13.0%,.234,1.31,.294,76.4%,3.74,4.01
20,2018-05-23,ARI,137.2,555,8.0,2.8,2.9,0.7,22.2%,7.8%,14.4%,.205,1.07,.250,78.5%,3.48,3.98
21,2018-05-23,SEA,137.1,582,10.2,3.2,3.2,0.9,26.8%,8.4%,18.4%,.227,1.22,.297,72.9%,3.57,3.95
22,2018-05-23,COL,134.2,572,9.9,4.0,2.5,1.3,25.9%,10.5%,15.4%,.237,1.34,.297,72.0%,4.25,3.93
23,2018-05-23,WSN,117.1,491,9.6,3.3,2.9,1.1,25.5%,8.8%,16.7%,.238,1.26,.300,74.4%,3.83,3.80
24,2018-05-23,SDP,157.1,667,9.6,3.5,2.7,0.7,25.0%,9.2%,15.9%,.232,1.27,.303,73.2%,3.35,3.74
25,2018-05-23,PIT,129.0,564,10.5,2.8,3.8,0.8,26.8%,7.1%,19.7%,.253,1.33,.335,72.7%,3.03,3.41
26,2018-05-23,BOS,133.1,550,9.9,2.7,3.6,0.9,26.6%,7.3%,19.3%,.233,1.19,.301,78.0%,3.33,3.36
27,2018-05-23,HOU,99.1,388,9.7,2.4,4.0,0.7,27.6%,7.0%,20.6%,.206,1.02,.269,78.2%,2.90,3.33
28,2018-05-23,MIL,148.2,596,10.6,3.5,3.1,0.9,29.4%,9.6%,19.8%,.202,1.11,.269,80.3%,3.33,3.26
29,2018-05-23,NYY,134.2,558,12.4,3.4,3.6,1.0,33.3%,9.1%,24.2%,.211,1.17,.301,77.1%,3.07,3.03
0,2018-05-24,STL,135.1,594,7.9,4.0,2.0,1.1,20.0%,10.1%,9.9%,.245,1.40,.286,73.8%,4.52,4.58
1,2018-05-24,BAL,143.2,635,8.2,3.8,2.1,0.8,20.6%,9.6%,11.0%,.271,1.50,.332,71.4%,3.89,4.58
2,2018-05-24,DET,145.2,646,8.3,4.3,1.9,0.9,20.7%,10.7%,10.1%,.264,1.51,.323,69.6%,4.09,4.53
3,2018-05-24,KCR,142.1,627,7.0,3.4,2.0,1.3,17.5%,8.6%,8.9%,.280,1.50,.317,68.0%,4.80,4.53
4,2018-05-24,MIA,144.0,662,8.9,4.4,2.0,1.3,21.6%,10.7%,10.9%,.278,1.62,.338,67.1%,4.63,4.52
5,2018-05-24,TOR,144.1,631,9.0,3.7,2.4,1.0,22.8%,9.5%,13.3%,.265,1.46,.329,77.2%,3.94,4.49
6,2018-05-24,CLE,95.0,438,9.4,3.6,2.6,1.6,22.6%,8.7%,13.9%,.266,1.51,.315,63.6%,4.76,4.47
7,2018-05-24,OAK,140.1,611,8.6,4.0,2.1,1.2,21.9%,10.3%,11.6%,.251,1.43,.300,77.0%,4.40,4.47
8,2018-05-24,NYM,142.2,602,8.5,3.5,2.5,1.3,22.4%,9.1%,13.3%,.236,1.28,.279,74.4%,4.35,4.42
9,2018-05-24,ATL,141.1,598,9.0,4.3,2.1,0.8,23.6%,11.2%,12.4%,.228,1.32,.289,71.7%,3.86,4.31
10,2018-05-24,SFG,151.2,663,8.2,3.6,2.3,0.9,21.0%,9.0%,11.9%,.256,1.40,.310,69.0%,4.06,4.26
11,2018-05-24,TEX,139.0,614,8.2,3.2,2.6,1.1,20.5%,8.0%,12.5%,.255,1.37,.303,67.5%,4.19,4.25
12,2018-05-24,TBR,150.0,642,8.5,3.2,2.7,1.1,22.1%,8.3%,13.9%,.238,1.27,.286,66.9%,4.07,4.23
13,2018-05-24,LAD,149.1,652,9.6,4.1,2.3,1.2,24.4%,10.4%,14.0%,.240,1.39,.298,74.1%,4.26,4.22
14,2018-05-24,PHI,132.0,562,9.3,4.0,2.3,0.8,24.2%,10.5%,13.7%,.232,1.32,.297,80.5%,3.80,4.16
15,2018-05-24,MIN,140.0,621,9.3,3.1,3.0,1.5,23.2%,7.7%,15.5%,.273,1.44,.329,74.2%,4.44,4.16
16,2018-05-24,LAA,145.0,635,9.1,3.7,2.5,1.3,23.2%,9.3%,13.9%,.273,1.48,.335,77.6%,4.34,4.15
17,2018-05-24,CHC,137.2,574,8.9,4.6,1.9,0.8,23.7%,12.2%,11.5%,.204,1.25,.256,75.4%,3.93,4.11
18,2018-05-24,CIN,175.0,748,8.7,4.0,2.2,0.8,22.6%,10.3%,12.3%,.235,1.33,.294,76.7%,3.78,4.09
19,2018-05-24,CHW,142.1,621,9.7,3.8,2.5,0.9,24.6%,9.7%,15.0%,.261,1.44,.335,75.7%,3.75,4.04
20,2018-05-24,ARI,139.1,562,8.0,2.9,2.8,0.8,22.1%,8.0%,14.1%,.207,1.08,.251,79.2%,3.60,3.97
21,2018-05-24,SEA,135.1,569,10.2,3.2,3.2,0.9,26.9%,8.4%,18.4%,.222,1.19,.290,73.2%,3.60,3.94
22,2018-05-24,COL,132.0,557,10.0,4.0,2.5,1.3,26.2%,10.4%,15.8%,.234,1.32,.294,71.3%,4.23,3.86
23,2018-05-24,WSN,117.0,488,9.5,3.2,3.0,1.1,25.4%,8.6%,16.8%,.239,1.26,.301,75.7%,3.83,3.82
24,2018-05-24,SDP,155.2,661,9.4,3.5,2.7,0.7,24.7%,9.2%,15.4%,.233,1.28,.302,73.6%,3.40,3.79
25,2018-05-24,PIT,131.0,573,10.5,2.9,3.6,0.8,26.7%,7.3%,19.4%,.251,1.33,.333,73.8%,2.97,3.48
26,2018-05-24,BOS,134.2,555,9.9,2.7,3.7,0.9,26.7%,7.2%,19.5%,.231,1.17,.298,78.0%,3.29,3.34
27,2018-05-24,HOU,99.1,389,9.8,2.4,4.2,0.7,27.8%,6.7%,21.1%,.210,1.03,.276,78.4%,2.85,3.30
28,2018-05-24,NYY,135.1,566,12.5,3.5,3.5,1.0,33.2%,9.4%,23.8%,.214,1.20,.307,74.5%,3.09,3.06
29,2018-05-24,MIL,149.0,589,10.9,3.2,3.4,0.9,30.6%,9.0%,21.6%,.195,1.05,.263,82.0%,3.18,3.06
0,2018-05-25,BAL,132.1,587,8.2,3.8,2.1,0.9,20.4%,9.5%,10.9%,.272,1.50,.331,70.0%,4.01,4.65
1,2018-05-25,STL,132.2,581,7.9,4.0,2.0,1.0,20.1%,10.2%,10.0%,.243,1.39,.287,73.5%,4.36,4.58
2,2018-05-25,DET,142.2,637,8.3,4.3,1.9,0.9,20.6%,10.7%,9.9%,.268,1.53,.327,69.5%,4.14,4.56
3,2018-05-25,MIA,139.0,645,9.1,4.5,2.0,1.3,21.7%,10.8%,10.8%,.284,1.66,.346,66.8%,4.70,4.51
4,2018-05-25,KCR,141.1,622,7.1,3.4,2.1,1.3,18.0%,8.5%,9.5%,.282,1.50,.323,68.4%,4.67,4.48
5,2018-05-25,CLE,97.0,449,9.3,3.5,2.6,1.7,22.3%,8.5%,13.8%,.271,1.53,.319,63.4%,4.84,4.46
6,2018-05-25,TOR,145.1,633,9.0,3.7,2.5,1.1,22.9%,9.3%,13.6%,.264,1.45,.328,76.1%,3.97,4.42
7,2018-05-25,OAK,142.2,621,8.6,4.0,2.1,1.1,21.9%,10.3%,11.6%,.256,1.44,.309,77.1%,4.28,4.41
8,2018-05-25,TEX,138.0,614,8.0,3.3,2.5,1.1,20.0%,8.1%,11.9%,.256,1.39,.302,66.8%,4.28,4.38
9,2018-05-25,NYM,138.2,581,8.6,3.2,2.7,1.3,22.7%,8.4%,14.3%,.237,1.25,.280,73.5%,4.30,4.34
10,2018-05-25,ATL,138.1,589,9.1,4.4,2.1,0.8,23.8%,11.4%,12.4%,.230,1.34,.293,71.5%,3.89,4.30
11,2018-05-25,SFG,147.2,645,8.2,3.6,2.3,1.0,20.9%,9.2%,11.8%,.253,1.39,.305,68.4%,4.12,4.29
12,2018-05-25,LAD,146.1,642,9.6,4.2,2.3,1.2,24.3%,10.6%,13.7%,.241,1.40,.298,73.8%,4.32,4.24
