,Date,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
20,2018-05-27,Mike Clevinger,CLE,52.1,208,7.7,2.9,2.6,0.7,21.6%,8.2%,13.5%,.232,1.17,.284,69.2%,3.47,3.86
21,2018-05-27,Jose Berrios,MIN,47.2,190,8.7,2.1,4.2,1.3,24.2%,5.8%,18.4%,.200,0.96,.230,72.1%,4.08,3.84
22,2018-05-27,Carlos Carrasco,CLE,60.2,245,9.3,2.2,4.2,1.2,25.7%,6.1%,19.6%,.228,1.10,.280,74.4%,3.64,3.48
23,2018-05-27,Trevor Bauer,CLE,52.0,219,10.2,3.1,3.3,0.3,26.9%,8.2%,18.7%,.222,1.19,.307,77.2%,2.60,3.47
24,2018-05-27,Corey Kluber,CLE,55.2,218,8.2,1.0,8.5,1.5,23.4%,2.8%,20.6%,.223,0.95,.252,89.4%,3.81,3.10
0,2018-05-28,Carson Fulmer,CHW,21.1,109,7.2,7.2,1.0,3.0,15.6%,15.6%,0.0%,.281,1.97,.277,59.7%,8.65,7.24
1,2018-05-28,Lucas Giolito,CHW,37.1,181,5.3,7.2,0.7,1.4,12.2%,16.6%,-4.4%,.269,1.85,.282,60.1%,6.96,7.18
2,2018-05-28,Hector Santiago,CHW,24.0,109,7.9,5.6,1.4,2.6,19.3%,13.8%,5.5%,.269,1.67,.277,73.7%,7.20,5.89
3,2018-05-28,Reynaldo Lopez,CHW,48.1,204,5.8,3.5,1.6,1.1,15.2%,9.3%,5.9%,.225,1.24,.241,75.1%,4.86,5.64
4,2018-05-28,Josh Tomlin,CLE,22.0,100,5.7,0.8,7.0,4.5,14.0%,2.0%,12.0%,.323,1.50,.282,76.5%,8.93,5.59
5,2018-05-28,Danny Duffy,KCR,43.2,199,7.2,3.9,1.8,2.3,17.6%,9.6%,8.0%,.296,1.65,.316,72.9%,6.21,5.24
6,2018-05-28,Mike Fiers,DET,43.0,189,5.4,1.9,2.9,2.3,13.8%,4.8%,9.0%,.290,1.42,.289,70.8%,5.98,5.18
7,2018-05-28,James Shields,CHW,51.1,209,6.7,3.7,1.8,0.5,18.2%,10.1%,8.1%,.203,1.15,.240,60.9%,3.73,4.93
8,2018-05-28,Jason Hammel,KCR,54.1,238,5.8,2.2,2.7,1.2,14.7%,5.5%,9.2%,.291,1.44,.320,65.5%,4.38,4.89
9,2018-05-28,Francisco Liriano,DET,45.0,186,7.6,4.8,1.6,1.4,20.4%,12.9%,7.5%,.212,1.29,.235,75.7%,5.23,4.78
10,2018-05-28,Ian Kennedy,KCR,45.2,215,8.1,3.5,2.3,1.8,19.1%,8.4%,10.7%,.310,1.73,.354,67.8%,5.11,4.75
11,2018-05-28,Jake Odorizzi,MIN,43.0,179,9.4,2.9,3.2,2.3,25.1%,7.8%,17.3%,.244,1.26,.269,88.4%,5.44,4.73
12,2018-05-28,Matthew Boyd,DET,39.0,162,8.3,3.7,2.3,0.5,22.2%,9.9%,12.3%,.222,1.23,.283,69.9%,3.37,4.56
13,2018-05-28,Jordan Zimmermann,DET,20.1,87,9.3,3.1,3.0,2.2,24.1%,8.1%,16.1%,.212,1.18,.222,82.3%,5.32,4.32
14,2018-05-28,Lance Lynn,MIN,35.0,164,8.5,5.1,1.6,1.3,20.1%,12.2%,7.9%,.322,1.89,.391,68.3%,4.93,4.30
15,2018-05-28,Eric Skoglund,KCR,45.0,192,7.6,2.4,3.2,1.8,19.8%,6.3%,13.5%,.275,1.36,.305,61.5%,5.01,4.17
16,2018-05-28,Fernando Romero,MIN,28.2,116,9.1,4.1,2.2,0.3,25.0%,11.2%,13.8%,.190,1.12,.257,83.3%,3.27,3.96
17,2018-05-28,Jakob Junis,KCR,47.1,201,8.7,1.9,4.6,2.1,22.9%,5.0%,17.9%,.262,1.27,.291,80.7%,4.87,3.94
18,2018-05-28,Michael Fulmer,DET,44.0,190,9.0,3.1,2.9,1.2,23.2%,7.9%,15.3%,.250,1.32,.303,62.7%,4.16,3.89
19,2018-05-28,Mike Clevinger,CLE,52.1,208,7.7,2.9,2.6,0.7,21.6%,8.2%,13.5%,.232,1.17,.284,69.2%,3.47,3.86
20,2018-05-28,Jose Berrios,MIN,55.0,220,8.8,2.0,4.5,1.3,24.6%,5.5%,19.1%,.211,1.00,.246,75.3%,3.96,3.78
21,2018-05-28,Kyle Gibson,MIN,41.1,170,9.8,3.7,2.6,1.1,26.5%,10.0%,16.5%,.212,1.19,.267,72.7%,3.94,3.72
22,2018-05-28,Carlos Carrasco,CLE,51.2,214,9.9,2.3,4.4,1.2,26.6%,6.1%,20.6%,.246,1.20,.311,72.0%,3.59,3.42
23,2018-05-28,Trevor Bauer,CLE,59.1,248,10.9,3.0,3.6,0.5,29.0%,8.1%,21.0%,.218,1.16,.307,75.2%,2.55,3.29
24,2018-05-28,Corey Kluber,CLE,55.2,218,8.2,1.0,8.5,1.5,23.4%,2.8%,20.6%,.223,0.95,.252,89.4%,3.81,3.10
0,2018-05-29,Carson Fulmer,CHW,21.1,109,7.2,7.2,1.0,3.0,15.6%,15.6%,0.0%,.281,1.97,.277,59.7%,8.65,7.24
1,2018-05-29,Lucas Giolito,CHW,31.0,153,5.5,7.3,0.8,1.7,12.4%,16.3%,-3.9%,.279,1.90,.289,60.1%,7.45,7.17
2,2018-05-29,Hector Santiago,CHW,24.0,109,7.9,5.6,1.4,2.6,19.3%,13.8%,5.5%,.269,1.67,.277,73.7%,7.20,5.89
3,2018-05-29,Reynaldo Lopez,CHW,48.1,204,5.8,3.5,1.6,1.1,15.2%,9.3%,5.9%,.225,1.24,.241,75.1%,4.86,5.64
4,2018-05-29,Josh Tomlin,CLE,22.0,100,5.7,0.8,7.0,4.5,14.0%,2.0%,12.0%,.323,1.50,.282,76.5%,8.93,5.59
5,2018-05-29,Danny Duffy,KCR,43.2,199,7.2,3.9,1.8,2.3,17.6%,9.6%,8.0%,.296,1.65,.316,72.9%,6.21,5.24
6,2018-05-29,Mike Fiers,DET,43.0,189,5.4,1.9,2.9,2.3,13.8%,4.8%,9.0%,.290,1.42,.289,70.8%,5.98,5.18
7,2018-05-29,James Shields,CHW,51.1,209,6.7,3.7,1.8,0.5,18.2%,10.1%,8.1%,.203,1.15,.240,60.9%,3.73,4.93
8,2018-05-29,Jason Hammel,KCR,54.1,238,5.8,2.2,2.7,1.2,14.7%,5.5%,9.2%,.291,1.44,.320,65.5%,4.38,4.89
9,2018-05-29,Francisco Liriano,DET,45.0,186,7.6,4.8,1.6,1.4,20.4%,12.9%,7.5%,.212,1.29,.235,75.7%,5.23,4.78
10,2018-05-29,Jake Odorizzi,MIN,43.0,179,9.4,2.9,3.2,2.3,25.1%,7.8%,17.3%,.244,1.26,.269,88.4%,5.44,4.73
11,2018-05-29,Matthew Boyd,DET,44.0,183,8.2,3.9,2.1,0.4,21.9%,10.4%,11.5%,.211,1.20,.269,73.3%,3.43,4.72
12,2018-05-29,Ian Kennedy,KCR,39.2,188,8.6,3.6,2.4,1.8,20.2%,8.5%,11.7%,.314,1.76,.365,62.9%,5.08,4.66
13,2018-05-29,Lance Lynn,MIN,41.0,191,8.3,5.0,1.7,1.1,19.9%,12.0%,7.8%,.311,1.83,.379,69.6%,4.65,4.39
14,2018-05-29,Jordan Zimmermann,DET,20.1,87,9.3,3.1,3.0,2.2,24.1%,8.1%,16.1%,.212,1.18,.222,82.3%,5.32,4.32
15,2018-05-29,Eric Skoglund,KCR,45.0,192,7.6,2.4,3.2,1.8,19.8%,6.3%,13.5%,.275,1.36,.305,61.5%,5.01,4.17
16,2018-05-29,Jose Berrios,MIN,48.0,196,8.1,2.3,3.6,1.5,21.9%,6.1%,15.8%,.221,1.08,.246,73.1%,4.47,4.13
17,2018-05-29,Jakob Junis,KCR,53.1,230,8.9,2.4,3.8,2.0,23.0%,6.1%,17.0%,.261,1.31,.293,81.2%,4.94,4.09
18,2018-05-29,Fernando Romero,MIN,28.2,116,9.1,4.1,2.2,0.3,25.0%,11.2%,13.8%,.190,1.12,.257,83.3%,3.27,3.96
19,2018-05-29,Mike Clevinger,CLE,52.1,208,7.7,2.9,2.6,0.7,21.6%,8.2%,13.5%,.232,1.17,.284,69.2%,3.47,3.86
20,2018-05-29,Michael Fulmer,DET,41.0,170,9.2,3.3,2.8,0.9,24.7%,8.8%,15.9%,.229,1.22,.290,71.1%,3.62,3.85
21,2018-05-29,Kyle Gibson,MIN,41.1,170,9.8,3.7,2.6,1.1,26.5%,10.0%,16.5%,.212,1.19,.267,72.7%,3.94,3.72
22,2018-05-29,Carlos Carrasco,CLE,51.2,214,9.9,2.3,4.4,1.2,26.6%,6.1%,20.6%,.246,1.20,.311,72.0%,3.59,3.42
23,2018-05-29,Trevor Bauer,CLE,52.1,216,11.2,3.1,3.6,0.5,30.1%,8.3%,21.8%,.214,1.15,.305,74.4%,2.57,3.12
24,2018-05-29,Corey Kluber,CLE,55.2,218,8.2,1.0,8.5,1.5,23.4%,2.8%,20.6%,.223,0.95,.252,89.4%,3.81,3.10
0,2018-05-30,Carson Fulmer,CHW,21.1,109,7.2,7.2,1.0,3.0,15.6%,15.6%,0.0%,.281,1.97,.277,59.7%,8.65,7.24
1,2018-05-30,Lucas Giolito,CHW,37.0,178,5.4,6.1,0.9,1.9,12.4%,14.0%,-1.7%,.292,1.84,.299,60.5%,7.30,6.67
2,2018-05-30,Hector Santiago,CHW,24.0,109,7.9,5.6,1.4,2.6,19.3%,13.8%,5.5%,.269,1.67,.277,73.7%,7.20,5.89
3,2018-05-30,Reynaldo Lopez,CHW,48.1,204,5.8,3.5,1.6,1.1,15.2%,9.3%,5.9%,.225,1.24,.241,75.1%,4.86,5.64
4,2018-05-30,Josh Tomlin,CLE,22.0,100,5.7,0.8,7.0,4.5,14.0%,2.0%,12.0%,.323,1.50,.282,76.5%,8.93,5.59
5,2018-05-30,Mike Fiers,DET,37.1,162,5.3,1.9,2.8,2.2,13.6%,4.9%,8.6%,.288,1.39,.287,74.3%,5.84,5.36
6,2018-05-30,Danny Duffy,KCR,49.2,223,7.1,4.2,1.7,2.0,17.5%,10.3%,7.2%,.286,1.61,.309,74.7%,5.92,5.27
7,2018-05-30,Jason Hammel,KCR,49.0,214,5.7,2.4,2.4,1.1,14.5%,6.1%,8.4%,.286,1.43,.315,62.9%,4.41,5.07
8,2018-05-30,James Shields,CHW,51.1,209,6.7,3.7,1.8,0.5,18.2%,10.1%,8.1%,.203,1.15,.240,60.9%,3.73,4.93
9,2018-05-30,Francisco Liriano,DET,45.0,186,7.6,4.8,1.6,1.4,20.4%,12.9%,7.5%,.212,1.29,.235,75.7%,5.23,4.78
10,2018-05-30,Jake Odorizzi,MIN,43.0,179,9.4,2.9,3.2,2.3,25.1%,7.8%,17.3%,.244,1.26,.269,88.4%,5.44,4.73
11,2018-05-30,Matthew Boyd,DET,44.0,183,8.2,3.9,2.1,0.4,21.9%,10.4%,11.5%,.211,1.20,.269,73.3%,3.43,4.72
12,2018-05-30,Ian Kennedy,KCR,39.2,188,8.6,3.6,2.4,1.8,20.2%,8.5%,11.7%,.314,1.76,.365,62.9%,5.08,4.66
13,2018-05-30,Lance Lynn,MIN,41.0,191,8.3,5.0,1.7,1.1,19.9%,12.0%,7.8%,.311,1.83,.379,69.6%,4.65,4.39
14,2018-05-30,Jordan Zimmermann,DET,20.1,87,9.3,3.1,3.0,2.2,24.1%,8.1%,16.1%,.212,1.18,.222,82.3%,5.32,4.32
15,2018-05-30,Michael Fulmer,DET,44.1,188,8.7,3.9,2.3,1.2,22.9%,10.1%,12.8%,.245,1.35,.297,70.9%,4.40,4.24
16,2018-05-30,Eric Skoglund,KCR,45.0,192,7.6,2.4,3.2,1.8,19.8%,6.3%,13.5%,.275,1.36,.305,61.5%,5.01,4.17
17,2018-05-30,Jose Berrios,MIN,48.0,196,8.1,2.3,3.6,1.5,21.9%,6.1%,15.8%,.221,1.08,.246,73.1%,4.47,4.13
18,2018-05-30,Jakob Junis,KCR,53.1,230,8.9,2.4,3.8,2.0,23.0%,6.1%,17.0%,.261,1.31,.293,81.2%,4.94,4.09
19,2018-05-30,Fernando Romero,MIN,28.2,116,9.1,4.1,2.2,0.3,25.0%,11.2%,13.8%,.190,1.12,.257,83.3%,3.27,3.96
20,2018-05-30,Mike Clevinger,CLE,55.0,216,7.7,2.8,2.8,0.5,21.8%,7.9%,13.9%,.227,1.13,.284,73.1%,3.14,3.88
21,2018-05-30,Kyle Gibson,MIN,48.1,197,9.9,3.4,2.9,0.9,26.9%,9.1%,17.8%,.209,1.14,.269,76.0%,3.55,3.51
22,2018-05-30,Carlos Carrasco,CLE,51.2,214,9.9,2.3,4.4,1.2,26.6%,6.1%,20.6%,.246,1.20,.311,72.0%,3.59,3.42
23,2018-05-30,Trevor Bauer,CLE,52.1,216,11.2,3.1,3.6,0.5,30.1%,8.3%,21.8%,.214,1.15,.305,74.4%,2.57,3.12
24,2018-05-30,Corey Kluber,CLE,55.2,218,8.2,1.0,8.5,1.5,23.4%,2.8%,20.6%,.223,0.95,.252,89.4%,3.81,3.10
0,2018-05-31,Carson Fulmer,CHW,21.1,109,7.2,7.2,1.0,3.0,15.6%,15.6%,0.0%,.281,1.97,.277,59.7%,8.65,7.24
1,2018-05-31,Lucas Giolito,CHW,37.0,178,5.4,6.1,0.9,1.9,12.4%,14.0%,-1.7%,.292,1.84,.299,60.5%,7.30,6.67
2,2018-05-31,Hector Santiago,CHW,24.0,109,7.9,5.6,1.4,2.6,19.3%,13.8%,5.5%,.269,1.67,.277,73.7%,7.20,5.89
3,2018-05-31,Reynaldo Lopez,CHW,51.0,222,5.8,3.5,1.6,1.1,14.9%,9.0%,5.9%,.247,1.35,.270,68.1%,4.81,5.74
4,2018-05-31,Josh Tomlin,CLE,22.0,100,5.7,0.8,7.0,4.5,14.0%,2.0%,12.0%,.323,1.50,.282,76.5%,8.93,5.59
5,2018-05-31,Danny Duffy,KCR,49.2,223,7.1,4.2,1.7,2.0,17.5%,10.3%,7.2%,.286,1.61,.309,74.7%,5.92,5.27
6,2018-05-31,Mike Fiers,DET,43.0,186,5.4,1.9,2.9,1.9,14.0%,4.8%,9.1%,.290,1.40,.298,76.4%,5.37,5.26
7,2018-05-31,Jason Hammel,KCR,49.0,214,5.7,2.4,2.4,1.1,14.5%,6.1%,8.4%,.286,1.43,.315,62.9%,4.41,5.07
8,2018-05-31,James Shields,CHW,51.1,209,6.7,3.7,1.8,0.5,18.2%,10.1%,8.1%,.203,1.15,.240,60.9%,3.73,4.93
9,2018-05-31,Francisco Liriano,DET,45.0,186,7.6,4.8,1.6,1.4,20.4%,12.9%,7.5%,.212,1.29,.235,75.7%,5.23,4.78
10,2018-05-31,Jake Odorizzi,MIN,43.0,179,9.4,2.9,3.2,2.3,25.1%,7.8%,17.3%,.244,1.26,.269,88.4%,5.44,4.73
11,2018-05-31,Matthew Boyd,DET,44.0,183,8.2,3.9,2.1,0.4,21.9%,10.4%,11.5%,.211,1.20,.269,73.3%,3.43,4.72
12,2018-05-31,Ian Kennedy,KCR,39.2,188,8.6,3.6,2.4,1.8,20.2%,8.5%,11.7%,.314,1.76,.365,62.9%,5.08,4.66
13,2018-05-31,Lance Lynn,MIN,41.0,191,8.3,5.0,1.7,1.1,19.9%,12.0%,7.8%,.311,1.83,.379,69.6%,4.65,4.39
14,2018-05-31,Jordan Zimmermann,DET,20.1,87,9.3,3.1,3.0,2.2,24.1%,8.1%,16.1%,.212,1.18,.222,82.3%,5.32,4.32
15,2018-05-31,Michael Fulmer,DET,44.1,188,8.7,3.9,2.3,1.2,22.9%,10.1%,12.8%,.245,1.35,.297,70.9%,4.40,4.24
16,2018-05-31,Eric Skoglund,KCR,45.0,192,7.6,2.4,3.2,1.8,19.8%,6.3%,13.5%,.275,1.36,.305,61.5%,5.01,4.17
17,2018-05-31,Jose Berrios,MIN,48.0,196,8.1,2.3,3.6,1.5,21.9%,6.1%,15.8%,.221,1.08,.246,73.1%,4.47,4.13
18,2018-05-31,Fernando Romero,MIN,30.1,131,8.9,4.2,2.1,0.6,22.9%,10.7%,12.2%,.246,1.38,.317,71.1%,3.72,4.12
19,2018-05-31,Jakob Junis,KCR,48.2,208,8.5,2.4,3.5,1.7,22.1%,6.3%,15.9%,.253,1.27,.288,79.4%,4.54,4.10
20,2018-05-31,Mike Clevinger,CLE,55.0,216,7.7,2.8,2.8,0.5,21.8%,7.9%,13.9%,.227,1.13,.284,73.1%,3.14,3.88
21,2018-05-31,Kyle Gibson,MIN,48.1,197,9.9,3.4,2.9,0.9,26.9%,9.1%,17.8%,.209,1.14,.269,76.0%,3.55,3.51
22,2018-05-31,Carlos Carrasco,CLE,51.2,214,9.9,2.3,4.4,1.2,26.6%,6.1%,20.6%,.246,1.20,.311,72.0%,3.59,3.42
23,2018-05-31,Trevor Bauer,CLE,52.1,216,11.2,3.1,3.6,0.5,30.1%,8.3%,21.8%,.214,1.15,.305,74.4%,2.57,3.12
24,2018-05-31,Corey Kluber,CLE,61.2,238,8.9,0.9,10.2,1.3,25.6%,2.5%,23.1%,.216,0.91,.255,90.1%,3.42,2.86
0,2018-06-01,Carson Fulmer,CHW,21.1,109,7.2,7.2,1.0,3.0,15.6%,15.6%,0.0%,.281,1.97,.277,59.7%,8.65,7.24
1,2018-06-01,Lucas Giolito,CHW,37.0,178,5.4,6.1,0.9,1.9,12.4%,14.0%,-1.7%,.292,1.84,.299,60.5%,7.30,6.67
2,2018-06-01,Hector Santiago,CHW,24.0,109,7.9,5.6,1.4,2.6,19.3%,13.8%,5.5%,.269,1.67,.277,73.7%,7.20,5.89
3,2018-06-01,Reynaldo Lopez,CHW,51.0,222,5.8,3.5,1.6,1.1,14.9%,9.0%,5.9%,.247,1.35,.270,68.1%,4.81,5.74
4,2018-06-01,Josh Tomlin,CLE,22.0,100,5.7,0.8,7.0,4.5,14.0%,2.0%,12.0%,.323,1.50,.282,76.5%,8.93,5.59
5,2018-06-01,Danny Duffy,KCR,49.2,223,7.1,4.2,1.7,2.0,17.5%,10.3%,7.2%,.286,1.61,.309,74.7%,5.92,5.27
6,2018-06-01,Mike Fiers,DET,43.0,186,5.4,1.9,2.9,1.9,14.0%,4.8%,9.1%,.290,1.40,.298,76.4%,5.37,5.26
7,2018-06-01,Jason Hammel,KCR,49.0,214,5.7,2.4,2.4,1.1,14.5%,6.1%,8.4%,.286,1.43,.315,62.9%,4.41,5.07
8,2018-06-01,Jake Odorizzi,MIN,46.2,202,9.3,3.1,3.0,2.5,23.8%,7.9%,15.8%,.257,1.35,.279,79.5%,5.95,5.05
9,2018-06-01,James Shields,CHW,51.1,209,6.7,3.7,1.8,0.5,18.2%,10.1%,8.1%,.203,1.15,.240,60.9%,3.73,4.93
10,2018-06-01,Francisco Liriano,DET,45.0,186,7.6,4.8,1.6,1.4,20.4%,12.9%,7.5%,.212,1.29,.235,75.7%,5.23,4.78
11,2018-06-01,Matthew Boyd,DET,44.0,183,8.2,3.9,2.1,0.4,21.9%,10.4%,11.5%,.211,1.20,.269,73.3%,3.43,4.72
12,2018-06-01,Ian Kennedy,KCR,39.2,188,8.6,3.6,2.4,1.8,20.2%,8.5%,11.7%,.314,1.76,.365,62.9%,5.08,4.66
13,2018-06-01,Lance Lynn,MIN,41.0,191,8.3,5.0,1.7,1.1,19.9%,12.0%,7.8%,.311,1.83,.379,69.6%,4.65,4.39
14,2018-06-01,Jordan Zimmermann,DET,20.1,87,9.3,3.1,3.0,2.2,24.1%,8.1%,16.1%,.212,1.18,.222,82.3%,5.32,4.32
15,2018-06-01,Michael Fulmer,DET,44.1,188,8.7,3.9,2.3,1.2,22.9%,10.1%,12.8%,.245,1.35,.297,70.9%,4.40,4.24
16,2018-06-01,Eric Skoglund,KCR,45.0,192,7.6,2.4,3.2,1.8,19.8%,6.3%,13.5%,.275,1.36,.305,61.5%,5.01,4.17
17,2018-06-01,Jose Berrios,MIN,48.0,196,8.1,2.3,3.6,1.5,21.9%,6.1%,15.8%,.221,1.08,.246,73.1%,4.47,4.13
18,2018-06-01,Fernando Romero,MIN,30.1,131,8.9,4.2,2.1,0.6,22.9%,10.7%,12.2%,.246,1.38,.317,71.1%,3.72,4.12
19,2018-06-01,Jakob Junis,KCR,48.2,208,8.5,2.4,3.5,1.7,22.1%,6.3%,15.9%,.253,1.27,.288,79.4%,4.54,4.10
20,2018-06-01,Mike Clevinger,CLE,55.0,216,7.7,2.8,2.8,0.5,21.8%,7.9%,13.9%,.227,1.13,.284,73.1%,3.14,3.88
21,2018-06-01,Kyle Gibson,MIN,48.1,197,9.9,3.4,2.9,0.9,26.9%,9.1%,17.8%,.209,1.14,.269,76.0%,3.55,3.51
22,2018-06-01,Carlos Carrasco,CLE,51.2,214,9.9,2.3,4.4,1.2,26.6%,6.1%,20.6%,.246,1.20,.311,72.0%,3.59,3.42
23,2018-06-01,Trevor Bauer,CLE,52.1,216,11.2,3.1,3.6,0.5,30.1%,8.3%,21.8%,.214,1.15,.305,74.4%,2.57,3.12
24,2018-06-01,Corey Kluber,CLE,61.2,238,8.9,0.9,10.2,1.3,25.6%,2.5%,23.1%,.216,0.91,.255,90.1%,3.42,2.86
0,2018-06-02,Carson Fulmer,CHW,21.1,109,7.2,7.2,1.0,3.0,15.6%,15.6%,0.0%,.281,1.97,.277,59.7%,8.65,7.24
1,2018-06-02,Lucas Giolito,CHW,37.0,178,5.4,6.1,0.9,1.9,12.4%,14.0%,-1.7%,.292,1.84,.299,60.5%,7.30,6.67
2,2018-06-02,Hector Santiago,CHW,27.1,129,7.2,6.6,1.1,2.6,17.1%,15.5%,1.6%,.278,1.83,.282,75.4%,7.66,6.39
3,2018-06-02,Reynaldo Lopez,CHW,45.0,196,4.6,3.2,1.4,1.0,11.7%,8.2%,3.6%,.256,1.36,.270,65.5%,4.92,6.00
4,2018-06-02,Josh Tomlin,CLE,22.0,100,5.7,0.8,7.0,4.5,14.0%,2.0%,12.0%,.323,1.50,.282,76.5%,8.93,5.59
5,2018-06-02,Danny Duffy,KCR,49.2,223,7.1,4.2,1.7,2.0,17.5%,10.3%,7.2%,.286,1.61,.309,74.7%,5.92,5.27
6,2018-06-02,Mike Fiers,DET,43.0,186,5.4,1.9,2.9,1.9,14.0%,4.8%,9.1%,.290,1.40,.298,76.4%,5.37,5.26
7,2018-06-02,Jason Hammel,KCR,49.0,214,5.7,2.4,2.4,1.1,14.5%,6.1%,8.4%,.286,1.43,.315,62.9%,4.41,5.07
8,2018-06-02,Jake Odorizzi,MIN,46.2,202,9.3,3.1,3.0,2.5,23.8%,7.9%,15.8%,.257,1.35,.279,79.5%,5.95,5.05
9,2018-06-02,Blaine Hardy,DET,22.1,92,6.4,2.4,2.7,0.4,17.4%,6.5%,10.9%,.247,1.21,.294,79.0%,3.25,4.96
10,2018-06-02,James Shields,CHW,51.1,209,6.7,3.7,1.8,0.5,18.2%,10.1%,8.1%,.203,1.15,.240,60.9%,3.73,4.93
11,2018-06-02,Ian Kennedy,KCR,42.2,206,8.6,3.8,2.3,2.3,19.9%,8.7%,11.2%,.325,1.85,.368,59.8%,5.86,4.79
12,2018-06-02,Francisco Liriano,DET,45.0,186,7.6,4.8,1.6,1.4,20.4%,12.9%,7.5%,.212,1.29,.235,75.7%,5.23,4.78
13,2018-06-02,Matthew Boyd,DET,44.0,183,8.2,3.9,2.1,0.4,21.9%,10.4%,11.5%,.211,1.20,.269,73.3%,3.43,4.72
14,2018-06-02,Lance Lynn,MIN,41.0,191,8.3,5.0,1.7,1.1,19.9%,12.0%,7.8%,.311,1.83,.379,69.6%,4.65,4.39
15,2018-06-02,Jordan Zimmermann,DET,20.1,87,9.3,3.1,3.0,2.2,24.1%,8.1%,16.1%,.212,1.18,.222,82.3%,5.32,4.32
16,2018-06-02,Michael Fulmer,DET,44.1,188,8.7,3.9,2.3,1.2,22.9%,10.1%,12.8%,.245,1.35,.297,70.9%,4.40,4.24
17,2018-06-02,Eric Skoglund,KCR,45.0,192,7.6,2.4,3.2,1.8,19.8%,6.3%,13.5%,.275,1.36,.305,61.5%,5.01,4.17
18,2018-06-02,Fernando Romero,MIN,30.1,131,8.9,4.2,2.1,0.6,22.9%,10.7%,12.2%,.246,1.38,.317,71.1%,3.72,4.12
19,2018-06-02,Jakob Junis,KCR,48.2,208,8.5,2.4,3.5,1.7,22.1%,6.3%,15.9%,.253,1.27,.288,79.4%,4.54,4.10
20,2018-06-02,Jose Berrios,MIN,54.0,220,8.3,2.2,3.8,1.5,22.7%,5.9%,16.8%,.221,1.07,.248,70.3%,4.36,4.03
21,2018-06-02,Mike Clevinger,CLE,55.0,216,7.7,2.8,2.8,0.5,21.8%,7.9%,13.9%,.227,1.13,.284,73.1%,3.14,3.88
22,2018-06-02,Carlos Carrasco,CLE,55.1,235,9.6,2.6,3.7,1.3,25.1%,6.8%,18.3%,.258,1.30,.320,68.5%,3.88,3.74
23,2018-06-02,Kyle Gibson,MIN,48.1,197,9.9,3.4,2.9,0.9,26.9%,9.1%,17.8%,.209,1.14,.269,76.0%,3.55,3.51
24,2018-06-02,Trevor Bauer,CLE,52.1,216,11.2,3.1,3.6,0.5,30.1%,8.3%,21.8%,.214,1.15,.305,74.4%,2.57,3.12
25,2018-06-02,Corey Kluber,CLE,61.2,238,8.9,0.9,10.2,1.3,25.6%,2.5%,23.1%,.216,0.91,.255,90.1%,3.42,2.86
0,2018-06-03,Carson Fulmer,CHW,21.1,109,7.2,7.2,1.0,3.0,15.6%,15.6%,0.0%,.281,1.97,.277,59.7%,8.65,7.24
1,2018-06-03,Lucas Giolito,CHW,37.0,178,5.4,6.1,0.9,1.9,12.4%,14.0%,-1.7%,.292,1.84,.299,60.5%,7.30,6.67
2,2018-06-03,Hector Santiago,CHW,27.1,129,7.2,6.6,1.1,2.6,17.1%,15.5%,1.6%,.278,1.83,.282,75.4%,7.66,6.39
3,2018-06-03,Reynaldo Lopez,CHW,45.0,196,4.6,3.2,1.4,1.0,11.7%,8.2%,3.6%,.256,1.36,.270,65.5%,4.92,6.00
4,2018-06-03,Josh Tomlin,CLE,22.0,100,5.7,0.8,7.0,4.5,14.0%,2.0%,12.0%,.323,1.50,.282,76.5%,8.93,5.59
5,2018-06-03,Danny Duffy,KCR,43.2,201,6.4,4.1,1.6,2.3,15.4%,10.0%,5.5%,.306,1.72,.319,72.6%,6.46,5.57
6,2018-06-03,Mike Fiers,DET,43.0,186,5.4,1.9,2.9,1.9,14.0%,4.8%,9.1%,.290,1.40,.298,76.4%,5.37,5.26
7,2018-06-03,Jake Odorizzi,MIN,41.2,180,9.1,3.2,2.8,2.2,23.3%,8.3%,15.0%,.253,1.34,.282,77.8%,5.56,5.18
8,2018-06-03,Jason Hammel,KCR,55.0,241,5.6,2.5,2.3,1.1,14.1%,6.2%,7.9%,.287,1.44,.313,65.1%,4.56,5.16
9,2018-06-03,Francisco Liriano,DET,40.0,164,7.0,4.7,1.5,1.4,18.9%,12.8%,6.1%,.206,1.25,.221,73.4%,5.29,5.03
10,2018-06-03,Blaine Hardy,DET,22.1,92,6.4,2.4,2.7,0.4,17.4%,6.5%,10.9%,.247,1.21,.294,79.0%,3.25,4.96
11,2018-06-03,Matthew Boyd,DET,51.0,211,7.6,3.7,2.0,0.7,20.4%,10.0%,10.4%,.214,1.20,.257,73.6%,3.91,4.96
12,2018-06-03,James Shields,CHW,58.1,237,6.8,3.4,2.0,0.9,18.6%,9.3%,9.3%,.215,1.17,.244,66.0%,4.17,4.90
13,2018-06-03,Ian Kennedy,KCR,42.2,206,8.6,3.8,2.3,2.3,19.9%,8.7%,11.2%,.325,1.85,.368,59.8%,5.86,4.79
