,Date,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
12,2018-04-24,Ian Kennedy,KCR,23.0,100,8.6,2.7,3.1,1.2,22.0%,7.0%,15.0%,.247,1.30,.294,85.3%,3.86,3.96
13,2018-04-24,Carlos Carrasco,CLE,35.0,130,7.2,1.5,4.7,0.8,21.5%,4.6%,16.9%,.194,0.86,.226,81.4%,3.19,3.63
14,2018-04-24,Corey Kluber,CLE,36.2,135,9.1,1.5,6.2,1.0,27.4%,4.4%,23.0%,.171,0.76,.204,89.3%,3.05,3.08
15,2018-04-24,Jose Berrios,MIN,27.2,99,9.4,0.3,29.0,0.3,29.3%,1.0%,28.3%,.155,0.58,.209,76.9%,1.75,2.65
0,2018-04-25,Lucas Giolito,CHW,20.0,99,4.0,8.6,0.5,0.5,9.1%,19.2%,-10.1%,.237,1.85,.258,50.5%,6.36,8.60
1,2018-04-25,James Shields,CHW,22.2,103,4.4,4.4,1.0,0.4,10.7%,10.7%,0.0%,.275,1.59,.304,61.8%,4.35,5.67
2,2018-04-25,Reynaldo Lopez,CHW,24.0,97,8.6,5.6,1.5,0.8,23.7%,15.5%,8.3%,.146,1.13,.175,90.9%,4.20,5.12
3,2018-04-25,Jake Odorizzi,MIN,26.0,112,8.3,4.8,1.7,2.1,21.4%,12.5%,8.9%,.235,1.42,.250,83.9%,5.93,5.03
4,2018-04-25,Danny Duffy,KCR,25.2,117,8.8,4.6,1.9,1.4,21.4%,11.1%,10.3%,.250,1.52,.293,68.9%,4.76,4.79
5,2018-04-25,Francisco Liriano,DET,23.0,92,7.8,4.7,1.7,1.2,21.7%,13.0%,8.7%,.175,1.13,.193,82.6%,4.68,4.78
6,2018-04-25,Michael Fulmer,DET,23.1,100,5.0,2.3,2.2,1.2,13.0%,6.0%,7.0%,.283,1.37,.303,73.8%,4.75,4.70
7,2018-04-25,Mike Clevinger,CLE,25.2,99,6.0,2.8,2.1,0.4,17.2%,8.1%,9.1%,.209,1.05,.247,85.9%,3.28,4.70
8,2018-04-25,Jakob Junis,KCR,26.2,102,6.8,1.7,4.0,1.0,19.6%,4.9%,14.7%,.160,0.75,.169,90.4%,4.02,4.67
9,2018-04-25,Kyle Gibson,MIN,21.0,94,8.6,4.7,1.8,0.4,21.3%,11.7%,9.6%,.232,1.43,.295,67.6%,3.59,4.62
10,2018-04-25,Jason Hammel,KCR,25.1,105,5.7,2.5,2.3,0.4,15.2%,6.7%,8.6%,.235,1.18,.272,73.4%,3.24,4.62
11,2018-04-25,Trevor Bauer,CLE,27.0,114,9.0,3.3,2.7,0.7,23.7%,8.8%,14.9%,.198,1.11,.250,82.8%,3.57,4.44
12,2018-04-25,Ian Kennedy,KCR,26.0,115,7.6,2.8,2.8,1.4,19.1%,7.0%,12.2%,.271,1.42,.309,79.6%,4.39,4.30
13,2018-04-25,Carlos Carrasco,CLE,35.0,130,7.2,1.5,4.7,0.8,21.5%,4.6%,16.9%,.194,0.86,.226,81.4%,3.19,3.63
14,2018-04-25,Corey Kluber,CLE,36.2,135,9.1,1.5,6.2,1.0,27.4%,4.4%,23.0%,.171,0.76,.204,89.3%,3.05,3.08
15,2018-04-25,Jose Berrios,MIN,31.2,120,10.2,0.9,12.0,0.9,30.0%,2.5%,27.5%,.181,0.76,.234,72.1%,2.50,2.62
0,2018-04-26,Lucas Giolito,CHW,20.0,99,4.0,8.6,0.5,0.5,9.1%,19.2%,-10.1%,.237,1.85,.258,50.5%,6.36,8.60
1,2018-04-26,James Shields,CHW,28.2,131,4.7,4.7,1.0,0.6,11.5%,11.5%,0.0%,.270,1.60,.296,63.3%,4.70,5.86
2,2018-04-26,Matthew Boyd,DET,23.0,92,5.5,2.7,2.0,1.2,15.2%,7.6%,7.6%,.191,1.00,.194,85.9%,4.68,5.79
3,2018-04-26,Reynaldo Lopez,CHW,24.0,97,8.6,5.6,1.5,0.8,23.7%,15.5%,8.3%,.146,1.13,.175,90.9%,4.20,5.12
4,2018-04-26,Jake Odorizzi,MIN,26.0,112,8.3,4.8,1.7,2.1,21.4%,12.5%,8.9%,.235,1.42,.250,83.9%,5.93,5.03
5,2018-04-26,Jason Hammel,KCR,32.0,133,4.8,2.5,1.9,0.3,12.8%,6.8%,6.0%,.226,1.16,.255,67.4%,3.35,4.90
6,2018-04-26,Danny Duffy,KCR,25.2,117,8.8,4.6,1.9,1.4,21.4%,11.1%,10.3%,.250,1.52,.293,68.9%,4.76,4.79
7,2018-04-26,Francisco Liriano,DET,23.0,92,7.8,4.7,1.7,1.2,21.7%,13.0%,8.7%,.175,1.13,.193,82.6%,4.68,4.78
8,2018-04-26,Michael Fulmer,DET,23.1,100,5.0,2.3,2.2,1.2,13.0%,6.0%,7.0%,.283,1.37,.303,73.8%,4.75,4.70
9,2018-04-26,Mike Clevinger,CLE,25.2,99,6.0,2.8,2.1,0.4,17.2%,8.1%,9.1%,.209,1.05,.247,85.9%,3.28,4.70
10,2018-04-26,Jakob Junis,KCR,26.2,102,6.8,1.7,4.0,1.0,19.6%,4.9%,14.7%,.160,0.75,.169,90.4%,4.02,4.67
11,2018-04-26,Kyle Gibson,MIN,21.0,94,8.6,4.7,1.8,0.4,21.3%,11.7%,9.6%,.232,1.43,.295,67.6%,3.59,4.62
12,2018-04-26,Ian Kennedy,KCR,26.0,115,7.6,2.8,2.8,1.4,19.1%,7.0%,12.2%,.271,1.42,.309,79.6%,4.39,4.30
13,2018-04-26,Trevor Bauer,CLE,33.2,143,9.4,3.5,2.7,0.5,24.5%,9.1%,15.4%,.191,1.10,.247,83.8%,3.37,4.26
14,2018-04-26,Carlos Carrasco,CLE,35.0,130,7.2,1.5,4.7,0.8,21.5%,4.6%,16.9%,.194,0.86,.226,81.4%,3.19,3.63
15,2018-04-26,Corey Kluber,CLE,36.2,135,9.1,1.5,6.2,1.0,27.4%,4.4%,23.0%,.171,0.76,.204,89.3%,3.05,3.08
16,2018-04-26,Jose Berrios,MIN,31.2,120,10.2,0.9,12.0,0.9,30.0%,2.5%,27.5%,.181,0.76,.234,72.1%,2.50,2.62
0,2018-04-27,Lucas Giolito,CHW,25.2,123,3.9,7.4,0.5,0.7,8.9%,17.1%,-8.1%,.245,1.75,.259,56.3%,6.24,7.86
1,2018-04-27,James Shields,CHW,28.2,131,4.7,4.7,1.0,0.6,11.5%,11.5%,0.0%,.270,1.60,.296,63.3%,4.70,5.86
2,2018-04-27,Matthew Boyd,DET,23.0,92,5.5,2.7,2.0,1.2,15.2%,7.6%,7.6%,.191,1.00,.194,85.9%,4.68,5.79
3,2018-04-27,Reynaldo Lopez,CHW,24.0,97,8.6,5.6,1.5,0.8,23.7%,15.5%,8.3%,.146,1.13,.175,90.9%,4.20,5.12
4,2018-04-27,Jake Odorizzi,MIN,26.0,112,8.3,4.8,1.7,2.1,21.4%,12.5%,8.9%,.235,1.42,.250,83.9%,5.93,5.03
5,2018-04-27,Jason Hammel,KCR,32.0,133,4.8,2.5,1.9,0.3,12.8%,6.8%,6.0%,.226,1.16,.255,67.4%,3.35,4.90
6,2018-04-27,Danny Duffy,KCR,25.2,117,8.8,4.6,1.9,1.4,21.4%,11.1%,10.3%,.250,1.52,.293,68.9%,4.76,4.79
7,2018-04-27,Francisco Liriano,DET,23.0,92,7.8,4.7,1.7,1.2,21.7%,13.0%,8.7%,.175,1.13,.193,82.6%,4.68,4.78
8,2018-04-27,Jakob Junis,KCR,32.1,127,7.0,1.9,3.6,2.2,19.7%,5.5%,14.2%,.179,0.87,.155,96.0%,5.76,4.69
9,2018-04-27,Mike Clevinger,CLE,31.2,125,6.3,2.6,2.4,0.3,17.6%,7.2%,10.4%,.233,1.14,.280,78.0%,3.03,4.45
10,2018-04-27,Ian Kennedy,KCR,26.0,115,7.6,2.8,2.8,1.4,19.1%,7.0%,12.2%,.271,1.42,.309,79.6%,4.39,4.30
11,2018-04-27,Trevor Bauer,CLE,33.2,143,9.4,3.5,2.7,0.5,24.5%,9.1%,15.4%,.191,1.10,.247,83.8%,3.37,4.26
12,2018-04-27,Kyle Gibson,MIN,27.0,115,10.0,4.7,2.1,0.3,26.1%,12.2%,13.9%,.200,1.26,.275,71.4%,3.09,4.07
13,2018-04-27,Michael Fulmer,DET,29.1,122,6.8,2.1,3.1,0.9,18.0%,5.7%,12.3%,.266,1.26,.307,77.6%,3.91,3.99
14,2018-04-27,Carlos Carrasco,CLE,35.0,130,7.2,1.5,4.7,0.8,21.5%,4.6%,16.9%,.194,0.86,.226,81.4%,3.19,3.63
15,2018-04-27,Corey Kluber,CLE,36.2,135,9.1,1.5,6.2,1.0,27.4%,4.4%,23.0%,.171,0.76,.204,89.3%,3.05,3.08
16,2018-04-27,Jose Berrios,MIN,31.2,120,10.2,0.9,12.0,0.9,30.0%,2.5%,27.5%,.181,0.76,.234,72.1%,2.50,2.62
0,2018-04-28,Lucas Giolito,CHW,25.2,123,3.9,7.4,0.5,0.7,8.9%,17.1%,-8.1%,.245,1.75,.259,56.3%,6.24,7.86
1,2018-04-28,James Shields,CHW,28.2,131,4.7,4.7,1.0,0.6,11.5%,11.5%,0.0%,.270,1.60,.296,63.3%,4.70,5.86
2,2018-04-28,Matthew Boyd,DET,23.0,92,5.5,2.7,2.0,1.2,15.2%,7.6%,7.6%,.191,1.00,.194,85.9%,4.68,5.79
3,2018-04-28,Reynaldo Lopez,CHW,30.1,127,7.4,4.5,1.7,0.9,19.7%,11.8%,7.9%,.200,1.22,.232,86.2%,4.48,5.37
4,2018-04-28,Jake Odorizzi,MIN,26.0,112,8.3,4.8,1.7,2.1,21.4%,12.5%,8.9%,.235,1.42,.250,83.9%,5.93,5.03
5,2018-04-28,Danny Duffy,KCR,31.2,142,8.0,4.0,2.0,1.4,19.7%,9.9%,9.9%,.250,1.45,.284,66.7%,4.77,4.91
6,2018-04-28,Jason Hammel,KCR,32.0,133,4.8,2.5,1.9,0.3,12.8%,6.8%,6.0%,.226,1.16,.255,67.4%,3.35,4.90
7,2018-04-28,Francisco Liriano,DET,23.0,92,7.8,4.7,1.7,1.2,21.7%,13.0%,8.7%,.175,1.13,.193,82.6%,4.68,4.78
8,2018-04-28,Jakob Junis,KCR,32.1,127,7.0,1.9,3.6,2.2,19.7%,5.5%,14.2%,.179,0.87,.155,96.0%,5.76,4.69
9,2018-04-28,Mike Fiers,DET,23.0,99,5.9,1.6,3.8,1.6,15.2%,4.0%,11.1%,.266,1.26,.280,69.7%,4.77,4.66
10,2018-04-28,Mike Clevinger,CLE,31.2,125,6.3,2.6,2.4,0.3,17.6%,7.2%,10.4%,.233,1.14,.280,78.0%,3.03,4.45
