,Date,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
0,2018-04-06,SEA,32.1,140,6.1,4.2,1.5,2.5,15.7%,10.7%,5.0%,.232,1.36,.213,73.3%,6.81,5.39
1,2018-04-06,CHC,31.2,142,6.5,5.4,1.2,0.3,16.2%,13.4%,2.8%,.244,1.52,.295,69.2%,4.30,5.30
2,2018-04-06,CHW,33.0,142,4.6,3.0,1.5,1.1,12.0%,7.8%,4.2%,.240,1.27,.250,62.5%,4.89,5.16
3,2018-04-06,CIN,27.2,118,6.5,4.2,1.5,1.6,17.0%,11.0%,5.9%,.211,1.27,.215,72.4%,5.58,5.14
4,2018-04-06,DET,34.0,134,5.6,1.9,3.0,0.5,15.7%,5.2%,10.4%,.254,1.15,.291,64.5%,3.40,5.06
5,2018-04-06,MIN,33.2,141,7.2,4.8,1.5,0.5,19.1%,12.8%,6.4%,.163,1.13,.192,79.5%,3.93,5.03
6,2018-04-06,SFG,32.2,131,5.0,2.8,1.8,0.0,13.7%,7.6%,6.1%,.250,1.22,.294,63.4%,3.07,4.79
7,2018-04-06,MIA,34.2,159,8.8,4.7,1.9,1.3,21.4%,11.3%,10.1%,.263,1.56,.316,74.5%,4.98,4.77
8,2018-04-06,ATL,28.0,129,10.0,5.1,1.9,2.3,24.0%,12.4%,11.6%,.270,1.64,.315,70.7%,6.13,4.64
9,2018-04-06,BAL,37.0,159,8.8,3.6,2.4,2.2,22.6%,9.4%,13.2%,.252,1.38,.276,78.7%,5.67,4.61
10,2018-04-06,STL,36.2,166,9.1,4.4,2.1,1.2,22.3%,10.8%,11.5%,.241,1.45,.291,77.5%,4.63,4.57
11,2018-04-06,OAK,45.2,185,5.3,1.6,3.4,1.0,14.6%,4.3%,10.3%,.250,1.14,.271,58.7%,3.99,4.52
12,2018-04-06,PIT,32.1,132,7.0,3.6,1.9,0.8,18.9%,9.8%,9.1%,.218,1.21,.253,71.8%,4.03,4.51
13,2018-04-06,COL,34.2,154,8.3,4.4,1.9,1.0,20.8%,11.0%,9.7%,.244,1.44,.293,75.4%,4.46,4.39
14,2018-04-06,MIL,34.2,160,8.3,2.9,2.9,2.1,20.0%,6.9%,13.1%,.301,1.59,.340,62.0%,5.53,4.38
15,2018-04-06,TBR,32.1,136,7.8,3.6,2.2,1.4,20.6%,9.6%,11.0%,.238,1.30,.270,75.0%,4.74,4.36
16,2018-04-06,CLE,34.0,141,8.2,2.4,3.4,2.1,22.0%,6.4%,15.6%,.252,1.24,.272,75.5%,5.28,4.36
17,2018-04-06,KCR,22.0,94,7.8,3.3,2.4,1.2,20.2%,8.5%,11.7%,.244,1.32,.281,72.6%,4.30,4.33
18,2018-04-06,SDP,36.2,163,6.6,4.2,1.6,0.2,16.6%,10.4%,6.1%,.288,1.61,.347,64.2%,3.43,4.30
19,2018-04-06,TEX,39.1,175,9.6,3.4,2.8,1.1,24.0%,8.6%,15.4%,.299,1.58,.382,77.6%,4.05,4.29
20,2018-04-06,LAA,38.0,158,8.5,3.8,2.3,1.7,22.8%,10.1%,12.7%,.200,1.16,.216,74.6%,5.08,4.21
21,2018-04-06,PHI,28.1,126,8.9,3.2,2.8,0.3,22.2%,7.9%,14.3%,.277,1.45,.361,68.8%,3.13,4.12
22,2018-04-06,TOR,39.2,167,9.1,3.6,2.5,1.8,23.9%,9.6%,14.4%,.245,1.31,.283,75.9%,5.28,4.11
23,2018-04-06,BOS,42.0,161,8.4,2.1,3.9,0.4,24.2%,6.2%,18.0%,.199,0.95,.255,96.8%,2.64,4.02
24,2018-04-06,WSN,40.0,175,10.6,2.5,4.3,1.4,26.9%,6.3%,20.6%,.264,1.35,.336,66.5%,3.66,3.65
25,2018-04-06,LAD,40.2,168,8.9,2.7,3.3,0.7,23.8%,7.1%,16.7%,.218,1.13,.274,88.5%,3.04,3.50
26,2018-04-06,HOU,41.0,167,10.5,3.1,3.4,1.1,28.7%,8.4%,20.4%,.205,1.10,.265,87.5%,3.58,3.40
27,2018-04-06,NYM,30.2,124,11.2,2.9,3.8,1.2,30.6%,8.1%,22.6%,.202,1.08,.264,76.6%,3.36,3.12
28,2018-04-06,ARI,41.2,169,11.4,2.8,4.1,1.5,31.4%,7.7%,23.7%,.218,1.13,.281,86.0%,3.74,3.06
29,2018-04-06,NYY,39.1,155,10.3,3.0,3.5,0.5,29.0%,8.4%,20.6%,.204,1.07,.284,81.6%,2.53,2.91
0,2018-04-07,CHC,36.2,168,5.9,4.9,1.2,0.7,14.3%,11.9%,2.4%,.264,1.58,.299,70.9%,4.88,5.39
1,2018-04-07,SEA,32.1,140,6.1,4.2,1.5,2.5,15.7%,10.7%,5.0%,.232,1.36,.213,73.3%,6.81,5.39
2,2018-04-07,CIN,32.2,142,6.3,4.4,1.4,1.4,16.2%,11.3%,4.9%,.224,1.35,.237,68.4%,5.30,5.24
3,2018-04-07,CHW,33.0,142,4.6,3.0,1.5,1.1,12.0%,7.8%,4.2%,.240,1.27,.250,62.5%,4.89,5.16
4,2018-04-07,DET,34.0,134,5.6,1.9,3.0,0.5,15.7%,5.2%,10.4%,.254,1.15,.291,64.5%,3.40,5.06
5,2018-04-07,MIN,33.2,141,7.2,4.8,1.5,0.5,19.1%,12.8%,6.4%,.163,1.13,.192,79.5%,3.93,5.03
6,2018-04-07,COL,39.1,181,7.8,5.3,1.5,1.1,18.8%,12.7%,6.1%,.256,1.60,.299,70.7%,4.99,4.98
7,2018-04-07,KCR,27.2,119,7.2,3.6,2.0,1.0,18.5%,9.2%,9.2%,.222,1.27,.253,68.2%,4.17,4.85
8,2018-04-07,SFG,32.2,131,5.0,2.8,1.8,0.0,13.7%,7.6%,6.1%,.250,1.22,.294,63.4%,3.07,4.79
9,2018-04-07,TEX,42.2,195,9.1,4.0,2.3,1.1,22.1%,9.7%,12.3%,.302,1.66,.379,72.1%,4.29,4.78
10,2018-04-07,MIA,34.2,159,8.8,4.7,1.9,1.3,21.4%,11.3%,10.1%,.263,1.56,.316,74.5%,4.98,4.77
11,2018-04-07,STL,36.2,166,9.1,4.4,2.1,1.2,22.3%,10.8%,11.5%,.241,1.45,.291,77.5%,4.63,4.57
12,2018-04-07,OAK,49.0,202,5.5,1.7,3.3,1.1,14.8%,4.5%,10.4%,.257,1.18,.277,56.2%,4.20,4.57
13,2018-04-07,PIT,37.2,158,6.9,3.3,2.1,0.7,18.4%,8.9%,9.5%,.250,1.33,.295,74.2%,3.77,4.53
14,2018-04-07,ATL,34.0,153,9.3,4.5,2.1,2.4,22.9%,11.1%,11.8%,.261,1.53,.289,72.5%,6.22,4.53
15,2018-04-07,BAL,42.0,180,8.4,3.4,2.4,1.9,21.7%,8.9%,12.8%,.253,1.36,.281,77.6%,5.38,4.48
16,2018-04-07,MIL,38.1,178,8.2,3.1,2.7,1.9,19.7%,7.3%,12.4%,.298,1.59,.339,63.2%,5.38,4.43
17,2018-04-07,SDP,41.2,185,6.7,4.3,1.6,0.2,16.8%,10.8%,5.9%,.279,1.58,.338,66.6%,3.43,4.38
18,2018-04-07,TBR,32.1,136,7.8,3.6,2.2,1.4,20.6%,9.6%,11.0%,.238,1.30,.270,75.0%,4.74,4.36
19,2018-04-07,LAA,39.2,170,8.2,3.6,2.3,2.3,21.2%,9.4%,11.8%,.230,1.29,.236,71.8%,5.98,4.33
20,2018-04-07,CLE,40.0,164,7.9,2.3,3.5,1.8,21.3%,6.1%,15.2%,.248,1.20,.273,74.1%,4.84,4.26
21,2018-04-07,PHI,28.1,126,8.9,3.2,2.8,0.3,22.2%,7.9%,14.3%,.277,1.45,.361,68.8%,3.13,4.12
22,2018-04-07,BOS,42.0,161,8.4,2.1,3.9,0.4,24.2%,6.2%,18.0%,.199,0.95,.255,96.8%,2.64,4.02
23,2018-04-07,TOR,45.2,191,9.3,3.4,2.8,1.8,24.6%,8.9%,15.7%,.241,1.27,.281,79.0%,5.04,4.00
24,2018-04-07,WSN,40.0,175,10.6,2.5,4.3,1.4,26.9%,6.3%,20.6%,.264,1.35,.336,66.5%,3.66,3.65
25,2018-04-07,LAD,40.2,168,8.9,2.7,3.3,0.7,23.8%,7.1%,16.7%,.218,1.13,.274,88.5%,3.04,3.50
26,2018-04-07,HOU,46.0,190,10.8,3.3,3.2,1.0,28.9%,8.9%,20.0%,.222,1.20,.297,84.0%,3.42,3.34
27,2018-04-07,NYY,43.1,172,10.0,2.7,3.7,1.0,27.9%,7.6%,20.3%,.209,1.06,.267,85.0%,3.41,3.17
28,2018-04-07,NYM,30.2,124,11.2,2.9,3.8,1.2,30.6%,8.1%,22.6%,.202,1.08,.264,76.6%,3.36,3.12
29,2018-04-07,ARI,41.2,169,11.4,2.8,4.1,1.5,31.4%,7.7%,23.7%,.218,1.13,.281,86.0%,3.74,3.06
0,2018-04-08,SEA,37.1,161,5.3,4.6,1.2,2.2,13.7%,11.8%,1.9%,.225,1.37,.207,72.9%,6.64,5.72
1,2018-04-08,CHW,38.2,169,4.9,3.3,1.5,0.9,12.4%,8.3%,4.1%,.233,1.27,.248,59.9%,4.89,5.51
2,2018-04-08,CIN,37.2,166,5.7,4.1,1.4,1.2,14.5%,10.2%,4.2%,.236,1.38,.252,65.2%,5.05,5.38
3,2018-04-08,TBR,34.0,151,7.4,4.8,1.6,1.6,18.5%,11.9%,6.6%,.258,1.53,.286,65.0%,5.48,5.13
4,2018-04-08,DET,39.1,158,5.7,2.3,2.5,0.5,15.8%,6.3%,9.5%,.259,1.22,.300,71.4%,3.39,5.04
5,2018-04-08,CHC,42.2,189,7.0,4.4,1.6,0.8,17.5%,11.1%,6.3%,.244,1.43,.283,72.4%,4.59,4.96
6,2018-04-08,SFG,37.2,152,5.0,3.3,1.5,0.0,13.8%,9.2%,4.6%,.248,1.27,.293,63.3%,3.24,4.95
7,2018-04-08,MIA,37.1,178,8.9,5.1,1.8,1.7,20.8%,11.8%,9.0%,.294,1.77,.349,68.1%,5.63,4.91
8,2018-04-08,COL,45.0,202,7.4,5.0,1.5,1.0,18.3%,12.4%,5.9%,.251,1.53,.293,71.9%,4.76,4.89
9,2018-04-08,SDP,47.1,209,6.1,4.9,1.2,0.2,15.3%,12.4%,2.9%,.268,1.58,.320,70.7%,3.73,4.71
10,2018-04-08,BAL,47.1,206,8.0,3.8,2.1,1.7,20.4%,9.7%,10.7%,.266,1.46,.301,73.6%,5.25,4.70
11,2018-04-08,LAA,41.2,182,8.0,4.5,1.8,2.2,20.3%,11.5%,8.8%,.233,1.39,.241,69.6%,6.16,4.67
12,2018-04-08,TEX,48.2,216,9.2,3.9,2.4,1.1,23.2%,9.7%,13.4%,.283,1.54,.356,73.7%,4.25,4.65
13,2018-04-08,STL,41.2,189,9.1,5.0,1.8,1.1,22.2%,12.2%,10.1%,.239,1.49,.293,77.6%,4.58,4.64
14,2018-04-08,MIN,38.1,161,8.0,4.2,1.9,0.7,21.1%,11.2%,9.9%,.182,1.15,.217,72.9%,3.81,4.52
15,2018-04-08,PIT,42.2,181,7.6,3.6,2.1,0.6,19.9%,9.4%,10.5%,.252,1.36,.306,74.8%,3.65,4.44
16,2018-04-08,OAK,54.2,224,5.9,1.8,3.3,1.2,16.1%,4.9%,11.2%,.251,1.17,.274,58.7%,4.22,4.43
17,2018-04-08,KCR,33.2,141,8.0,2.9,2.7,0.8,21.3%,7.8%,13.5%,.215,1.16,.258,71.8%,3.52,4.37
18,2018-04-08,ATL,39.0,176,9.5,4.4,2.2,2.3,23.3%,10.8%,12.5%,.271,1.56,.308,75.5%,6.01,4.37
19,2018-04-08,MIL,44.1,202,8.7,3.2,2.7,1.8,21.3%,7.9%,13.4%,.286,1.53,.331,67.3%,5.21,4.33
20,2018-04-08,TOR,50.1,215,8.9,3.9,2.3,1.6,23.3%,10.2%,13.0%,.249,1.37,.292,74.5%,5.05,4.20
21,2018-04-08,CLE,48.0,193,7.9,2.3,3.5,1.7,21.8%,6.2%,15.5%,.228,1.10,.248,77.3%,4.66,4.18
22,2018-04-08,PHI,34.1,149,8.9,2.9,3.1,0.3,22.8%,7.4%,15.4%,.261,1.34,.343,70.0%,2.87,4.03
23,2018-04-08,BOS,49.1,189,8.4,1.8,4.6,0.4,24.3%,5.3%,19.1%,.201,0.93,.260,90.3%,2.43,3.85
24,2018-04-08,WSN,45.1,199,10.5,2.8,3.8,1.2,26.6%,7.0%,19.6%,.266,1.39,.344,70.1%,3.54,3.67
25,2018-04-08,LAD,44.2,186,9.3,2.8,3.3,0.8,24.7%,7.5%,17.2%,.227,1.19,.287,86.5%,3.21,3.45
26,2018-04-08,NYY,49.1,197,9.5,2.7,3.5,0.9,26.4%,7.6%,18.8%,.204,1.05,.258,80.4%,3.34,3.26
27,2018-04-08,ARI,46.2,193,11.2,2.5,4.5,1.5,30.0%,6.7%,23.3%,.239,1.20,.307,80.4%,3.74,3.03
28,2018-04-08,HOU,53.0,216,11.2,2.9,3.9,0.8,30.6%,7.9%,22.7%,.218,1.13,.302,85.5%,2.97,3.02
29,2018-04-08,NYM,35.2,144,11.6,3.0,3.8,1.0,31.9%,8.3%,23.6%,.197,1.07,.268,77.2%,3.05,2.93
0,2018-04-09,SEA,37.1,161,5.3,4.6,1.2,2.2,13.7%,11.8%,1.9%,.225,1.37,.207,72.9%,6.64,5.72
1,2018-04-09,CHW,45.2,196,5.1,3.7,1.4,0.8,13.3%,9.7%,3.6%,.215,1.23,.232,63.2%,4.74,5.59
2,2018-04-09,CIN,42.1,189,5.5,3.8,1.4,1.5,13.8%,9.5%,4.2%,.259,1.46,.270,65.8%,5.43,5.39
3,2018-04-09,TBR,36.0,159,7.3,4.5,1.6,1.5,18.2%,11.3%,6.9%,.257,1.50,.286,64.4%,5.30,5.11
4,2018-04-09,MIA,41.1,197,8.5,5.2,1.6,1.5,19.8%,12.2%,7.6%,.302,1.81,.358,67.9%,5.51,5.06
5,2018-04-09,SFG,43.2,175,4.5,3.5,1.3,0.0,12.6%,9.7%,2.9%,.242,1.26,.281,66.1%,3.39,5.02
6,2018-04-09,DET,45.1,180,6.2,2.2,2.8,0.4,17.2%,6.1%,11.1%,.245,1.15,.291,74.2%,3.23,4.88
7,2018-04-09,COL,51.0,228,7.4,4.8,1.6,1.2,18.4%,11.8%,6.6%,.256,1.53,.293,74.1%,5.00,4.87
8,2018-04-09,BAL,48.0,215,8.1,3.9,2.0,1.7,20.0%,9.8%,10.2%,.281,1.56,.321,68.3%,5.24,4.77
9,2018-04-09,CHC,48.2,211,7.2,4.3,1.7,0.7,18.5%,10.9%,7.6%,.234,1.36,.277,74.5%,4.29,4.72
10,2018-04-09,TEX,54.0,242,9.2,3.8,2.4,1.3,22.7%,9.5%,13.2%,.288,1.57,.355,70.7%,4.55,4.64
11,2018-04-09,OAK,58.0,244,6.1,2.3,2.6,1.2,16.0%,6.2%,9.8%,.257,1.26,.279,58.6%,4.54,4.60
12,2018-04-09,MIL,50.1,225,8.0,3.2,2.5,1.8,20.0%,8.0%,12.0%,.277,1.47,.313,69.2%,5.33,4.55
13,2018-04-09,MIN,38.1,161,8.0,4.2,1.9,0.7,21.1%,11.2%,9.9%,.182,1.15,.217,72.9%,3.81,4.52
14,2018-04-09,SDP,53.1,233,6.6,4.4,1.5,0.5,16.7%,11.2%,5.6%,.266,1.52,.315,70.3%,3.89,4.46
