,Unnamed: 0,Away Team,Away Pitcher,Away pHand,Home Team,Home Pitcher,Home pHand,Westgate Home Line,Westgate Away Line,Home Symbol,Away Symbol,xFIP_x,xFIP_y,Team xFIP_x,Team xFIP_y,BsR_Sc_Season_x,BsR_Al_Season_x,BsR_Sc_Season_y,BsR_Al_Season_y,Exp_Win_%_Home,Exp_Win_%_Away,xFIP_adj_Home,xFIP_adj_Away,Exp_Win_%_Home_PitchAdj,Exp_Win_%_Away_PitchAdj,Exp_Win_%_Home_Driver,Exp_Win_%_Away_Driver,Model_Win_%_Home,Model_Win_%_Away,Implied Win % Home,Implied Win % Away,EDGE % Home,EDGE % Away
0,0,Kansas City,B. Keller,R,Detroit,S. Turnbull,R,-125.0,115.0,DET,KCR,4.97,5.53,4.44,4.68,101.2109159920807,120.15063459233531,139.61367343646373,141.0351547351276,0.422158806336437,0.4953656344409394,1.0716216216216214,1.108974358974359,0.40538170996832085,0.4695443543444056,0.5003991361369462,0.4937340692166755,0.5033325334601353,0.49666746653986465,0.5555555555555556,0.46511627906976744,-0.05222302209542029,0.03155118747009722
1,1,Tampa Bay,R. Stanek,R,Baltimore,J. Means,L,,,BAL,TBR,,,5.45,3.57,114.19010841408421,176.95114113819074,140.3125178296343,94.47530481807442,0.3096926817173636,0.6734491306723273,,,,,,,,,,,,
2,2,Seattle,E. Swanson,R,Cleveland,C. Anderson,R,-140.0,130.0,CLE,SEA,,,3.66,4.22,100.15078458089755,100.7294236459192,142.67721813611394,156.97674521289906,0.4973643431100216,0.4564137990520506,,,,,,,,,0.5833333333333334,0.43478260869565216,,
3,3,Atlanta,J. Teheran,R,Miami,P. Lopez,R,105.0,-115.0,MIA,ATL,3.95,4.45,4.65,4.28,70.46153846153845,127.57369384701435,146.24145943053483,124.84644612223522,0.25230853258090213,0.5718637802624736,0.9096774193548387,1.0238317757009348,0.2705818511541257,0.5660878465041911,0.34927570589008883,0.6224688431306651,0.36340343137971187,0.6365965686202881,0.4878048780487805,0.5348837209302325,-0.1244014466690686,0.10171284769005562
4,4,Oakland,F. Montas,R,Pittsburgh,J. Lyles,R,105.0,-115.0,PIT,OAK,3.91,3.94,4.3,4.74,93.89994608822505,104.30802164515774,116.75741863682222,137.58552713366447,0.4520560621499813,0.4254622542128835,0.9455813953488372,0.8987341772151898,0.4659499173158355,0.4517452622797404,0.5483584548443109,0.45287983476225374,0.5477393100410286,0.4522606899589714,0.4878048780487805,0.5348837209302325,0.05993443199224813,-0.08262303097126111
5,5,Washington,A. Sanchez,R,Philadelphia,Z. Eflin,R,-160.0,150.0,PHI,,5.0,5.48,4.41,,130.68263326886606,143.76017971166428,,,0.4564764804587021,,1.0802721088435374,,0.4373931154434523,,,,,,0.6153846153846154,0.4,,
6,5,Washington,A. Sanchez,R,Philadelphia,Z. Eflin,R,-160.0,150.0,PHI,,5.0,5.31,4.41,,130.68263326886606,143.76017971166428,,,0.4564764804587021,,1.0802721088435374,,0.4373931154434523,,,,,,0.6153846153846154,0.4,,
7,6,Boston,R. Porcello,R,Chi White Sox,D. Covey,R,,,CHW,BOS,,4.69,4.86,3.63,126.5673186666142,168.58592862556372,125.06610591645911,113.01947926245938,0.37177527065919486,0.5462044357217835,,1.175206611570248,,0.5059753556629448,,,,,,,,
8,7,NY Mets,J. Vargas,L,Milwaukee,Z. Davies,R,-145.0,135.0,MIL,NYM,5.04,,4.8,4.35,139.33528870485395,161.37667698658413,125.05834237298075,139.82701115704418,0.43321393102514494,0.44910810831008946,1.03,,0.42597089987009346,,,,,,0.5918367346938775,0.425531914893617,,
9,8,Toronto,C. Buchholz,R,Texas,D. Smyly,L,-130.0,120.0,TEX,TOR,,5.13,5.11,4.76,126.60195395627781,132.98328444333296,103.03329992901581,106.0775706058159,0.47751738142725214,0.486681488620862,,1.046638655462185,,0.4753025157789135,,,,,0.5652173913043478,0.45454545454545453,,
10,9,Arizona,Z. Greinke,R,Colorado,G. Marquez,R,-135.0,125.0,COL,ARI,3.12,3.3,4.32,3.86,136.73610775279187,145.9550472392694,138.66921430181026,102.24859932824386,0.47018544433163734,0.6358906020438401,0.8333333333333333,0.9129533678756477,0.5157252335774359,0.6567045214072316,0.4750674826321811,0.5153128851651791,0.479877298733501,0.5201227012664991,0.574468085106383,0.4444444444444444,-0.09459078637288204,0.07567825682205465
11,10,Houston,J. Verlander,R,LA Angels,M. Harvey,R,200.0,-220.0,LAA,HOU,4.4,3.43,4.78,4.17,131.556374902706,139.1651087096277,157.4328249818446,95.07880498793223,0.47429946071444307,0.7156236365253605,0.9523012552301255,0.8935251798561151,0.4864985359740428,0.7379685281411473,0.42909967466673987,0.5544706475061104,0.4373145135803147,0.5626854864196853,0.3333333333333333,0.6875,0.10398118024698139,-0.1248145135803147
12,11,Minnesota,M. Pineda,R,NY Yankees,D. German,R,-135.0,125.0,NYY,MIN,3.87,5.17,4.3,4.67,132.306692509406,112.49685592082203,140.3568086102012,125.78511315432384,0.5736652515888908,0.5499803863155741,0.94,1.0642398286937902,0.5887248841099124,0.5345276293188054,0.566055154328444,0.4378048685350293,0.5641251428967073,0.43587485710329266,0.574468085106383,0.4444444444444444,-0.010342942209675687,-0.008569587341151763
13,12,LA Dodgers,K. Maeda,R,San Diego,N. Margevicius,L,125.0,-135.0,SDP,LAD,4.55,4.94,4.28,3.92,109.26884441983707,111.49175096918272,135.0517604286261,110.7159104937158,0.49078731404140596,0.5899125134022059,1.0378504672897195,1.1561224489795918,0.4815067821216183,0.5544166198522298,0.5019939927030203,0.4923754876974273,0.5048092525027965,0.4951907474972035,0.4444444444444444,0.574468085106383,0.06036480805835209,-0.07927733760917954
14,13,San Francisco,J. Samardzija,R,Cincinnati,L. Castillo,R,-180.0,165.0,CIN,SFG,3.31,4.43,3.78,4.23,113.65271379931906,99.82580162768372,91.69365490849613,117.72311456431008,0.559070100508214,0.38763023192754703,0.9253968253968254,1.028368794326241,0.578086110308612,0.38101123165627465,0.6509589504796671,0.3654794125543577,0.6427397689626547,0.3572602310373453,0.6428571428571429,0.37735849056603776,-0.00011737389448818192,-0.020098259528692486
15,14,St. Louis,A. Wainwright,R,Chi Cubs,J. Quintana,L,,,CHC,STL,3.16,4.35,3.52,4.31,128.51370167617878,90.61578322456332,139.50476375656234,128.95184668011763,0.6546212156227499,0.5359247999134328,0.9386363636363637,1.005568445475638,0.6687954648162774,0.5345434447982603,0.6002457796639783,0.4086795210269816,0.5957831293184983,0.40421687068150164,,,,
