,Date,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
21,2018-05-22,PIT,9.0,40,8.0,2.0,4.0,2.0,20.0%,5.0%,15.0%,.270,1.33,.286,54.4%,4.94,3.33
22,2018-05-22,BOS,11.1,43,10.3,1.6,6.5,0.8,30.2%,4.7%,25.6%,.171,0.79,.222,92.1%,2.54,3.29
23,2018-05-22,MIN,12.0,47,11.3,1.5,7.5,1.5,31.9%,4.3%,27.7%,.273,1.17,.357,89.3%,3.33,2.95
24,2018-05-22,SFG,11.2,49,12.3,3.9,3.2,0.8,32.6%,10.2%,22.4%,.227,1.29,.333,88.2%,2.82,2.69
25,2018-05-22,SEA,8.2,27,9.3,0.0,9.0,0.0,33.3%,0.0%,33.3%,.148,0.46,.222,100.0%,1.08,2.61
26,2018-05-22,MIL,15.0,55,12.6,3.6,3.5,0.6,38.2%,10.9%,27.3%,.143,0.87,.222,77.6%,2.43,2.44
27,2018-05-22,NYM,13.0,46,11.8,2.1,5.7,0.0,37.0%,6.5%,30.4%,.116,0.62,.192,100.0%,1.24,2.38
28,2018-05-22,CHW,14.0,50,11.6,0.6,18.0,0.6,36.0%,2.0%,34.0%,.163,0.64,.233,65.8%,1.73,1.98
29,2018-05-22,CHC,13.0,50,15.2,4.8,3.1,0.0,44.0%,14.0%,30.0%,.116,0.92,.238,91.7%,1.39,1.77
0,2018-05-23,MIA,10.2,56,2.5,7.6,0.3,1.7,5.4%,16.1%,-10.7%,.348,2.34,.333,54.0%,7.57,7.30
1,2018-05-23,TOR,10.2,51,6.8,5.1,1.3,1.7,15.7%,11.8%,3.9%,.238,1.50,.229,37.9%,5.79,7.06
2,2018-05-23,SDP,11.1,55,4.8,4.8,1.0,1.6,10.9%,10.9%,0.0%,.298,1.76,.300,82.4%,6.25,6.43
3,2018-05-23,CLE,5.1,24,8.4,1.7,5.0,5.1,20.8%,4.2%,16.7%,.304,1.50,.267,100.0%,9.16,6.18
4,2018-05-23,TBR,21.0,85,5.1,4.3,1.2,1.3,14.1%,11.8%,2.4%,.200,1.14,.190,78.0%,5.59,5.93
5,2018-05-23,CIN,16.0,75,6.2,6.8,0.9,1.1,14.7%,16.0%,-1.3%,.283,1.81,.300,76.3%,5.66,5.89
6,2018-05-23,STL,8.0,38,7.9,9.0,0.9,0.0,18.4%,21.1%,-2.6%,.200,1.75,.261,71.4%,4.41,5.65
7,2018-05-23,BAL,11.0,52,9.8,7.4,1.3,0.0,23.1%,17.3%,5.8%,.262,1.82,.355,75.0%,3.43,5.24
8,2018-05-23,COL,12.0,56,9.8,3.0,3.3,3.8,23.2%,7.1%,16.1%,.365,1.92,.412,75.0%,7.41,4.75
9,2018-05-23,DET,12.0,58,8.3,4.5,1.8,0.8,19.0%,10.3%,8.6%,.327,1.83,.375,48.5%,3.91,4.62
10,2018-05-23,HOU,9.0,33,7.0,3.0,2.3,1.0,21.2%,9.1%,12.1%,.200,1.00,.227,92.1%,4.05,4.44
11,2018-05-23,OAK,9.0,40,13.0,8.0,1.6,1.0,32.5%,20.0%,12.5%,.156,1.44,.222,86.2%,4.38,4.41
12,2018-05-23,LAD,22.0,86,9.0,3.7,2.4,0.0,25.6%,10.5%,15.1%,.133,0.86,.189,71.4%,2.66,4.24
13,2018-05-23,NYY,12.1,46,10.9,5.1,2.1,0.7,32.6%,15.2%,17.4%,.132,0.97,.174,100.0%,3.49,4.17
14,2018-05-23,ARI,10.2,45,6.8,0.0,8.0,2.5,17.8%,0.0%,17.8%,.326,1.31,.324,81.6%,5.32,4.14
15,2018-05-23,TEX,12.0,50,8.3,3.0,2.8,2.3,22.0%,8.0%,14.0%,.244,1.25,.250,74.1%,5.58,4.12
16,2018-05-23,ATL,12.1,51,8.0,2.9,2.8,2.2,21.6%,7.8%,13.7%,.234,1.22,.242,92.6%,5.51,3.96
17,2018-05-23,WSN,12.0,49,9.7,3.0,3.3,1.5,26.5%,8.2%,18.4%,.273,1.33,.333,60.6%,4.16,3.78
18,2018-05-23,CHC,16.1,69,10.5,5.0,2.1,0.0,27.5%,13.0%,14.5%,.200,1.29,.293,66.7%,2.49,3.60
19,2018-05-23,KCR,13.1,55,8.8,1.4,6.5,4.0,23.6%,3.6%,20.0%,.302,1.35,.294,100.0%,7.51,3.52
20,2018-05-23,NYM,14.0,53,10.3,3.2,3.2,0.6,30.2%,9.4%,20.8%,.146,0.86,.194,94.3%,2.88,3.24
21,2018-05-23,BOS,7.2,30,10.6,1.2,9.0,0.0,30.0%,3.3%,26.7%,.207,0.91,.300,100.0%,1.20,3.14
22,2018-05-23,LAA,7.1,28,11.0,4.9,2.3,0.0,32.1%,14.3%,17.9%,.125,0.95,.200,85.7%,2.34,3.02
23,2018-05-23,PHI,13.0,50,8.3,0.0,12.0,0.7,24.0%,0.0%,24.0%,.240,0.92,.297,75.5%,2.31,2.97
24,2018-05-23,SFG,12.2,55,12.8,5.0,2.6,0.0,32.7%,12.7%,20.0%,.255,1.50,.400,63.2%,1.98,2.89
25,2018-05-23,MIL,15.2,55,12.1,5.2,2.3,0.0,38.2%,16.4%,21.8%,.109,0.89,.200,85.7%,2.20,2.84
26,2018-05-23,PIT,8.0,37,9.0,0.0,8.0,2.3,21.6%,0.0%,21.6%,.324,1.38,.346,43.5%,4.79,2.57
27,2018-05-23,SEA,9.0,29,11.0,0.0,11.0,0.0,37.9%,0.0%,37.9%,.138,0.44,.222,100.0%,0.72,2.00
28,2018-05-23,MIN,10.2,38,12.7,0.8,15.0,0.8,39.5%,2.6%,36.8%,.189,0.75,.286,100.0%,1.85,1.87
29,2018-05-23,CHW,9.0,32,16.0,2.0,8.0,0.0,50.0%,6.3%,43.8%,.100,0.56,.214,100.0%,0.27,1.19
0,2018-05-24,TOR,11.0,55,6.5,5.7,1.1,0.8,14.5%,12.7%,1.8%,.289,1.82,.308,48.4%,4.80,6.92
1,2018-05-24,TBR,16.0,70,6.8,6.8,1.0,1.1,17.1%,17.1%,0.0%,.173,1.31,.167,69.3%,5.91,6.66
2,2018-05-24,CIN,13.0,59,4.2,6.9,0.6,0.7,10.2%,17.0%,-6.8%,.229,1.62,.238,86.7%,5.55,6.58
3,2018-05-24,STL,6.2,34,8.1,9.5,0.9,0.0,17.6%,20.6%,-2.9%,.269,2.10,.333,64.3%,4.51,6.00
4,2018-05-24,MIA,11.2,56,3.1,5.4,0.6,0.0,7.1%,12.5%,-5.4%,.292,1.80,.311,57.1%,4.28,5.83
5,2018-05-24,SDP,12.0,57,6.0,4.5,1.3,1.5,14.0%,10.5%,3.5%,.306,1.75,.325,83.3%,5.74,5.64
6,2018-05-24,COL,9.1,38,4.8,2.9,1.7,3.9,13.2%,7.9%,5.3%,.314,1.50,.269,83.3%,8.63,5.53
7,2018-05-24,CLE,6.1,25,7.1,1.4,5.0,1.4,20.0%,4.0%,16.0%,.208,0.95,.222,100.0%,4.11,4.92
8,2018-05-24,BAL,13.1,63,11.5,6.8,1.7,1.4,27.0%,15.9%,11.1%,.269,1.80,.353,75.5%,4.81,4.60
9,2018-05-24,ATL,13.1,58,8.1,3.4,2.4,2.0,20.7%,8.6%,12.1%,.264,1.43,.289,81.1%,5.41,4.59
10,2018-05-24,DET,12.1,54,8.0,3.6,2.2,0.7,20.4%,9.3%,11.1%,.277,1.46,.324,54.2%,3.65,4.47
11,2018-05-24,PIT,11.0,52,9.0,3.3,2.8,0.0,21.1%,7.7%,13.5%,.273,1.45,.343,55.6%,2.80,4.30
12,2018-05-24,SFG,12.0,53,9.8,4.5,2.2,0.0,24.5%,11.3%,13.2%,.261,1.50,.353,61.1%,2.49,4.15
13,2018-05-24,NYM,11.0,47,9.0,4.9,1.8,0.8,23.4%,12.8%,10.6%,.244,1.45,.310,82.2%,3.98,4.00
14,2018-05-24,NYY,13.0,55,13.2,5.5,2.4,0.7,34.5%,14.5%,20.0%,.196,1.31,.296,70.5%,3.08,3.74
15,2018-05-24,OAK,7.0,33,15.4,9.0,1.7,1.3,36.4%,21.2%,15.2%,.231,1.86,.385,86.2%,4.59,3.68
16,2018-05-24,LAA,8.1,31,10.8,4.3,2.5,0.0,32.3%,12.9%,19.4%,.148,0.96,.235,87.5%,2.20,3.59
17,2018-05-24,TEX,13.1,54,10.8,1.4,8.0,2.0,29.6%,3.7%,25.9%,.240,1.05,.281,64.8%,4.36,3.42
18,2018-05-24,CHC,11.1,49,11.1,3.2,3.5,0.0,28.6%,8.2%,20.4%,.244,1.32,.355,60.0%,1.75,3.21
19,2018-05-24,HOU,8.0,32,9.0,1.1,8.0,0.0,25.0%,3.1%,21.9%,.258,1.13,.348,88.9%,1.54,3.19
20,2018-05-24,WSN,11.1,42,10.3,2.4,4.3,0.8,30.9%,7.1%,23.8%,.205,0.97,.280,72.9%,2.81,3.12
21,2018-05-24,KCR,13.1,52,10.1,2.0,5.0,2.0,28.8%,5.8%,23.1%,.204,0.97,.226,90.9%,4.51,2.95
22,2018-05-24,ARI,12.1,47,8.8,1.5,6.0,2.2,25.5%,4.3%,21.3%,.250,1.05,.267,100.0%,4.86,2.91
23,2018-05-24,LAD,12.1,47,11.7,3.6,3.2,0.0,34.0%,10.6%,23.4%,.143,0.89,.231,81.8%,1.78,2.85
24,2018-05-24,MIL,14.0,48,11.6,4.5,2.6,0.0,37.5%,14.6%,22.9%,.073,0.71,.130,80.0%,2.09,2.80
25,2018-05-24,PHI,11.0,42,9.0,0.8,11.0,0.0,26.2%,2.4%,23.8%,.220,0.91,.300,80.0%,1.43,2.79
26,2018-05-24,BOS,7.2,30,10.6,1.2,9.0,0.0,30.0%,3.3%,26.7%,.207,0.91,.300,100.0%,1.20,2.50
27,2018-05-24,MIN,9.2,37,13.0,0.9,14.0,0.0,37.8%,2.7%,35.1%,.222,0.93,.364,88.9%,0.57,1.77
28,2018-05-24,CHW,8.0,28,13.5,2.3,6.0,0.0,42.9%,7.1%,35.7%,.077,0.50,.143,100.0%,0.91,1.53
29,2018-05-24,SEA,11.0,35,12.3,0.0,15.0,0.0,42.9%,0.0%,42.9%,.143,0.45,.250,100.0%,0.43,1.48
0,2018-05-25,STL,5.1,28,8.4,8.4,1.0,0.0,17.9%,17.9%,0.0%,.318,2.25,.389,58.3%,4.10,5.96
1,2018-05-25,SFG,7.1,33,4.9,4.9,1.0,0.0,12.1%,12.1%,0.0%,.250,1.50,.280,45.5%,3.71,5.51
2,2018-05-25,CIN,13.0,55,6.9,4.2,1.7,1.4,18.2%,10.9%,7.3%,.224,1.31,.243,91.5%,5.01,5.17
3,2018-05-25,TOR,10.2,50,8.4,5.1,1.7,0.8,20.0%,12.0%,8.0%,.302,1.78,.364,51.1%,4.19,5.14
4,2018-05-25,TBR,12.1,52,8.0,4.4,1.8,1.5,21.1%,11.5%,9.6%,.205,1.22,.219,68.2%,5.19,5.09
5,2018-05-25,MIA,8.1,34,2.2,2.2,1.0,0.0,5.9%,5.9%,0.0%,.219,1.08,.233,88.9%,3.40,4.79
6,2018-05-25,NYM,12.0,50,6.8,4.5,1.5,0.8,18.0%,12.0%,6.0%,.250,1.42,.294,83.3%,4.24,4.68
7,2018-05-25,CHC,8.1,39,8.6,4.3,2.0,0.0,20.5%,10.3%,10.3%,.286,1.68,.370,57.1%,2.68,4.66
8,2018-05-25,PIT,10.2,47,9.3,4.2,2.2,0.0,23.4%,10.6%,12.8%,.211,1.22,.276,73.3%,3.07,4.62
9,2018-05-25,DET,10.1,43,8.7,4.4,2.0,0.0,23.3%,11.6%,11.6%,.222,1.26,.286,53.8%,2.68,4.28
10,2018-05-25,BAL,10.0,46,11.7,6.3,1.9,1.8,28.3%,15.2%,13.0%,.263,1.70,.333,63.4%,5.26,4.15
11,2018-05-25,COL,6.2,22,5.4,1.4,4.0,2.7,18.2%,4.5%,13.6%,.190,0.75,.133,90.9%,6.31,4.15
12,2018-05-25,ATL,9.1,38,7.7,1.9,4.0,1.0,21.1%,5.3%,15.8%,.250,1.18,.296,72.9%,3.48,4.04
13,2018-05-25,NYY,12.0,52,12.7,6.0,2.1,0.8,32.7%,15.4%,17.3%,.209,1.42,.308,70.5%,3.41,3.98
14,2018-05-25,TEX,13.0,57,9.7,2.1,4.7,2.1,24.6%,5.3%,19.3%,.255,1.23,.286,58.0%,5.16,3.94
15,2018-05-25,SDP,8.2,39,7.3,3.1,2.3,2.1,17.9%,7.7%,10.3%,.333,1.73,.370,82.0%,5.58,3.92
16,2018-05-25,LAA,8.2,31,9.3,3.1,3.0,0.0,29.0%,9.7%,19.4%,.143,0.81,.210,85.7%,2.12,3.46
17,2018-05-25,CLE,9.2,39,9.3,0.9,10.0,1.9,25.6%,2.6%,23.1%,.237,1.03,.269,83.3%,4.09,3.45
18,2018-05-25,LAD,9.1,35,9.6,2.9,3.3,0.0,28.6%,8.6%,20.0%,.156,0.86,.227,75.0%,1.98,3.40
19,2018-05-25,BOS,8.2,33,9.3,3.1,3.0,0.0,27.3%,9.1%,18.2%,.200,1.04,.286,100.0%,2.12,3.27
20,2018-05-25,MIL,15.1,56,9.4,3.5,2.7,0.0,28.6%,10.7%,17.9%,.160,0.91,.235,92.9%,2.25,3.22
21,2018-05-25,HOU,9.0,35,9.0,1.0,9.0,0.0,25.7%,2.9%,22.9%,.235,1.00,.320,100.0%,1.49,3.15
22,2018-05-25,PHI,9.0,33,9.0,1.0,9.0,0.0,27.3%,3.0%,24.2%,.188,0.78,.261,85.7%,1.49,2.96
23,2018-05-25,ARI,9.1,32,9.6,1.9,5.0,1.0,31.3%,6.3%,25.0%,.172,0.75,.210,100.0%,3.05,2.72
24,2018-05-25,CHW,14.2,58,11.0,3.7,3.0,0.0,31.0%,10.3%,20.7%,.154,0.95,.235,85.7%,1.93,2.61
25,2018-05-25,OAK,12.0,48,12.0,3.8,3.2,0.0,33.3%,10.4%,22.9%,.256,1.33,.407,87.5%,1.74,2.57
26,2018-05-25,MIN,6.1,25,9.9,1.4,7.0,0.0,28.0%,4.0%,24.0%,.250,1.11,.353,85.7%,1.42,2.47
27,2018-05-25,WSN,9.0,31,11.0,1.0,11.0,0.0,35.5%,3.2%,32.3%,.200,0.78,.316,100.0%,1.05,2.33
28,2018-05-25,KCR,10.2,38,12.7,1.7,7.5,0.8,39.5%,5.3%,34.2%,.139,0.66,.200,89.3%,2.13,1.69
29,2018-05-25,SEA,7.1,23,13.5,0.0,11.0,0.0,47.8%,0.0%,47.8%,.087,0.27,.167,100.0%,0.16,1.06
0,2018-05-26,SFG,9.1,44,4.8,6.8,0.7,0.0,11.4%,15.9%,-4.5%,.286,1.82,.313,47.1%,4.34,5.93
1,2018-05-26,STL,8.0,45,7.9,6.8,1.2,0.0,15.6%,13.3%,2.2%,.405,2.63,.469,52.4%,3.66,5.93
2,2018-05-26,TOR,13.2,66,9.2,5.9,1.6,0.7,21.2%,13.6%,7.6%,.304,1.90,.381,56.9%,4.04,5.38
3,2018-05-26,CIN,15.2,63,6.3,4.0,1.6,1.1,17.5%,11.1%,6.3%,.196,1.15,.209,92.1%,4.76,5.21
4,2018-05-26,MIA,8.1,37,4.3,5.4,0.8,0.0,10.8%,13.5%,-2.7%,.250,1.56,.286,61.5%,4.00,5.19
5,2018-05-26,BAL,8.1,41,9.7,6.5,1.5,2.2,21.9%,14.6%,7.3%,.324,2.04,.375,63.4%,6.28,5.14
6,2018-05-26,CLE,12.1,60,7.3,2.2,3.3,2.2,16.7%,5.0%,11.7%,.333,1.70,.357,42.5%,5.92,4.63
7,2018-05-26,PIT,12.2,55,8.5,3.6,2.4,0.7,21.8%,9.1%,12.7%,.217,1.18,.257,76.9%,3.95,4.49
8,2018-05-26,NYM,11.2,49,7.7,4.6,1.7,0.8,20.4%,12.2%,8.2%,.256,1.46,.313,76.9%,4.10,4.41
9,2018-05-26,ATL,9.1,38,6.8,1.0,7.0,1.9,18.4%,2.6%,15.8%,.270,1.18,.286,73.2%,4.77,4.28
10,2018-05-26,TBR,20.2,82,8.3,2.6,3.2,1.3,23.2%,7.3%,15.8%,.216,1.06,.245,79.8%,4.23,4.18
11,2018-05-26,CHC,10.1,48,10.5,4.4,2.4,0.0,25.0%,10.4%,14.6%,.279,1.65,.387,58.8%,2.29,3.89
12,2018-05-26,LAA,10.1,38,8.7,3.5,2.5,0.9,26.3%,10.5%,15.8%,.147,0.87,.174,92.1%,3.64,3.83
13,2018-05-26,NYY,11.0,48,12.3,6.5,1.9,0.0,31.3%,16.7%,14.6%,.231,1.55,.360,70.6%,2.62,3.82
14,2018-05-26,COL,7.2,26,5.9,0.0,5.0,2.3,19.2%,0.0%,19.2%,.192,0.65,.158,90.9%,5.25,3.80
15,2018-05-26,MIL,16.1,63,9.4,5.0,1.9,0.0,27.0%,14.3%,12.7%,.185,1.16,.270,89.5%,2.73,3.74
16,2018-05-26,TEX,12.1,54,10.2,2.2,4.7,1.5,25.9%,5.6%,20.4%,.245,1.22,.303,77.5%,4.22,3.71
17,2018-05-26,SDP,6.2,24,8.1,1.4,6.0,0.0,25.0%,4.2%,20.8%,.217,0.90,.294,83.3%,1.81,3.55
18,2018-05-26,OAK,17.1,70,9.9,4.2,2.4,0.0,27.1%,11.4%,15.7%,.242,1.33,.349,87.0%,2.35,3.50
19,2018-05-26,KCR,12.0,47,9.8,3.8,2.6,0.0,27.7%,10.6%,17.0%,.167,1.00,.241,75.0%,2.24,3.21
20,2018-05-26,HOU,12.0,47,9.8,1.5,6.5,0.0,27.7%,4.3%,23.4%,.222,1.00,.313,100.0%,1.49,3.15
21,2018-05-26,BOS,12.0,45,10.5,3.0,3.5,0.0,31.1%,8.9%,22.2%,.171,0.92,.259,100.0%,1.83,3.07
22,2018-05-26,CHW,12.2,55,9.9,3.6,2.8,0.0,25.4%,9.1%,16.4%,.240,1.34,.333,70.6%,2.13,3.05
23,2018-05-26,ARI,9.1,33,10.6,2.9,3.7,1.0,33.3%,9.1%,24.2%,.172,0.86,.222,100.0%,3.16,2.83
24,2018-05-26,WSN,10.0,37,11.7,2.7,4.3,0.0,35.1%,8.1%,27.0%,.206,1.00,.333,90.0%,1.46,2.78
25,2018-05-26,DET,10.2,41,9.3,0.8,11.0,0.0,26.8%,2.4%,24.4%,.225,0.94,.310,60.0%,1.38,2.77
26,2018-05-26,PHI,11.1,40,8.7,0.8,11.0,0.0,27.5%,2.5%,25.0%,.179,0.71,.250,87.5%,1.48,2.36
27,2018-05-26,SEA,9.1,30,11.6,0.0,12.0,0.0,40.0%,0.0%,40.0%,.100,0.32,.167,100.0%,0.59,2.01
28,2018-05-26,LAD,9.2,33,13.0,0.9,14.0,0.0,42.4%,3.0%,39.4%,.125,0.52,.222,80.0%,0.57,1.77
29,2018-05-26,MIN,6.1,25,12.8,1.4,9.0,0.0,36.0%,4.0%,32.0%,.250,1.11,.400,85.7%,0.79,1.31
0,2018-05-27,TOR,12.2,64,9.2,6.4,1.4,1.4,20.3%,14.1%,6.3%,.315,2.05,.385,62.0%,5.53,5.56
1,2018-05-27,SFG,9.1,37,1.9,2.9,0.7,0.0,5.4%,8.1%,-2.7%,.212,1.07,.219,60.0%,3.70,5.47
2,2018-05-27,ATL,11.0,49,4.9,2.5,2.0,2.5,12.2%,6.1%,6.1%,.244,1.27,.222,46.3%,6.71,5.41
3,2018-05-27,NYM,13.2,70,7.9,6.6,1.2,0.7,17.1%,14.3%,2.9%,.367,2.34,.447,55.6%,4.55,5.41
4,2018-05-27,MIA,7.2,40,7.0,7.0,1.0,1.2,15.0%,15.0%,0.0%,.324,2.22,.370,57.7%,5.64,5.02
5,2018-05-27,BAL,9.2,42,9.3,6.5,1.4,1.9,23.8%,16.7%,7.1%,.200,1.45,.217,80.4%,5.95,4.80
6,2018-05-27,PIT,15.2,66,8.0,3.4,2.3,0.6,21.2%,9.1%,12.1%,.224,1.21,.273,86.0%,3.54,4.61
7,2018-05-27,LAA,11.1,44,7.9,4.0,2.0,0.8,22.7%,11.4%,11.4%,.154,0.97,.179,93.8%,3.87,4.47
8,2018-05-27,ARI,8.2,35,8.3,4.2,2.0,3.1,22.9%,11.4%,11.4%,.226,1.27,.200,100.0%,7.20,4.41
9,2018-05-27,CIN,16.2,64,6.5,2.7,2.4,0.5,18.8%,7.8%,10.9%,.220,1.08,.261,84.3%,3.40,4.31
10,2018-05-27,CLE,12.2,58,5.7,1.4,4.0,1.4,13.8%,3.5%,10.3%,.321,1.50,.341,33.0%,4.90,4.15
11,2018-05-27,CHW,14.2,63,6.8,3.7,1.8,0.0,17.5%,9.5%,7.9%,.228,1.30,.283,68.4%,2.89,4.13
12,2018-05-27,OAK,14.1,57,7.5,3.8,2.0,0.0,21.1%,10.5%,10.5%,.255,1.33,.333,89.5%,2.74,4.13
13,2018-05-27,STL,9.0,44,8.0,3.0,2.7,0.0,18.2%,6.8%,11.4%,.359,1.89,.424,52.9%,2.38,4.03
14,2018-05-27,KCR,14.0,56,8.4,3.9,2.2,0.6,23.2%,10.7%,12.5%,.160,1.00,.194,71.4%,3.52,4.01
15,2018-05-27,BOS,16.1,60,7.7,2.2,3.5,0.6,23.3%,6.7%,16.7%,.182,0.86,.220,100.0%,2.98,4.00
16,2018-05-27,LAD,8.1,33,10.8,3.2,3.3,1.1,30.3%,9.1%,21.2%,.207,1.08,.278,93.0%,3.76,3.98
17,2018-05-27,NYY,12.0,54,10.5,5.3,2.0,0.8,25.9%,13.0%,13.0%,.234,1.50,.313,42.2%,3.66,3.95
18,2018-05-27,TEX,13.1,55,9.4,2.7,3.5,0.7,25.4%,7.3%,18.2%,.204,1.05,.265,82.2%,3.39,3.90
19,2018-05-27,SDP,8.2,30,8.3,1.0,8.0,0.0,26.7%,3.3%,23.3%,.138,0.58,.191,100.0%,1.66,3.76
20,2018-05-27,WSN,8.1,34,10.8,3.2,3.3,0.0,29.4%,8.8%,20.6%,.226,1.20,.333,90.0%,1.84,3.62
21,2018-05-27,MIN,10.1,38,7.8,0.9,9.0,0.9,23.7%,2.6%,21.1%,.200,0.77,.231,92.1%,3.26,3.44
22,2018-05-27,DET,10.2,41,8.4,0.8,10.0,0.8,24.4%,2.4%,21.9%,.225,0.94,.276,81.4%,2.79,3.43
23,2018-05-27,MIL,17.2,72,9.7,4.1,2.4,0.0,26.4%,11.1%,15.3%,.219,1.25,.311,86.4%,2.37,3.30
24,2018-05-27,COL,7.2,28,5.9,0.0,5.0,0.0,17.9%,0.0%,17.9%,.250,0.91,.304,57.1%,1.86,3.15
25,2018-05-27,HOU,12.2,51,10.7,2.1,5.0,0.7,29.4%,5.9%,23.5%,.208,1.03,.281,100.0%,2.53,3.07
26,2018-05-27,TBR,21.2,83,10.0,1.7,6.0,0.8,28.9%,4.8%,24.1%,.192,0.88,.245,67.9%,2.70,3.02
27,2018-05-27,PHI,9.0,30,8.0,1.0,8.0,0.0,26.7%,3.3%,23.3%,.172,0.67,.238,100.0%,1.72,2.27
28,2018-05-27,CHC,8.2,39,15.6,4.2,3.8,0.0,38.5%,10.3%,28.2%,.324,1.73,.550,86.7%,1.08,2.04
29,2018-05-27,SEA,12.0,39,12.0,0.8,16.0,0.0,41.0%,2.6%,38.5%,.158,0.58,.273,85.7%,0.74,1.85
0,2018-05-28,MIA,8.2,48,6.2,8.3,0.8,2.1,12.5%,16.7%,-4.2%,.359,2.54,.375,57.3%,7.55,6.45
1,2018-05-28,BAL,10.2,48,8.4,7.6,1.1,0.8,20.8%,18.8%,2.1%,.184,1.50,.222,100.0%,5.32,5.49
2,2018-05-28,NYM,13.2,71,7.9,6.6,1.2,0.7,16.9%,14.1%,2.8%,.361,2.34,.438,49.0%,4.55,5.41
3,2018-05-28,SFG,11.0,48,5.7,4.1,1.4,0.8,14.6%,10.4%,4.2%,.286,1.55,.314,64.1%,4.43,5.20
4,2018-05-28,KCR,12.2,54,6.4,4.3,1.5,2.1,16.7%,11.1%,5.6%,.250,1.42,.250,72.5%,6.24,5.12
5,2018-05-28,SDP,12.1,48,5.8,1.5,4.0,1.5,16.7%,4.2%,12.5%,.217,0.97,.222,65.2%,4.46,5.03
6,2018-05-28,BOS,18.0,72,6.0,3.5,1.7,0.5,16.7%,9.7%,6.9%,.219,1.17,.250,96.9%,3.72,5.01
7,2018-05-28,ATL,9.0,40,7.0,3.0,2.3,3.0,17.5%,7.5%,10.0%,.222,1.22,.192,51.3%,7.27,4.96
8,2018-05-28,NYY,11.1,46,6.4,5.6,1.1,0.8,17.4%,15.2%,2.2%,.179,1.24,.200,63.5%,4.75,4.91
9,2018-05-28,LAD,8.0,33,10.1,3.4,3.0,1.1,27.3%,9.1%,18.2%,.207,1.13,.263,93.0%,4.04,4.89
10,2018-05-28,TOR,11.0,49,9.0,4.9,1.8,1.6,22.4%,12.2%,10.2%,.238,1.45,.276,70.4%,5.43,4.87
11,2018-05-28,ARI,6.0,26,10.5,4.5,2.3,3.0,26.9%,11.5%,15.4%,.217,1.33,.214,100.0%,6.66,4.81
12,2018-05-28,PIT,12.1,53,8.8,4.4,2.0,0.7,22.6%,11.3%,11.3%,.217,1.30,.273,83.3%,3.97,4.79
13,2018-05-28,TEX,11.1,45,5.6,3.2,1.8,0.0,15.6%,8.9%,6.7%,.200,1.06,.242,84.6%,3.25,4.42
14,2018-05-28,COL,8.0,35,6.8,3.4,2.0,0.0,17.1%,8.6%,8.6%,.344,1.75,.423,71.4%,2.79,4.23
15,2018-05-28,CHW,13.2,61,7.2,4.0,1.8,0.0,18.0%,9.8%,8.2%,.255,1.46,.318,70.0%,2.87,4.08
16,2018-05-28,MIL,17.0,73,8.5,4.8,1.8,1.1,21.9%,12.3%,9.6%,.250,1.47,.304,90.1%,4.40,4.03
17,2018-05-28,STL,8.2,37,6.2,1.0,6.0,0.0,16.2%,2.7%,13.5%,.286,1.27,.333,54.5%,2.12,4.03
18,2018-05-28,CLE,16.1,75,6.1,1.1,5.5,2.2,14.7%,2.7%,12.0%,.329,1.53,.339,32.7%,5.73,3.96
19,2018-05-28,LAA,13.0,49,9.0,2.8,3.3,0.7,26.5%,8.2%,18.4%,.114,0.69,.133,100.0%,3.31,3.71
20,2018-05-28,WSN,9.0,39,10.0,2.0,5.0,1.0,25.6%,5.1%,20.5%,.243,1.22,.308,83.3%,3.05,3.62
21,2018-05-28,TBR,27.1,104,8.2,1.6,5.0,0.7,24.0%,4.8%,19.2%,.204,0.91,.250,90.1%,2.83,3.45
22,2018-05-28,MIN,8.0,29,7.9,0.0,7.0,1.1,24.1%,0.0%,24.1%,.222,0.75,.250,89.3%,3.41,3.44
23,2018-05-28,OAK,15.1,57,8.2,2.3,3.5,0.0,24.6%,7.0%,17.5%,.208,0.98,.282,86.7%,2.12,3.41
24,2018-05-28,HOU,15.2,67,10.3,2.3,4.5,1.7,26.9%,6.0%,20.9%,.254,1.28,.309,75.9%,4.12,3.32
25,2018-05-28,CIN,12.1,48,8.8,1.5,6.0,2.2,25.0%,4.2%,20.8%,.283,1.22,.323,74.1%,4.86,3.17
26,2018-05-28,CHC,13.0,54,11.1,4.8,2.3,0.0,29.6%,13.0%,16.7%,.239,1.38,.355,88.9%,2.31,3.08
27,2018-05-28,DET,9.1,38,10.6,0.0,11.0,1.9,28.9%,0.0%,28.9%,.263,1.07,.320,83.3%,3.59,2.57
28,2018-05-28,SEA,11.0,36,9.8,0.8,12.0,0.0,33.3%,2.8%,30.6%,.143,0.55,.217,83.3%,1.25,2.45
29,2018-05-28,PHI,10.2,40,10.1,2.5,4.0,0.8,30.0%,7.5%,22.5%,.216,1.03,.292,83.3%,2.97,2.37
0,2018-05-29,TOR,9.1,41,5.8,6.8,0.9,1.0,14.6%,17.1%,-2.4%,.212,1.50,.231,80.9%,5.84,6.75
