,Date,Rot,VH,Team,Pitcher,Final,Open,Close,RL,Open OU,Unnamed: 19,Close OU,Unnamed: 21,hand,qp,concat,F5,game_id
1297,2018-07-05,914,H,MIN,ASLEGERS-R,5,-130,-147.0,-1.5(+140),9.5,100,9.5,-105,,,705914ASLEGERS-R,3,Game 1298
1298,2018-07-05,916,H,SEA,MGONZALES-L,4,-108,-133.0,-1.5(+146),8.5,-120,9.0,-117,L,Marco Gonzales,705916MGONZALES-L,2,Game 1299
1299,2018-07-06,952,H,CUB,MMONTGOMERY-L,2,-165,-150.0,-1.5(+144),7.5,100,7.5,-115,L,Mike Montgomery,706952MMONTGOMERY-L,1,Game 1300
1300,2018-07-06,954,H,WAS,GGONZALEZ-L,3,-190,-235.0,-1.5(-123),9.0,-120,9.0,100,L,Gio Gonzalez,706954GGONZALEZ-L,2,Game 1301
1301,2018-07-06,956,H,PIT,TWILLIAMS-R,5,-106,-104.0,+1.5(-169),8.5,-105,8.5,-119,R,Trevor Williams,706956TWILLIAMS-R,4,Game 1302
1302,2018-07-06,958,H,MIL,FPERALTA-R,5,-130,-129.0,-1.5(+166),8.5,-115,8.0,100,R,Freddy Peralta,706958FPERALTA-R,5,Game 1303
1303,2018-07-06,960,H,ARI,ZGODLEY-R,3,-155,-147.0,-1.5(+144),8.0,-105,8.0,-121,R,Zack Godley,706960ZGODLEY-R,0,Game 1304
1304,2018-07-06,962,H,SFO,DRODRIGUEZ-R,3,-115,-123.0,-1.5(+171),8.0,100,8.5,-115,R,Dereck Rodriguez,706962DRODRIGUEZ-R,1,Game 1305
1305,2018-07-06,964,H,TOR,SGAVIGLIO-R,6,135,137.0,+1.5(-115),9.5,-110,9.5,-125,R,Sam Gaviglio,706964SGAVIGLIO-R,5,Game 1306
1306,2018-07-06,966,H,CLE,CCARRASCO-R,10,-185,-205.0,-1.5(-105),9.0,-110,9.0,-105,R,Carlos Carrasco,706966CCARRASCO-R,6,Game 1307
1307,2018-07-06,968,H,DET,JZIMMERMANN-R,3,-106,108.0,+1.5(-157),9.5,-120,9.0,-118,R,Jordan Zimmermann,706968JZIMMERMANN-R,2,Game 1308
1308,2018-07-06,970,H,MIN,LLYNN-R,6,-120,-151.0,-1.5(+140),9.0,-115,9.0,-119,R,Lance Lynn,706970LLYNN-R,6,Game 1309
1309,2018-07-06,972,H,HOU,LMCCULLERSJR.-R,11,-270,-285.0,-1.5(-140),8.0,-110,8.5,-119,R,Lance McCullers Jr.,706972LMCCULLERSJR.-R,3,Game 1310
1310,2018-07-06,974,H,KAN,JHAMMEL-R,5,255,330.0,+1.5(+191),8.0,100,8.5,-110,R,Jason Hammel,706974JHAMMEL-R,1,Game 1311
1311,2018-07-06,976,H,NYM,JDEGROM-R,5,-152,-165.0,-1.5(+140),6.5,100,6.5,110,R,Jacob deGrom,706976JDEGROM-R,1,Game 1312
1312,2018-07-06,978,H,LAA,FPENA-R,3,120,132.0,+1.5(-125),8.5,100,9.5,-105,R,Felix Pena,706978FPENA-R,0,Game 1313
1313,2018-07-06,980,H,SEA,FHERNANDEZ-R,1,-130,-113.0,-1.5(+181),8.5,100,8.0,-119,R,Felix Hernandez,706980FHERNANDEZ-R,0,Game 1314
1314,2018-07-07,902,H,CUB,TCHATWOOD-R,8,-145,-129.0,-1.5(+151),8.5,-106,9.5,-105,R,Tyler Chatwood,707902TCHATWOOD-R,2,Game 1315
1315,2018-07-07,904,H,SFO,JSAMARDZIJA-R,2,-105,113.0,+1.5(-150),8.0,-110,8.5,100,R,Jeff Samardzija,707904JSAMARDZIJA-R,0,Game 1316
1316,2018-07-07,906,H,PIT,JTAILLON-R,2,-115,-138.0,-1.5(+155),8.0,100,8.0,-111,R,Jameson Taillon,707906JTAILLON-R,2,Game 1317
1317,2018-07-07,908,H,MIL,AWILKERSON-R,1,-125,-105.0,+1.5(-165),9.0,-120,9.0,100,,,707908AWILKERSON-R,0,Game 1318
1318,2018-07-07,910,H,WAS,MSCHERZER-R,18,-275,-350.0,-1.5(-160),7.0,100,7.5,-120,R,Max Scherzer,707910MSCHERZER-R,10,Game 1319
1319,2018-07-07,912,H,ARI,RRAY-L,20,-170,-191.0,-1.5(+112),8.0,-110,8.0,100,L,Robbie Ray,707912RRAY-L,15,Game 1320
1320,2018-07-07,914,H,MIN,KGIBSON-R,5,-140,-142.0,-1.5(+144),8.5,100,8.5,-110,R,Kyle Gibson,707914KGIBSON-R,3,Game 1321
1321,2018-07-07,916,H,TOR,JHAPP-L,5,170,183.0,+1.5(+117),8.0,-110,7.5,-103,L,J.A. Happ,707916JHAPP-L,3,Game 1322
1322,2018-07-07,918,H,HOU,CMORTON-R,12,-260,-382.0,-1.5(-180),8.0,100,8.0,100,R,Charlie Morton,707918CMORTON-R,6,Game 1323
1323,2018-07-07,920,H,DET,MFIERS-R,7,110,140.0,+1.5(-119),9.0,-120,9.5,-119,R,Mike Fiers,707920MFIERS-R,7,Game 1324
1324,2018-07-07,922,H,CLE,CKLUBER-R,3,-245,-250.0,-1.5(-123),8.0,100,9.0,-108,R,Corey Kluber,707922CKLUBER-R,2,Game 1325
1325,2018-07-07,924,H,KAN,BKELLER-R,4,170,170.0,+1.5(+110),9.0,-120,9.5,-106,R,Brad Keller,707924BKELLER-R,4,Game 1326
1326,2018-07-07,926,H,NYM,SMATZ-L,0,115,114.0,+1.5(-150),7.0,-110,7.0,-104,L,Steven Matz,707926SMATZ-L,0,Game 1327
1327,2018-07-07,928,H,SEA,JPAXTON-L,1,-170,-210.0,-1.5(+100),7.5,-120,7.5,-110,L,James Paxton,707928JPAXTON-L,1,Game 1328
1328,2018-07-07,930,H,LAA,DMCGUIRE-R,1,145,138.0,+1.5(-118),9.0,100,10.0,-110,,,707930DMCGUIRE-R,0,Game 1329
1329,2018-07-08,952,H,WAS,TROARK-R,2,-175,-182.0,-1.5(+100),9.0,100,9.5,-110,R,Tanner Roark,708952TROARK-R,2,Game 1330
1330,2018-07-08,954,H,PIT,NKINGHAM-R,4,-115,-156.0,-1.5(+135),9.0,-115,9.0,-101,R,Nick Kingham,708954NKINGHAM-R,4,Game 1331
1331,2018-07-08,956,H,MIL,JGUERRA-R,10,-130,-121.0,-1.5(+166),8.5,-110,8.5,-110,R,Junior Guerra,708956JGUERRA-R,5,Game 1332
1332,2018-07-08,958,H,CUB,JLESTER-L,6,-160,-163.0,-1.5(+126),8.5,100,8.5,-101,L,Jon Lester,708958JLESTER-L,3,Game 1333
1333,2018-07-08,960,H,SFO,MBUMGARNER-L,13,-145,-119.0,-1.5(+176),7.5,-120,7.5,-110,L,Madison Bumgarner,708960MBUMGARNER-L,6,Game 1334
1334,2018-07-08,962,H,ARI,ZGREINKE-R,3,-190,-205.0,-1.5(-107),7.5,100,7.5,-120,R,Zack Greinke,708962ZGREINKE-R,3,Game 1335
1335,2018-07-08,964,H,TOR,RBORUCKI-L,1,125,140.0,+1.5(-110),9.5,-120,9.0,-109,L,Ryan Borucki,708964RBORUCKI-L,0,Game 1336
1336,2018-07-08,966,H,CLE,SBIEBER-R,0,-190,-170.0,-1.5(+110),9.5,-110,9.5,-115,R,Shane Bieber,708966SBIEBER-R,0,Game 1337
1337,2018-07-08,968,H,DET,MFULMER-R,0,-115,-114.0,-1.5(+176),9.0,-105,9.0,-112,R,Michael Fulmer,708968MFULMER-R,0,Game 1338
1338,2018-07-08,970,H,MIN,JODORIZZI-R,10,-170,-140.0,-1.5(+135),9.0,100,10.0,-115,R,Jake Odorizzi,708970JODORIZZI-R,2,Game 1339
1339,2018-07-08,972,H,HOU,DKEUCHEL-L,2,-325,-345.0,-1.5(-159),8.5,-105,9.0,-110,L,Dallas Keuchel,708972DKEUCHEL-L,1,Game 1340
1340,2018-07-08,974,H,KAN,HFILLMYER-R,4,215,200.0,+1.5(+130),9.5,-115,9.5,-101,R,Heath Fillmyer,708974HFILLMYER-R,3,Game 1341
1341,2018-07-08,976,H,NYM,CFLEXEN-R,0,125,-102.0,+1.5(-159),7.5,-105,8.0,100,,,708976CFLEXEN-R,0,Game 1342
1342,2018-07-08,978,H,SEA,WLEBLANC-L,6,-130,-145.0,-1.5(+143),8.5,-119,8.5,-107,L,Wade LeBlanc,708978WLEBLANC-L,3,Game 1343
1343,2018-07-08,980,H,LAA,AHEANEY-L,4,115,101.0,+1.5(-170),8.5,-105,9.0,-115,L,Andrew Heaney,708980AHEANEY-L,2,Game 1344
1344,2018-07-09,902,H,PIT,INOVA-R,6,105,-101.0,+1.5(-166),9.0,-119,9.5,-115,R,Ivan Nova,709902INOVA-R,6,Game 1345
1345,2018-07-09,904,H,NYM,COSWALT-R,1,160,143.0,+1.5(-115),7.5,-101,8.5,-120,R,Corey Oswalt,709904COSWALT-R,0,Game 1346
1346,2018-07-09,906,H,MIA,JURENA-R,4,140,125.0,+1.5(-140),7.5,100,8.0,-119,R,Jose Urena,709906JURENA-R,1,Game 1347
1347,2018-07-09,908,H,SDG,LPERDOMO-R,2,220,220.0,+1.5(+135),7.0,100,8.0,100,R,Luis Perdomo,709908LPERDOMO-R,0,Game 1348
1348,2018-07-09,910,H,SFO,ASUAREZ-L,2,110,-116.0,-1.5(+176),7.5,-105,8.0,-120,L,Andrew Suarez,709910ASUAREZ-L,1,Game 1349
1349,2018-07-09,912,H,BAL,YRAMIREZ-R,2,150,160.0,+1.5(+102),10.5,-110,9.5,-105,R,Yefry Ramirez,709912YRAMIREZ-R,0,Game 1350
1350,2018-07-09,914,H,BOS,ERODRIGUEZ-L,5,-215,-195.0,-1.5(-110),9.5,-120,10.0,-106,L,Eduardo Rodriguez,709914ERODRIGUEZ-L,2,Game 1351
1351,2018-07-09,916,H,TAM,CARCHER-R,10,-175,-233.0,-1.5(-116),7.5,-120,7.5,-126,R,Chris Archer,709916CARCHER-R,7,Game 1352
1352,2018-07-09,918,H,MIN,JBERRIOS-R,3,-190,-205.0,-1.5(-105),8.5,-110,8.5,-110,R,Jose Berrios,709918JBERRIOS-R,0,Game 1353
1353,2018-07-09,920,H,HOU,GCOLE-R,0,-250,-205.0,-1.5(-105),8.5,-110,8.5,-114,R,Gerrit Cole,709920GCOLE-R,0,Game 1354
1354,2018-07-09,922,H,CLE,MCLEVINGER-R,5,-170,-175.0,-1.5(+103),9.0,100,9.5,-105,R,Mike Clevinger,709922MCLEVINGER-R,1,Game 1355
1355,2018-07-09,924,H,BAL,JYACABONIS-R,5,190,200.0,+1.5(+125),10.0,-110,10.5,-120,,,709924JYACABONIS-R,2,Game 1356
1356,2018-07-09,926,H,NYM,ZWHEELER-R,4,110,-105.0,+1.5(-170),7.5,-115,8.5,-120,R,Zack Wheeler,709926ZWHEELER-R,3,Game 1357
1357,2018-07-10,952,H,PIT,JMUSGROVE-R,1,105,107.0,+1.5(-162),9.0,-110,9.0,-120,R,Joe Musgrove,710952JMUSGROVE-R,0,Game 1358
1358,2018-07-10,954,H,NYM,DGAGNON-R,3,125,-101.0,+1.5(-155),8.5,-115,9.0,105,,,710954DGAGNON-R,1,Game 1359
1359,2018-07-10,956,H,MIA,PLOPEZ-R,4,135,143.0,+1.5(-110),8.0,-110,7.5,-108,R,Pablo Lopez,710956PLOPEZ-R,4,Game 1360
1360,2018-07-10,958,H,COL,TANDERSON-L,3,-125,-105.0,+1.5(-160),11.0,-110,11.0,-119,L,Tyler Anderson,710958TANDERSON-L,2,Game 1361
1361,2018-07-10,960,H,SDG,ELAUER-L,4,150,140.0,+1.5(-120),8.0,-115,8.0,-121,L,Eric Lauer,710960ELAUER-L,4,Game 1362
1362,2018-07-10,962,H,SFO,DHOLLAND-L,0,105,131.0,+1.5(-135),7.5,-105,8.0,-120,L,Derek Holland,710962DHOLLAND-L,0,Game 1363
1363,2018-07-10,964,H,BAL,ACASHNER-R,6,195,206.0,+1.5(+130),9.5,-115,10.0,-110,R,Andrew Cashner,710964ACASHNER-R,3,Game 1364
1364,2018-07-10,966,H,BOS,HVELAZQUEZ-R,8,-210,-218.0,-1.5(-125),10.5,-120,11.5,-115,,,710966HVELAZQUEZ-R,6,Game 1365
1365,2018-07-10,968,H,TAM,RSTANEK-R,5,-165,-189.0,-1.5(+100),8.0,-115,7.5,-119,,,710968RSTANEK-R,5,Game 1366
1366,2018-07-10,970,H,MIN,ASLEGERS-R,4,-185,-172.0,-1.5(+100),9.5,-120,10.0,-110,,,710970ASLEGERS-R,2,Game 1367
1367,2018-07-10,972,H,HOU,JVERLANDER-R,6,-210,-226.0,-1.5(-110),8.0,-115,7.5,-105,R,Justin Verlander,710972JVERLANDER-R,3,Game 1368
1368,2018-07-10,974,H,LAA,GRICHARDS-R,9,-150,-163.0,-1.5(+130),8.5,-120,8.5,-108,R,Garrett Richards,710974GRICHARDS-R,8,Game 1369
1369,2018-07-10,976,H,CLE,TBAUER-R,4,-220,-233.0,-1.5(-125),9.0,-110,9.0,-115,R,Trevor Bauer,710976TBAUER-R,4,Game 1370
1370,2018-07-10,978,H,ATL,JTEHERAN-R,2,-135,-133.0,-1.5(+155),9.0,-110,8.5,-106,R,Julio Teheran,710978JTEHERAN-R,0,Game 1371
1371,2018-07-10,980,H,CWS,DCOVEY-R,2,150,167.0,+1.5(+110),9.0,-110,9.5,-105,R,Dylan Covey,710980DCOVEY-R,2,Game 1372
1372,2018-07-11,902,H,PIT,TWILLIAMS-R,2,117,120.0,+1.5(-135),9.0,-105,9.0,105,R,Trevor Williams,711902TWILLIAMS-R,2,Game 1373
1373,2018-07-11,904,H,SFO,JCUETO-R,5,106,-101.0,+1.5(-175),8.5,-115,8.0,-119,R,Johnny Cueto,711904JCUETO-R,4,Game 1374
1374,2018-07-11,906,H,MIA,DSTRAILY-R,5,146,155.0,+1.5(+100),8.0,-115,7.5,-116,R,Dan Straily,711906DSTRAILY-R,3,Game 1375
1375,2018-07-11,908,H,NYM,JDEGROM-R,3,-155,-146.0,-1.5(+155),7.0,100,7.0,-110,R,Jacob deGrom,711908JDEGROM-R,0,Game 1376
1376,2018-07-11,910,H,COL,GMARQUEZ-R,19,-135,-140.0,-1.5(+126),11.5,-105,13.0,-127,R,German Marquez,711910GMARQUEZ-R,19,Game 1377
1377,2018-07-11,912,H,SDG,JLUCCHESI-L,2,141,135.0,+1.5(-125),7.5,-115,7.5,-125,L,Joey Lucchesi,711912JLUCCHESI-L,1,Game 1378
1378,2018-07-11,914,H,TAM,HWOOD-R,4,-156,-160.0,-1.5(+144),7.5,100,7.0,-105,,,711914HWOOD-R,1,Game 1379
1379,2018-07-11,916,H,MIN,LLYNN-R,8,-215,-205.0,-1.5(-115),9.5,-105,9.5,-110,R,Lance Lynn,711916LLYNN-R,5,Game 1380
1380,2018-07-11,918,H,BAL,DBUNDY-R,0,141,150.0,+1.5(+103),9.5,-110,9.0,-120,R,Dylan Bundy,711918DBUNDY-R,0,Game 1381
1381,2018-07-11,920,H,BOS,CSALE-L,4,-330,-430.0,-1.5(-192),8.5,-105,8.5,-105,L,Chris Sale,711920CSALE-L,4,Game 1382
1382,2018-07-11,922,H,HOU,LMCCULLERSJR.-R,3,-240,-210.0,-1.5(-110),8.0,-105,8.5,-110,R,Lance McCullers Jr.,711922LMCCULLERSJR.-R,3,Game 1383
1383,2018-07-11,924,H,LAA,JBARRIA-R,0,-117,-113.0,-1.5(+176),8.5,100,9.0,-120,R,Jaime Barria,711924JBARRIA-R,0,Game 1384
1384,2018-07-11,926,H,CLE,CCARRASCO-R,19,-206,-185.0,-1.5(+110),9.0,-115,9.0,100,R,Carlos Carrasco,711926CCARRASCO-R,17,Game 1385
1385,2018-07-11,928,H,ATL,MFOLTYNEWICZ-R,9,-158,-205.0,-1.5(-104),9.0,-120,8.5,-120,R,Mike Foltynewicz,711928MFOLTYNEWICZ-R,6,Game 1386
1386,2018-07-11,930,H,CWS,CRODON-L,4,126,140.0,+1.5(-117),9.0,-115,9.5,-105,L,Carlos Rodon,711930CRODON-L,1,Game 1387
1387,2018-07-12,952,H,COL,KFREELAND-L,5,-122,-111.0,-1.5(+155),11.0,-110,11.5,-120,L,Kyle Freeland,712952KFREELAND-L,0,Game 1388
1388,2018-07-12,954,H,PIT,JTAILLON-R,6,-115,-127.0,-1.5(+170),8.5,-120,8.0,-120,R,Jameson Taillon,712954JTAILLON-R,2,Game 1389
1389,2018-07-12,956,H,NYM,SMATZ-L,4,175,180.0,+1.5(+110),7.0,-120,7.0,105,L,Steven Matz,712956SMATZ-L,2,Game 1390
1390,2018-07-12,958,H,SDG,TROSS-R,2,150,178.0,+1.5(+113),7.5,-101,7.5,-105,R,Tyson Ross,712958TROSS-R,0,Game 1391
1391,2018-07-12,960,H,HOU,CMORTON-R,4,-210,-215.0,-1.5(-110),8.5,-120,8.0,-120,R,Charlie Morton,712960CMORTON-R,4,Game 1392
1392,2018-07-12,962,H,BOS,DPRICE-L,6,-175,-162.0,-1.5(+110),9.5,-110,9.0,-101,L,David Price,712962DPRICE-L,5,Game 1393
1393,2018-07-12,964,H,CLE,CKLUBER-R,4,105,112.0,+1.5(-150),7.5,-120,7.5,-125,R,Corey Kluber,712964CKLUBER-R,4,Game 1394
1394,2018-07-12,966,H,MIN,KGIBSON-R,5,110,127.0,+1.5(-133),8.0,-120,7.5,-116,R,Kyle Gibson,712966KGIBSON-R,3,Game 1395
1395,2018-07-12,968,H,LAA,TSKAGGS-L,11,-107,-101.0,+1.5(-171),7.5,-125,7.5,-121,L,Tyler Skaggs,712968TSKAGGS-L,5,Game 1396
1396,2018-07-12,970,H,BAL,KGAUSMAN-R,4,105,-111.0,-1.5(+173),9.5,-115,9.0,-125,R,Kevin Gausman,712970KGAUSMAN-R,0,Game 1397
1397,2018-07-13,902,H,PIT,NKINGHAM-R,7,110,-119.0,-1.5(+176),8.0,100,8.5,-115,R,Nick Kingham,713902NKINGHAM-R,6,Game 1398
1398,2018-07-13,904,H,NYM,NSYNDERGAARD-R,4,-140,-131.0,-1.5(+164),7.5,-120,8.5,-110,R,Noah Syndergaard,713904NSYNDERGAARD-R,4,Game 1399
1399,2018-07-13,906,H,MIA,WCHEN-L,0,125,112.0,+1.5(-165),8.0,-110,7.5,-101,L,Wei-Yin Chen,713906WCHEN-L,0,Game 1400
1400,2018-07-13,908,H,ATL,ASANCHEZ-R,1,-135,-156.0,-1.5(+143),8.5,-105,8.5,-105,R,Aaron Sanchez,713908ASANCHEZ-R,1,Game 1401
1401,2018-07-13,910,H,STL,CMARTINEZ-R,1,-150,-166.0,-1.5(+125),8.5,-110,9.0,-110,R,Carlos Martinez,713910CMARTINEZ-R,1,Game 1402
1402,2018-07-13,912,H,SDG,CRICHARD-L,4,120,119.0,+1.5(-141),8.0,-110,8.5,-115,L,Clayton Richard,713912CRICHARD-L,3,Game 1403
1403,2018-07-13,914,H,BAL,ACOBB-R,4,105,106.0,+1.5(-150),9.5,-110,9.5,-105,R,Alex Cobb,713914ACOBB-R,1,Game 1404
1404,2018-07-13,916,H,CLE,SBIEBER-R,6,109,-105.0,+1.5(-165),9.5,-120,9.5,-119,R,Shane Bieber,713916SBIEBER-R,6,Game 1405
1405,2018-07-13,918,H,BOS,RPORCELLO-R,7,-190,-215.0,-1.5(-117),9.5,-115,9.5,-117,R,Rick Porcello,713918RPORCELLO-R,7,Game 1406
1406,2018-07-13,920,H,MIN,JODORIZZI-R,11,105,-104.0,+1.5(-180),8.5,-105,8.5,-105,R,Jake Odorizzi,713920JODORIZZI-R,8,Game 1407
1407,2018-07-13,922,H,CWS,JSHIELDS-R,9,-119,-117.0,-1.5(+158),9.0,-110,9.5,-120,R,James Shields,713922JSHIELDS-R,5,Game 1408
1408,2018-07-13,924,H,HOU,DKEUCHEL-L,3,-250,-268.0,-1.5(-126),8.5,-120,8.5,-107,L,Dallas Keuchel,713924DKEUCHEL-L,3,Game 1409
1409,2018-07-13,926,H,COL,JHOFFMAN-R,10,-143,-138.0,-1.5(+125),12.0,-110,13.0,-110,,,713926JHOFFMAN-R,8,Game 1410
1410,2018-07-13,928,H,LAD,WBUEHLER-R,3,-165,-165.0,-1.5(+130),8.0,-110,8.0,-106,R,Walker Buehler,713928WBUEHLER-R,1,Game 1411
1411,2018-07-13,930,H,SFO,MBUMGARNER-L,7,-160,-145.0,-1.5(+151),7.5,-110,7.5,-101,L,Madison Bumgarner,713930MBUMGARNER-L,1,Game 1412
1412,2018-07-14,952,H,PIT,CHOLMES-R,6,120,119.0,+1.5(-136),9.0,-115,9.0,-109,,,714952CHOLMES-R,1,Game 1413
1413,2018-07-14,954,H,ATL,SNEWCOMB-L,0,-109,-101.0,+1.5(-171),8.0,100,7.5,-101,L,Sean Newcomb,714954SNEWCOMB-L,0,Game 1414
1414,2018-07-14,956,H,STL,JFLAHERTY-R,2,-140,-150.0,-1.5(+146),9.0,-120,9.0,-119,R,Jack Flaherty,714956JFLAHERTY-R,2,Game 1415
1415,2018-07-14,958,H,MIA,TRICHARDS-R,2,160,155.0,+1.5(-109),7.5,-115,7.0,-101,R,Trevor Richards,714958TRICHARDS-R,2,Game 1416
1416,2018-07-14,960,H,NYM,ZWHEELER-R,7,105,101.0,+1.5(-160),8.0,100,10.0,-110,R,Zack Wheeler,714960ZWHEELER-R,7,Game 1417
1417,2018-07-14,962,H,SDG,LPERDOMO-R,6,155,170.0,+1.5(+103),8.0,-115,8.5,-105,R,Luis Perdomo,714962LPERDOMO-R,2,Game 1418
1418,2018-07-14,964,H,BOS,ERODRIGUEZ-L,6,-255,-206.0,-1.5(-105),10.0,-120,9.5,-110,L,Eduardo Rodriguez,714964ERODRIGUEZ-L,1,Game 1419
1419,2018-07-14,966,H,MIN,JBERRIOS-R,6,-130,-129.0,-1.5(+155),8.0,-110,8.0,-102,R,Jose Berrios,714966JBERRIOS-R,2,Game 1420
1420,2018-07-14,968,H,CWS,RLOPEZ-R,0,-115,-116.0,-1.5(+166),9.0,-110,9.0,-119,R,Reynaldo Lopez,714968RLOPEZ-R,0,Game 1421
1421,2018-07-14,970,H,HOU,GCOLE-R,9,-260,-285.0,-1.5(-135),7.5,-110,7.0,-125,R,Gerrit Cole,714970GCOLE-R,7,Game 1422
1422,2018-07-14,972,H,BAL,YRAMIREZ-R,1,-106,-111.0,-1.5(+165),10.0,-110,10.5,-105,R,Yefry Ramirez,714972YRAMIREZ-R,0,Game 1423
1423,2018-07-14,974,H,CLE,MCLEVINGER-R,4,-107,-105.0,-1.5(+180),9.0,100,9.0,-101,R,Mike Clevinger,714974MCLEVINGER-R,2,Game 1424
1424,2018-07-14,982,H,PIT,INOVA-R,2,-210,-129.0,-1.5(+166),7.5,-120,8.0,-110,R,Ivan Nova,714982INOVA-R,2,Game 1425
1425,2018-07-14,976,H,LAD,AWOOD-L,4,-158,-182.0,-1.5(-110),12.0,-105,11.5,-102,L,Alex Wood,714976AWOOD-L,3,Game 1426
1426,2018-07-14,978,H,COL,JGRAY-R,4,-120,-110.0,-1.5(+180),8.5,-115,8.0,-110,R,Jon Gray,714978JGRAY-R,4,Game 1427
1427,2018-07-14,980,H,SFO,JSAMARDZIJA-R,3,105,-104.0,-1.5(+188),8.5,-110,8.5,-118,R,Jeff Samardzija,714980JSAMARDZIJA-R,3,Game 1428
1428,2018-07-15,902,H,NYM,COSWALT-R,1,115,128.0,+1.5(-130),9.0,-110,9.0,100,R,Corey Oswalt,715902COSWALT-R,1,Game 1429
1429,2018-07-15,904,H,MIA,JURENA-R,10,115,-104.0,+1.5(-170),7.5,100,8.5,-117,R,Jose Urena,715904JURENA-R,8,Game 1430
1430,2018-07-15,906,H,ATL,JTEHERAN-R,5,-108,114.0,+1.5(-146),8.5,-120,8.5,-114,R,Julio Teheran,715906JTEHERAN-R,4,Game 1431
1431,2018-07-15,908,H,PIT,JMUSGROVE-R,7,105,-109.0,-1.5(+180),8.5,-105,7.5,-104,R,Joe Musgrove,715908JMUSGROVE-R,2,Game 1432
1432,2018-07-15,910,H,STL,MMIKOLAS-R,6,-160,-150.0,-1.5(+130),9.0,-120,8.5,-108,R,Miles Mikolas,715910MMIKOLAS-R,6,Game 1433
1433,2018-07-15,912,H,SDG,ELAUER-L,4,155,130.0,+1.5(-130),8.0,-120,8.0,-109,L,Eric Lauer,715912ELAUER-L,1,Game 1434
1434,2018-07-15,914,H,BAL,MCASTRO-R,6,120,-110.0,+1.5(-170),9.5,100,9.5,-115,,,715914MCASTRO-R,6,Game 1435
1435,2018-07-15,916,H,BOS,BJOHNSON-L,5,-165,-146.0,-1.5(+128),9.5,100,10.5,-112,L,Brian Johnson,715916BJOHNSON-L,4,Game 1436
1436,2018-07-15,918,H,CLE,TBAUER-R,5,-125,-129.0,-1.5(+155),9.0,-120,8.5,-110,R,Trevor Bauer,715918TBAUER-R,2,Game 1437
1437,2018-07-15,920,H,MIN,FROMERO-R,11,-115,-111.0,-1.5(+182),9.0,-110,9.0,-120,R,Fernando Romero,715920FROMERO-R,1,Game 1438
1438,2018-07-15,922,H,HOU,JVERLANDER-R,3,-325,-400.0,-1.5(-183),7.5,-115,7.5,-110,R,Justin Verlander,715922JVERLANDER-R,2,Game 1439
1439,2018-07-15,924,H,CWS,LGIOLITO-R,10,-130,-108.0,-1.5(+172),9.5,-110,9.5,-110,R,Lucas Giolito,715924LGIOLITO-R,9,Game 1440
1440,2018-07-15,926,H,COL,TANDERSON-L,4,-160,-161.0,-1.5(+112),11.5,100,11.0,-110,L,Tyler Anderson,715926TANDERSON-L,2,Game 1441
1441,2018-07-15,928,H,SFO,ASUAREZ-L,2,-120,-120.0,-1.5(+172),8.0,-110,7.0,105,L,Andrew Suarez,715928ASUAREZ-L,1,Game 1442
1442,2018-07-15,930,H,LAD,CKERSHAW-L,5,-235,-220.0,-1.5(-112),8.0,-115,8.5,-110,L,Clayton Kershaw,715930CKERSHAW-L,3,Game 1443
1443,2018-07-19,952,H,CUB,KHENDRICKS-R,9,-155,-152.0,-1.5(+125),9.0,-110,9.5,-115,R,Kyle Hendricks,719952KHENDRICKS-R,6,Game 1444
1444,2018-07-20,902,H,CUB,JLESTER-L,5,-157,-140.0,-1.5(+130),12.0,100,10.5,-115,L,Jon Lester,720902JLESTER-L,1,Game 1445
1445,2018-07-20,904,H,WAS,SSTRASBURG-R,5,-180,-183.0,-1.5(+115),8.0,-110,8.5,-105,R,Stephen Strasburg,720904SSTRASBURG-R,3,Game 1446
1446,2018-07-20,906,H,PHI,JARRIETA-R,11,-165,-168.0,-1.5(+116),8.0,-110,8.0,100,R,Jake Arrieta,720906JARRIETA-R,7,Game 1447
1447,2018-07-20,908,H,CIN,TMAHLE-R,1,-108,100.0,+1.5(-175),9.0,-105,8.5,-120,R,Tyler Mahle,720908TMAHLE-R,0,Game 1448
1448,2018-07-20,910,H,MIL,WMILEY-L,4,125,117.0,+1.5(-140),9.0,-120,9.0,-119,L,Wade Miley,720910WMILEY-L,1,Game 1449
1449,2018-07-20,912,H,ARI,RRAY-L,10,-145,-154.0,-1.5(+140),8.5,-120,7.5,-115,L,Robbie Ray,720912RRAY-L,6,Game 1450
1450,2018-07-20,914,H,TOR,SGAVIGLIO-R,8,-133,-160.0,-1.5(+135),9.0,-110,9.0,-120,R,Sam Gaviglio,720914SGAVIGLIO-R,5,Game 1451
1451,2018-07-20,916,H,DET,MBOYD-L,0,180,180.0,+1.5(+120),9.0,-105,9.0,-115,L,Matthew Boyd,720916MBOYD-L,0,Game 1452
1452,2018-07-20,918,H,TEX,MPEREZ-L,8,160,175.0,+1.5(+115),9.5,-110,10.0,-105,L,Martin Perez,720918MPEREZ-L,4,Game 1453
1453,2018-07-20,920,H,KAN,DDUFFY-L,6,110,114.0,+1.5(-145),9.0,-120,8.5,-110,L,Danny Duffy,720920DDUFFY-L,3,Game 1454
