,Date,Rot,VH,Team,Pitcher,Final,Open,Close,RL,Open OU,Unnamed: 19,Close OU,Unnamed: 21,hand,qp,concat,F5,game_id
0,2018-03-29,902,H,MIA,JURENA-R,4,155,175.0,+1.5(+105),8.0,-115,8.0,100,R,Jose Urena,329902JURENA-R,4,Game 1
1,2018-03-29,904,H,NYM,NSYNDERGAARD-R,9,-125,-138.0,-1.5(+160),7.0,-114,6.5,105,R,Noah Syndergaard,329904NSYNDERGAARD-R,8,Game 2
2,2018-03-29,908,H,ATL,JTEHERAN-R,8,110,116.0,+1.5(-145),8.0,-110,8.0,-101,R,Julio Teheran,329908JTEHERAN-R,0,Game 3
3,2018-03-29,910,H,SDG,CRICHARD-L,1,105,116.0,+1.5(-150),8.0,-110,8.0,-105,L,Clayton Richard,329910CRICHARD-L,0,Game 4
4,2018-03-29,912,H,LAD,CKERSHAW-L,0,-300,-306.0,-1.5(-145),7.0,-120,7.5,-104,L,Clayton Kershaw,329912CKERSHAW-L,0,Game 5
5,2018-03-29,914,H,ARI,PCORBIN-L,8,105,-109.0,-1.5(+177),9.0,-101,8.0,-102,L,Patrick Corbin,329914PCORBIN-L,3,Game 6
6,2018-03-29,916,H,BAL,DBUNDY-R,3,-125,-127.0,-1.5(+160),9.5,-119,9.5,-115,R,Dylan Bundy,329916DBUNDY-R,0,Game 7
7,2018-03-29,918,H,TEX,CHAMELS-L,1,148,140.0,+1.5(-110),9.0,100,9.0,-101,L,Cole Hamels,329918CHAMELS-L,0,Game 8
8,2018-03-29,920,H,TOR,JHAPP-L,1,140,151.0,+1.5(-111),8.5,-115,8.5,-119,L,J.A. Happ,329920JHAPP-L,0,Game 9
9,2018-03-29,922,H,TAM,CARCHER-R,6,155,153.0,+1.5(-106),7.0,-101,6.5,-101,R,Chris Archer,329922CARCHER-R,0,Game 10
10,2018-03-29,924,H,OAK,KGRAVEMAN-R,6,120,108.0,+1.5(-160),8.5,-110,9.0,-111,R,Kendall Graveman,329924KGRAVEMAN-R,4,Game 11
11,2018-03-29,926,H,KAN,DDUFFY-L,7,-170,-140.0,-1.5(+148),9.0,-110,8.5,-114,L,Danny Duffy,329926DDUFFY-L,4,Game 12
12,2018-03-29,928,H,SEA,FHERNANDEZ-R,2,150,160.0,+1.5(-102),7.5,-119,7.0,-115,R,Felix Hernandez,329928FHERNANDEZ-R,2,Game 13
13,2018-03-30,952,H,MIA,CSMITH-L,2,205,175.0,+1.5(+108),8.5,100,8.0,-101,L,Caleb Smith,330952CSMITH-L,1,Game 14
14,2018-03-30,954,H,ATL,MFOLTYNEWICZ-R,4,-130,-101.0,-1.5(+188),9.0,-101,9.0,-114,R,Mike Foltynewicz,330954MFOLTYNEWICZ-R,3,Game 15
15,2018-03-30,956,H,ARI,RRAY-L,9,-165,-143.0,-1.5(+148),8.5,-110,8.0,-117,L,Robbie Ray,330956RRAY-L,9,Game 16
16,2018-03-30,958,H,LAD,AWOOD-L,0,-190,-163.0,-1.5(+137),7.0,100,7.5,-120,L,Alex Wood,330958AWOOD-L,0,Game 17
17,2018-03-30,960,H,SDG,JLUCCHESI-L,6,113,103.0,+1.5(-166),8.0,100,8.0,-119,L,Joey Lucchesi,330960JLUCCHESI-L,4,Game 18
18,2018-03-30,962,H,TOR,ASANCHEZ-R,2,130,122.0,+1.5(-123),9.0,-115,8.5,-110,R,Aaron Sanchez,330962ASANCHEZ-R,1,Game 19
19,2018-03-30,964,H,TAM,BSNELL-L,0,155,126.0,+1.5(-137),7.5,-115,7.0,-102,L,Blake Snell,330964BSNELL-L,0,Game 20
20,2018-03-30,966,H,TEX,DFISTER-R,5,175,150.0,+1.5(-103),9.5,-110,9.0,-118,R,Doug Fister,330966DFISTER-R,3,Game 21
21,2018-03-30,968,H,OAK,SMANAEA-L,1,-107,104.0,-1.5(+192),9.0,-120,9.0,-108,L,Sean Manaea,330968SMANAEA-L,0,Game 22
22,2018-03-30,970,H,CIN,HBAILEY-R,0,175,190.0,+1.5(+111),8.5,-101,9.0,-128,R,Homer Bailey,330970HBAILEY-R,0,Game 23
23,2018-03-30,972,H,DET,JZIMMERMANN-R,10,109,114.0,+1.5(-140),9.5,-110,9.0,-125,R,Jordan Zimmermann,330972JZIMMERMANN-R,2,Game 24
24,2018-03-31,902,H,NYM,JDEGROM-R,6,-155,-117.0,-1.5(+185),7.5,-110,7.0,-120,R,Jacob deGrom,331902JDEGROM-R,4,Game 25
25,2018-03-31,904,H,CIN,LCASTILLO-R,7,165,130.0,+1.5(-135),8.0,-101,8.0,-119,R,Luis Castillo,331904LCASTILLO-R,1,Game 26
26,2018-03-31,906,H,ATL,BMCCARTHY-R,15,-125,-115.0,-1.5(+172),9.0,-110,8.0,-101,R,Brandon McCarthy,331906BMCCARTHY-R,8,Game 27
27,2018-03-31,908,H,MIA,ODESPAIGNE-R,6,205,185.0,+1.5(+111),8.5,-115,8.0,-110,,,331908ODESPAIGNE-R,5,Game 28
28,2018-03-31,910,H,ARI,ZGREINKE-R,1,-165,-151.0,-1.5(+141),8.5,-110,8.5,-117,R,Zack Greinke,331910ZGREINKE-R,1,Game 29
29,2018-03-31,912,H,SDG,LPERDOMO-R,3,110,110.0,+1.5(-155),8.0,-101,7.5,-111,R,Luis Perdomo,331912LPERDOMO-R,3,Game 30
30,2018-03-31,914,H,LAD,KMAEDA-R,5,-210,-205.0,-1.5(-110),8.5,-119,8.0,100,R,Kenta Maeda,331914KMAEDA-R,5,Game 31
31,2018-03-31,916,H,TEX,MMOORE-L,3,170,176.0,+1.5(+110),10.0,-105,9.5,-106,L,Matt Moore,331916MMOORE-L,1,Game 32
32,2018-03-31,918,H,OAK,DMENGDEN-R,3,112,-103.0,+1.5(-170),9.0,100,9.0,-121,R,Daniel Mengden,331918DMENGDEN-R,0,Game 33
33,2018-03-31,920,H,TOR,MESTRADA-R,5,130,-106.0,+1.5(-170),9.0,-105,9.5,-120,R,Marco Estrada,331920MESTRADA-R,2,Game 34
34,2018-03-31,922,H,SEA,JPAXTON-L,5,111,-103.0,+1.5(-175),7.5,-115,6.5,101,L,James Paxton,331922JPAXTON-L,3,Game 35
35,2018-03-31,924,H,TAM,AKITTREDGE-R,2,140,101.0,+1.5(-159),8.5,105,8.0,-119,,,331924AKITTREDGE-R,0,Game 36
36,2018-03-31,926,H,BAL,ACASHNER-R,2,-124,109.0,+1.5(-155),9.5,-115,9.0,-122,R,Andrew Cashner,331926ACASHNER-R,0,Game 37
37,2018-03-31,928,H,KAN,IKENNEDY-R,3,-126,-102.0,-1.5(+184),9.0,-110,8.5,-115,R,Ian Kennedy,331928IKENNEDY-R,3,Game 38
38,2018-04-01,952,H,MIA,DPETERS-L,6,180,183.0,+1.5(+109),8.0,-101,8.0,-119,L,Dillon Peters,401952DPETERS-L,5,Game 39
39,2018-04-01,954,H,NYM,SMATZ-L,1,101,137.0,+1.5(-119),8.0,-119,8.0,-109,L,Steven Matz,401954SMATZ-L,1,Game 40
40,2018-04-01,956,H,CIN,SROMANO-R,5,145,116.0,+1.5(-141),9.0,-110,8.5,-113,R,Sal Romano,401956SROMANO-R,0,Game 41
41,2018-04-01,958,H,LAD,RHILL-L,9,-185,-195.0,-1.5(+109),7.5,-115,7.5,-105,L,Rich Hill,401958RHILL-L,1,Game 42
42,2018-04-01,960,H,BAL,KGAUSMAN-R,0,-115,-113.0,-1.5(+172),9.0,-105,9.0,-122,R,Kevin Gausman,401960KGAUSMAN-R,0,Game 43
43,2018-04-01,962,H,TOR,MSTROMAN-R,7,109,-114.0,-1.5(+171),8.5,-101,8.5,-110,R,Marcus Stroman,401962MSTROMAN-R,1,Game 44
44,2018-04-01,964,H,TAM,JFARIA-R,1,105,-114.0,+1.5(-184),8.0,-110,8.5,-119,R,Jake Faria,401964JFARIA-R,1,Game 45
45,2018-04-01,968,H,TEX,MMINOR-L,2,140,140.0,+1.5(-115),9.5,-101,9.5,-122,L,Mike Minor,401968MMINOR-L,1,Game 46
46,2018-04-01,970,H,OAK,DGOSSETT-R,4,109,111.0,+1.5(-148),9.5,-120,9.0,-109,,,401970DGOSSETT-R,3,Game 47
47,2018-04-01,972,H,SEA,MLEAKE-R,5,125,130.0,+1.5(-135),8.5,-120,7.5,105,R,Mike Leake,401972MLEAKE-R,2,Game 48
48,2018-04-01,974,H,DET,MFULMER-R,0,-109,-111.0,-1.5(+176),8.5,-110,8.5,-115,R,Michael Fulmer,401974MFULMER-R,0,Game 49
49,2018-04-01,976,H,DET,RCARPENTER-L,6,-105,111.0,+1.5(-149),9.0,-121,8.5,-105,,,401976RCARPENTER-L,3,Game 50
50,2018-04-02,902,H,MIL,ZDAVIES-R,4,-130,-111.0,-1.5(+172),9.0,-110,9.5,-119,R,Zach Davies,402902ZDAVIES-R,2,Game 51
51,2018-04-02,904,H,CIN,TMAHLE-R,1,125,125.0,+1.5(-135),9.0,-110,8.5,-110,R,Tyler Mahle,402904TMAHLE-R,1,Game 52
52,2018-04-02,908,H,ATL,SNEWCOMB-L,1,115,111.0,+1.5(-155),9.5,-119,9.0,-103,L,Sean Newcomb,402908SNEWCOMB-L,1,Game 53
53,2018-04-02,910,H,ARI,TWALKER-R,8,105,-101.0,+1.5(-167),9.0,-101,9.0,-120,,,402910TWALKER-R,3,Game 54
54,2018-04-02,912,H,SDG,BMITCHELL-R,4,110,-111.0,-1.5(+184),8.5,-110,8.0,-115,R,Bryan Mitchell,402912BMITCHELL-R,2,Game 55
55,2018-04-02,916,H,DET,FLIRIANO-L,6,-108,-111.0,-1.5(+176),9.5,-119,8.5,-105,L,Francisco Liriano,402916FLIRIANO-L,5,Game 56
56,2018-04-02,918,H,TOR,JGARCIA-L,4,-140,-175.0,-1.5(+110),9.5,-119,9.0,-103,L,Jaime Garcia,402918JGARCIA-L,0,Game 57
57,2018-04-02,920,H,HOU,CMORTON-R,6,-210,-228.0,-1.5(-109),9.0,-101,9.5,-105,R,Charlie Morton,402920CMORTON-R,4,Game 58
58,2018-04-02,922,H,OAK,ATRIGGS-R,3,-130,-167.0,-1.5(+118),9.0,100,9.0,105,R,Andrew Triggs,402922ATRIGGS-R,1,Game 59
59,2018-04-02,924,H,LAA,JRAMIREZ-R,0,120,101.0,+1.5(-165),9.0,-120,8.0,-101,,,402924JRAMIREZ-R,0,Game 60
60,2018-04-02,926,H,PIT,JTAILLON-R,5,-108,-146.0,-1.5(+151),8.5,-115,7.5,-110,R,Jameson Taillon,402926JTAILLON-R,5,Game 61
61,2018-04-02,928,H,MIA,TRICHARDS-R,3,150,118.0,+1.5(-146),9.0,-110,8.5,-101,R,Trevor Richards,402928TRICHARDS-R,1,Game 62
62,2018-04-03,954,H,NYM,MHARVEY-R,2,-113,-126.0,-1.5(+163),8.0,-110,7.5,-110,R,Matt Harvey,403954MHARVEY-R,0,Game 63
63,2018-04-03,956,H,ATL,JTEHERAN-R,13,105,114.0,+1.5(-140),9.0,-110,9.5,100,R,Julio Teheran,403956JTEHERAN-R,11,Game 64
64,2018-04-03,958,H,MIL,CANDERSON-R,5,-140,-108.0,-1.5(+176),9.0,100,9.5,-124,R,Chase Anderson,403958CANDERSON-R,1,Game 65
65,2018-04-03,960,H,ARI,ZGODLEY-R,6,155,153.0,+1.5(-120),7.5,-110,7.5,-120,R,Zack Godley,403960ZGODLEY-R,2,Game 66
66,2018-04-03,962,H,SDG,TROSS-R,8,112,102.0,+1.5(-180),8.5,-115,8.0,-110,R,Tyson Ross,403962TROSS-R,2,Game 67
67,2018-04-03,964,H,DET,MBOYD-L,0,105,-112.0,-1.5(+167),9.0,100,8.5,-115,L,Matthew Boyd,403964MBOYD-L,0,Game 68
68,2018-04-03,966,H,TOR,JHAPP-L,14,-165,-185.0,-1.5(+110),9.0,-110,9.0,-105,L,J.A. Happ,403966JHAPP-L,6,Game 69
69,2018-04-03,968,H,HOU,JVERLANDER-R,10,-255,-250.0,-1.5(-130),9.0,-120,9.0,-120,R,Justin Verlander,403968JVERLANDER-R,3,Game 70
70,2018-04-03,970,H,OAK,KGRAVEMAN-R,1,-107,-132.0,-1.5(+155),8.5,101,9.0,-110,R,Kendall Graveman,403970KGRAVEMAN-R,1,Game 71
71,2018-04-03,972,H,LAA,GRICHARDS-R,13,-120,-133.0,-1.5(+148),8.5,-120,8.0,-110,R,Garrett Richards,403972GRICHARDS-R,11,Game 72
72,2018-04-03,974,H,SFO,TBLACH-L,4,-130,-115.0,-1.5(+176),8.5,-120,8.0,105,L,Ty Blach,403974TBLACH-L,1,Game 73
73,2018-04-03,976,H,MIA,JURENA-R,2,230,235.0,+1.5(+130),7.5,-120,7.5,-133,R,Jose Urena,403976JURENA-R,1,Game 74
74,2018-04-03,978,H,NYY,JMONTGOMERY-L,11,-160,-185.0,-1.5(+125),8.5,-120,7.0,100,L,Jordan Montgomery,403978JMONTGOMERY-L,4,Game 75
75,2018-04-04,902,H,ATL,MFOLTYNEWICZ-R,7,175,184.0,+1.5(+114),8.0,-110,8.0,-110,R,Mike Foltynewicz,404902MFOLTYNEWICZ-R,5,Game 76
76,2018-04-04,904,H,NYM,NSYNDERGAARD-R,4,-156,-146.0,-1.5(+144),7.0,-130,7.0,-124,R,Noah Syndergaard,404904NSYNDERGAARD-R,2,Game 77
77,2018-04-04,906,H,ARI,PCORBIN-L,3,115,116.0,+1.5(-140),8.5,-105,8.0,-119,L,Patrick Corbin,404906PCORBIN-L,3,Game 78
78,2018-04-04,908,H,MIL,JCHACIN-R,0,110,-105.0,+1.5(-165),9.0,-105,9.5,-120,R,Jhoulys Chacin,404908JCHACIN-R,0,Game 79
79,2018-04-04,910,H,SDG,CRICHARD-L,2,113,116.0,+1.5(-155),7.5,-110,7.0,-110,L,Clayton Richard,404910CRICHARD-L,0,Game 80
80,2018-04-04,912,H,NYY,LSEVERINO-R,7,-235,-267.0,-1.5(-135),8.0,-120,8.5,-116,R,Luis Severino,404912LSEVERINO-R,7,Game 81
81,2018-04-04,916,H,HOU,DKEUCHEL-L,3,-205,-166.0,-1.5(+120),8.5,-110,8.0,-118,L,Dallas Keuchel,404916DKEUCHEL-L,1,Game 82
82,2018-04-04,918,H,LAA,TSKAGGS-L,3,140,135.0,+1.5(-125),7.5,-120,7.0,-101,L,Tyler Skaggs,404918TSKAGGS-L,2,Game 83
83,2018-04-04,920,H,TOR,ASANCHEZ-R,3,-205,-223.0,-1.5(-116),9.0,-115,9.5,-105,R,Aaron Sanchez,404920ASANCHEZ-R,1,Game 84
84,2018-04-04,922,H,OAK,SMANAEA-L,6,-150,-160.0,-1.5(+130),8.5,-105,8.5,-103,L,Sean Manaea,404922SMANAEA-L,5,Game 85
85,2018-04-04,924,H,PIT,INOVA-R,3,-108,-121.0,-1.5(+176),8.0,100,8.0,-121,R,Ivan Nova,404924INOVA-R,3,Game 86
86,2018-04-04,926,H,SFO,JCUETO-R,10,-137,-140.0,-1.5(+155),7.0,105,7.5,-116,R,Johnny Cueto,404926JCUETO-R,9,Game 87
87,2018-04-05,952,H,WAS,SSTRASBURG-R,2,-160,-155.0,-1.5(+144),7.5,-120,7.0,-125,R,Stephen Strasburg,405952SSTRASBURG-R,2,Game 88
88,2018-04-05,954,H,PHI,NPIVETTA-R,5,-160,-145.0,-1.5(+140),9.0,-120,8.0,-103,R,Nick Pivetta,405954NPIVETTA-R,3,Game 89
89,2018-04-05,956,H,SDG,JLUCCHESI-L,1,110,-109.0,+1.5(-176),8.5,-110,7.5,-110,L,Joey Lucchesi,405956JLUCCHESI-L,0,Game 90
90,2018-04-05,958,H,PIT,SBRAULT-L,5,-130,-162.0,-1.5(+129),8.5,-101,8.0,-101,L,Steven Brault,405958SBRAULT-L,5,Game 91
91,2018-04-05,960,H,STL,AWAINWRIGHT-R,1,-115,-111.0,-1.5(+176),8.0,-110,8.0,-101,R,Adam Wainwright,405960AWAINWRIGHT-R,1,Game 92
92,2018-04-05,962,H,MIL,BSUTER-L,0,120,-101.0,+1.5(-170),9.0,-110,9.0,-119,L,Brent Suter,405962BSUTER-L,0,Game 93
93,2018-04-05,964,H,BOS,DPRICE-L,3,-245,-230.0,-1.5(-119),8.5,-110,9.0,-125,L,David Price,405964DPRICE-L,0,Game 94
94,2018-04-05,966,H,OAK,DMENGDEN-R,3,-135,-155.0,-1.5(+126),9.5,-114,9.0,-104,R,Daniel Mengden,405966DMENGDEN-R,2,Game 95
95,2018-04-05,968,H,MIN,KGIBSON-R,4,109,-105.0,+1.5(-175),8.5,-110,7.5,-110,R,Kyle Gibson,405968KGIBSON-R,0,Game 96
96,2018-04-05,970,H,CWS,JSHIELDS-R,7,-130,-119.0,-1.5(+155),9.5,-110,8.5,-105,R,James Shields,405970JSHIELDS-R,6,Game 97
97,2018-04-05,972,H,NYY,MTANAKA-R,2,-245,-265.0,-1.5(-150),9.0,-105,8.5,-101,R,Masahiro Tanaka,405972MTANAKA-R,0,Game 98
98,2018-04-06,902,H,COL,GMARQUEZ-R,3,-140,-152.0,-1.5(+135),11.0,-110,9.0,-102,R,German Marquez,406902GMARQUEZ-R,3,Game 99
99,2018-04-06,904,H,PIT,TWILLIAMS-R,14,-130,111.0,+1.5(-156),8.0,-119,8.0,-105,R,Trevor Williams,406904TWILLIAMS-R,4,Game 100
100,2018-04-06,906,H,MIL,BWOODRUFF-R,5,135,116.0,+1.5(-142),9.0,-101,8.5,-110,,,406906BWOODRUFF-R,4,Game 101
101,2018-04-06,910,H,CLE,CCARRASCO-R,3,-210,-233.0,-1.5(-115),7.5,-101,7.0,100,R,Carlos Carrasco,406910CCARRASCO-R,3,Game 102
102,2018-04-06,912,H,NYY,CSABATHIA-L,3,-185,-181.0,-1.5(-102),9.5,-119,9.5,-119,L,CC Sabathia,406912CSABATHIA-L,2,Game 103
103,2018-04-06,914,H,TEX,MMOORE-L,5,110,106.0,+1.5(-154),10.0,-115,10.0,-110,L,Matt Moore,406914MMOORE-L,0,Game 104
104,2018-04-06,916,H,LAA,PBRIDWELL-R,13,-155,-131.0,-1.5(+151),9.0,-101,9.0,-116,,,406916PBRIDWELL-R,7,Game 105
105,2018-04-06,918,H,HOU,LMCCULLERSJR.-R,1,-280,-288.0,-1.5(-146),8.5,-115,8.5,-106,R,Lance McCullers Jr.,406918LMCCULLERSJR.-R,1,Game 106
106,2018-04-07,952,H,WAS,GGONZALEZ-L,2,-160,-155.0,-1.5(+135),8.5,-110,8.0,-110,L,Gio Gonzalez,407952GGONZALEZ-L,1,Game 107
107,2018-04-07,954,H,STL,MWACHA-R,5,105,-109.0,+1.5(-187),7.5,-101,7.5,-126,R,Michael Wacha,407954MWACHA-R,5,Game 108
108,2018-04-07,956,H,SFO,CSTRATTON-R,7,145,111.0,+1.5(-149),7.5,-110,8.0,-105,R,Chris Stratton,407956CSTRATTON-R,3,Game 109
109,2018-04-07,958,H,MIL,ZDAVIES-R,2,130,118.0,+1.5(-140),9.0,-119,9.0,-121,R,Zach Davies,407958ZDAVIES-R,1,Game 110
110,2018-04-07,960,H,PHI,VVELASQUEZ-R,20,-145,-175.0,-1.5(+125),8.5,-101,8.5,-115,R,Vince Velasquez,407960VVELASQUEZ-R,17,Game 111
111,2018-04-07,962,H,PIT,CKUHL-R,4,-140,-131.0,-1.5(+160),8.5,-119,8.0,-123,R,Chad Kuhl,407962CKUHL-R,4,Game 112
112,2018-04-07,964,H,COL,CBETTIS-R,3,-155,-146.0,-1.5(+130),11.5,-119,11.0,-110,R,Chad Bettis,407964CBETTIS-R,2,Game 113
113,2018-04-07,966,H,NYY,SGRAY-R,8,-220,-235.0,-1.5(-129),9.5,-119,9.5,-113,R,Sonny Gray,407966SGRAY-R,3,Game 114
114,2018-04-07,968,H,BOS,RPORCELLO-R,10,-175,-170.0,-1.5(+115),8.5,-101,9.0,-124,R,Rick Porcello,407968RPORCELLO-R,8,Game 115
115,2018-04-07,970,H,CWS,LGIOLITO-R,1,-108,-119.0,-1.5(+170),8.5,-115,8.0,-104,R,Lucas Giolito,407970LGIOLITO-R,0,Game 116
116,2018-04-07,972,H,MIN,JBERRIOS-R,4,-150,-164.0,-1.5(+125),8.5,-110,8.0,-113,R,Jose Berrios,407972JBERRIOS-R,0,Game 117
117,2018-04-07,974,H,CLE,TBAUER-R,0,-210,-245.0,-1.5(-111),8.0,-110,7.5,-110,R,Trevor Bauer,407974TBAUER-R,0,Game 118
118,2018-04-07,976,H,TEX,MMINOR-L,5,115,111.0,+1.5(-145),9.5,-110,8.5,-119,L,Mike Minor,407976MMINOR-L,5,Game 119
119,2018-04-07,978,H,LAA,JRAMIREZ-R,3,-131,-114.0,-1.5(+172),8.5,-101,9.0,-120,,,407978JRAMIREZ-R,2,Game 120
120,2018-04-07,980,H,HOU,GCOLE-R,1,-270,-325.0,-1.5(-165),8.5,-110,9.0,-119,R,Gerrit Cole,407980GCOLE-R,0,Game 121
121,2018-04-08,902,H,PIT,JTAILLON-R,5,-150,-155.0,-1.5(+144),7.5,-110,7.5,-108,R,Jameson Taillon,408902JTAILLON-R,5,Game 122
122,2018-04-08,904,H,PHI,JARRIETA-R,3,-185,-200.0,-1.5(+102),7.5,-101,8.0,-114,R,Jake Arrieta,408904JARRIETA-R,3,Game 123
123,2018-04-08,906,H,MIL,CANDERSON-R,0,115,104.0,+1.5(-160),8.5,-109,8.5,-109,R,Chase Anderson,408906CANDERSON-R,0,Game 124
124,2018-04-08,908,H,STL,LWEAVER-R,1,-145,-165.0,-1.5(+135),8.0,-119,7.5,-112,R,Luke Weaver,408908LWEAVER-R,1,Game 125
125,2018-04-08,910,H,COL,KFREELAND-L,0,-140,-155.0,-1.5(+120),11.5,-115,11.0,-115,L,Kyle Freeland,408910KFREELAND-L,0,Game 126
126,2018-04-08,912,H,SFO,TBLACH-L,1,175,215.0,+1.5(+125),7.0,-119,8.0,-114,L,Ty Blach,408912TBLACH-L,0,Game 127
127,2018-04-08,914,H,WAS,TROARK-R,5,-145,-187.0,-1.5(+110),8.0,-105,8.0,-110,R,Tanner Roark,408914TROARK-R,4,Game 128
128,2018-04-08,916,H,NYY,JMONTGOMERY-L,7,-200,-185.0,-1.5(+101),9.5,-119,8.5,-106,L,Jordan Montgomery,408916JMONTGOMERY-L,6,Game 129
129,2018-04-08,918,H,BOS,ERODRIGUEZ-L,8,-220,-200.0,-1.5(-101),9.5,-115,8.0,-107,L,Eduardo Rodriguez,408918ERODRIGUEZ-L,2,Game 130
130,2018-04-08,920,H,CLE,MCLEVINGER-R,3,-210,-214.0,-1.5(-110),8.0,-110,7.5,-106,R,Mike Clevinger,408920MCLEVINGER-R,0,Game 131
131,2018-04-08,922,H,CWS,RLOPEZ-R,0,-145,-175.0,-1.5(+110),9.0,-110,8.0,-110,R,Reynaldo Lopez,408922RLOPEZ-R,0,Game 132
132,2018-04-08,926,H,TEX,CHAMELS-L,4,-120,102.0,+1.5(-160),9.5,-119,9.0,-115,L,Cole Hamels,408926CHAMELS-L,1,Game 133
133,2018-04-08,928,H,LAA,SOHTANI-R,6,-175,-190.0,-1.5(-101),8.5,-105,9.0,-110,R,Shohei Ohtani,408928SOHTANI-R,5,Game 134
134,2018-04-08,930,H,HOU,CMORTON-R,4,-250,-277.0,-1.5(-140),8.5,-101,8.5,-118,R,Charlie Morton,408930CMORTON-R,3,Game 135
135,2018-04-09,954,H,PHI,BLIVELY-R,6,-155,-131.0,-1.5(+151),8.5,-110,9.0,-117,R,Ben Lively,409954BLIVELY-R,5,Game 136
136,2018-04-09,956,H,WAS,MSCHERZER-R,2,-240,-254.0,-1.5(-127),7.5,-119,7.5,-110,R,Max Scherzer,409956MSCHERZER-R,2,Game 137
137,2018-04-09,958,H,STL,MMIKOLAS-R,4,-145,-148.0,-1.5(+152),8.5,-110,8.0,-117,R,Miles Mikolas,409958MMIKOLAS-R,3,Game 138
138,2018-04-09,960,H,MIA,JURENA-R,2,195,205.0,+1.5(+127),7.5,-110,7.5,-119,R,Jose Urena,409960JURENA-R,1,Game 139
139,2018-04-09,962,H,COL,JGRAY-R,6,-200,-190.0,-1.5(-105),10.5,-101,9.5,-109,R,Jon Gray,409962JGRAY-R,4,Game 140
140,2018-04-09,964,H,SFO,DHOLLAND-L,1,120,-105.0,-1.5(+192),8.5,-119,8.0,-126,L,Derek Holland,409964DHOLLAND-L,0,Game 141
141,2018-04-09,966,H,CLE,CKLUBER-R,2,-180,-305.0,-1.5(-130),8.5,-119,6.5,-106,R,Corey Kluber,409966CKLUBER-R,2,Game 142
142,2018-04-09,968,H,BAL,DBUNDY-R,1,-135,-117.0,-1.5(+184),8.5,-105,7.5,-101,R,Dylan Bundy,409968DBUNDY-R,1,Game 143
143,2018-04-09,970,H,TEX,DFISTER-R,3,115,121.0,+1.5(-137),9.5,100,9.0,100,R,Doug Fister,409970DFISTER-R,1,Game 144
144,2018-04-09,972,H,CWS,MGONZALEZ-R,4,109,125.0,+1.5(-135),8.5,-110,7.0,-101,,,409972MGONZALEZ-R,3,Game 145
145,2018-04-09,974,H,MIN,LLYNN-R,0,145,130.0,+1.5(-130),8.5,-110,8.0,-119,R,Lance Lynn,409974LLYNN-R,0,Game 146
146,2018-04-09,976,H,KAN,JJUNIS-R,10,-115,-105.0,+1.5(-175),8.5,-126,7.5,-115,R,Jakob Junis,409976JJUNIS-R,9,Game 147
147,2018-04-10,902,H,WAS,SSTRASBURG-R,4,-230,-240.0,-1.5(-110),7.5,-110,7.0,100,R,Stephen Strasburg,410902SSTRASBURG-R,3,Game 148
148,2018-04-10,904,H,PHI,ANOLA-R,6,-175,-195.0,-1.5(+105),8.0,-105,7.5,-105,R,Aaron Nola,410904ANOLA-R,0,Game 149
149,2018-04-10,906,H,MIA,CSMITH-L,6,175,174.0,+1.5(-105),8.0,-120,8.0,-127,L,Caleb Smith,410906CSMITH-L,4,Game 150
150,2018-04-10,908,H,STL,CMARTINEZ-R,5,-155,-163.0,-1.5(+130),8.0,-115,7.5,101,R,Carlos Martinez,410908CMARTINEZ-R,0,Game 151
151,2018-04-10,910,H,COL,TANDERSON-L,2,-175,-150.0,-1.5(+120),10.0,-101,10.5,-110,L,Tyler Anderson,410910TANDERSON-L,2,Game 152
152,2018-04-10,912,H,SFO,TBEEDE-R,5,-120,-102.0,+1.5(-170),7.0,100,7.5,-115,,,410912TBEEDE-R,0,Game 153
153,2018-04-10,914,H,CWS,CFULMER-R,5,-115,100.0,+1.5(-165),8.0,-110,8.5,-115,R,Carson Fulmer,410914CFULMER-R,1,Game 154
154,2018-04-10,916,H,CLE,JTOMLIN-R,2,-200,-212.0,-1.5(-105),8.5,-119,8.5,-120,R,Josh Tomlin,410916JTOMLIN-R,1,Game 155
155,2018-04-10,918,H,BAL,ACASHNER-R,1,105,120.0,+1.5(-140),8.5,-101,9.0,-115,R,Andrew Cashner,410918ACASHNER-R,0,Game 156
156,2018-04-10,920,H,BOS,CSALE-L,14,-145,-132.0,-1.5(+160),7.5,-120,7.0,-135,L,Chris Sale,410920CSALE-L,5,Game 157
157,2018-04-10,922,H,TEX,MPEREZ-L,1,120,128.0,+1.5(-125),9.5,-110,10.0,-110,L,Martin Perez,410922MPEREZ-L,1,Game 158
158,2018-04-10,924,H,MIN,JODORIZZI-R,4,120,143.0,+1.5(-115),8.0,-119,8.0,102,R,Jake Odorizzi,410924JODORIZZI-R,3,Game 159
159,2018-04-10,926,H,KAN,ESKOGLUND-L,3,120,-105.0,+1.5(-175),8.5,-119,8.5,-110,L,Eric Skoglund,410926ESKOGLUND-L,2,Game 160
160,2018-04-10,928,H,LAD,HRYU-L,4,-150,-123.0,-1.5(+166),7.5,-105,8.5,-115,L,Hyun-Jin Ryu,410928HRYU-L,2,Game 161
161,2018-04-10,930,H,CUB,TCHATWOOD-R,5,-145,-147.0,-1.5(+145),8.0,-120,9.0,-110,R,Tyler Chatwood,410930TCHATWOOD-R,2,Game 162
