,Date,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
0,2018-05-01,BAL,2.1,12,3.9,7.7,0.5,0.0,8.3%,16.7%,-8.3%,.300,2.14,.333,80.0%,4.88,7.71
1,2018-05-01,ARI,4.0,16,9.0,9.0,1.0,0.0,25.0%,25.0%,0.0%,.000,1.00,.000,100.0%,4.16,7.05
2,2018-05-01,CHW,2.1,13,3.9,7.7,0.5,3.9,7.7%,15.4%,-7.7%,.500,3.00,.444,89.3%,10.45,7.00
3,2018-05-01,SDP,3.0,13,3.0,6.0,0.5,0.0,7.7%,15.4%,-7.7%,.182,1.33,.200,75.0%,4.49,6.70
4,2018-05-01,SFG,2.0,7,4.5,0.0,1.0,4.5,14.3%,0.0%,14.3%,.143,0.50,.000,100.0%,8.66,5.46
5,2018-05-01,MIN,5.0,25,10.8,9.0,1.2,1.8,24.0%,20.0%,4.0%,.263,2.00,.308,58.1%,6.36,5.41
6,2018-05-01,WSN,2.2,14,10.1,3.4,3.0,3.4,21.4%,7.1%,14.3%,.385,2.25,.444,87.0%,6.91,5.13
7,2018-05-01,MIL,3.2,18,4.9,4.9,1.0,2.5,11.1%,11.1%,0.0%,.333,1.91,.308,89.3%,7.25,5.06
8,2018-05-01,KCR,7.0,28,6.4,1.3,5.0,1.3,17.9%,3.6%,14.3%,.192,0.86,.200,53.6%,4.45,4.48
9,2018-05-01,LAA,2.2,11,3.4,0.0,1.0,0.0,9.1%,0.0%,9.1%,.273,1.13,.300,33.3%,2.41,4.27
10,2018-05-01,ATL,3.0,13,12.0,3.0,4.0,0.0,30.8%,7.7%,23.1%,.250,1.33,.375,75.0%,1.49,4.25
11,2018-05-01,PIT,3.1,18,8.1,5.4,1.5,0.0,16.7%,11.1%,5.6%,.375,2.40,.462,25.0%,3.16,4.15
12,2018-05-01,MIA,4.0,18,13.5,4.5,3.0,0.0,33.3%,11.1%,22.2%,.200,1.25,.333,100.0%,2.41,4.06
13,2018-05-01,LAD,2.0,12,13.5,9.0,1.5,0.0,25.0%,16.7%,8.3%,.400,3.00,.571,66.7%,3.16,3.99
14,2018-05-01,TBR,2.0,8,4.5,4.5,1.0,0.0,12.5%,12.5%,0.0%,.143,1.00,.167,100.0%,3.66,3.66
15,2018-05-01,BOS,6.0,29,7.5,1.5,5.0,3.0,17.2%,3.5%,13.8%,.370,1.83,.381,73.2%,6.33,3.65
16,2018-05-01,STL,4.0,14,9.0,2.3,4.0,0.0,28.6%,7.1%,21.4%,.077,0.50,.111,100.0%,1.91,3.56
17,2018-05-01,OAK,3.1,15,10.8,5.4,2.0,0.0,26.7%,13.3%,13.3%,.250,1.50,.333,60.0%,2.56,3.55
18,2018-05-01,NYM,3.0,13,6.0,0.0,2.0,0.0,15.4%,0.0%,15.4%,.385,1.67,.455,100.0%,1.83,3.48
19,2018-05-01,TOR,5.0,15,5.4,0.0,3.0,0.0,20.0%,0.0%,20.0%,.067,0.20,.083,100.0%,1.96,3.28
20,2018-05-01,TEX,5.1,23,5.1,1.7,3.0,1.7,13.0%,4.3%,8.7%,.318,1.50,.333,60.6%,5.04,3.22
21,2018-05-01,PHI,3.1,15,10.8,2.7,4.0,0.0,26.7%,6.7%,20.0%,.286,1.50,.400,80.0%,1.66,3.15
22,2018-05-01,HOU,1.0,7,9.0,0.0,1.0,9.0,14.3%,0.0%,14.3%,.571,4.00,.600,0.0%,14.16,2.81
23,2018-05-01,COL,2.0,7,13.5,4.5,3.0,0.0,42.9%,14.3%,28.6%,.000,0.50,.000,100.0%,1.66,2.49
24,2018-05-01,SEA,3.0,12,18.0,6.0,3.0,0.0,50.0%,16.7%,33.3%,.100,1.00,.250,100.0%,1.16,2.26
25,2018-05-01,CLE,5.1,26,15.2,1.7,9.0,5.1,34.6%,3.9%,30.8%,.333,1.69,.417,86.2%,8.22,2.15
26,2018-05-01,CHC,1.1,4,13.5,0.0,2.0,0.0,50.0%,0.0%,50.0%,.000,0.00,.000,100.0%,0.16,1.40
27,2018-05-01,CIN,4.0,14,13.5,2.3,6.0,2.3,42.9%,7.1%,35.7%,.231,1.00,.333,76.9%,4.16,1.32
28,2018-05-01,NYY,8.0,30,14.6,1.1,13.0,0.0,43.3%,3.3%,40.0%,.207,0.88,.375,100.0%,0.29,1.32
29,2018-05-01,DET,3.0,9,15.0,0.0,5.0,0.0,55.6%,0.0%,55.6%,.111,0.33,.250,100.0%,-0.17,-0.17
0,2018-05-02,SEA,2.0,9,0.0,0.0,0.0,9.0,0.0%,0.0%,0.0%,.333,1.50,.143,0.0%,16.16,8.94
1,2018-05-02,TOR,1.0,8,18.0,18.0,1.0,0.0,25.0%,25.0%,0.0%,.600,5.00,.750,60.0%,5.16,8.46
2,2018-05-02,COL,2.0,8,4.5,4.5,1.0,0.0,12.5%,12.5%,0.0%,.143,1.00,.167,100.0%,3.66,6.96
3,2018-05-02,BAL,3.2,17,9.8,9.8,1.0,2.5,23.5%,23.5%,0.0%,.167,1.64,.125,65.2%,7.80,6.50
4,2018-05-02,SDP,4.0,18,4.5,0.0,2.0,0.0,11.1%,0.0%,11.1%,.353,1.50,.375,66.7%,2.16,6.29
5,2018-05-02,CHW,1.2,5,0.0,5.4,0.0,0.0,0.0%,20.0%,-20.0%,.000,0.60,.000,100.0%,4.96,5.95
6,2018-05-02,MIL,3.0,11,0.0,6.0,0.0,0.0,0.0%,18.2%,-18.2%,.111,1.00,.111,100.0%,5.16,5.71
7,2018-05-02,CLE,2.0,8,4.5,4.5,1.0,0.0,12.5%,12.5%,0.0%,.286,1.50,.333,66.7%,3.66,5.31
8,2018-05-02,TEX,4.0,17,9.0,0.0,4.0,4.5,23.5%,0.0%,23.5%,.250,1.00,.200,100.0%,8.41,5.21
9,2018-05-02,NYM,5.0,24,7.2,0.0,4.0,5.4,16.7%,0.0%,16.7%,.375,1.80,.353,41.7%,9.36,5.19
10,2018-05-02,ARI,3.0,11,3.0,0.0,1.0,0.0,9.1%,0.0%,9.1%,.111,0.33,.111,50.0%,3.49,5.15
11,2018-05-02,LAA,3.0,17,12.0,9.0,1.3,0.0,23.5%,17.6%,5.9%,.385,2.67,.500,25.0%,3.49,5.15
12,2018-05-02,PHI,1.2,5,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0%,.200,0.60,.200,100.0%,3.16,5.14
13,2018-05-02,CHC,4.2,24,5.8,3.9,1.5,1.9,12.5%,8.3%,4.2%,.364,2.14,.389,58.1%,5.95,4.93
14,2018-05-02,MIA,2.0,11,4.5,0.0,1.0,0.0,9.1%,0.0%,9.1%,.500,2.50,.500,20.0%,2.16,4.64
15,2018-05-02,SFG,4.0,19,11.3,6.8,1.7,0.0,26.3%,15.8%,10.5%,.250,1.75,.364,85.7%,2.91,4.56
16,2018-05-02,WSN,2.0,8,4.5,4.5,1.0,0.0,12.5%,12.5%,0.0%,.286,1.50,.333,100.0%,3.66,4.49
17,2018-05-02,TBR,4.1,17,8.3,0.0,4.0,0.0,23.5%,0.0%,23.5%,.235,0.92,.308,75.0%,1.31,4.36
18,2018-05-02,HOU,2.0,10,9.0,4.5,2.0,0.0,20.0%,10.0%,10.0%,.333,2.00,.429,75.0%,2.66,4.31
19,2018-05-02,PIT,3.1,14,13.5,2.7,5.0,0.0,35.7%,7.1%,28.6%,.231,1.20,.375,75.0%,1.06,3.54
20,2018-05-02,LAD,7.2,30,10.6,3.5,3.0,0.0,30.0%,10.0%,20.0%,.185,1.04,.278,87.5%,1.99,3.50
21,2018-05-02,KCR,1.1,4,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,3.16,3.16
22,2018-05-02,OAK,2.2,14,13.5,6.7,2.0,0.0,28.6%,14.3%,14.3%,.333,2.25,.500,100.0%,2.41,3.03
23,2018-05-02,DET,6.0,20,9.0,3.0,3.0,0.0,30.0%,10.0%,20.0%,.111,0.67,.167,100.0%,2.16,2.71
24,2018-05-02,STL,1.2,7,10.8,5.4,2.0,0.0,28.6%,14.3%,14.3%,.200,1.20,.250,50.0%,2.56,2.56
25,2018-05-02,ATL,2.0,7,9.0,0.0,2.0,0.0,28.6%,0.0%,28.6%,.143,0.50,.200,100.0%,1.16,1.99
26,2018-05-02,MIN,3.1,11,10.8,0.0,4.0,0.0,36.4%,0.0%,36.4%,.182,0.60,.286,100.0%,0.76,1.75
27,2018-05-02,CIN,3.0,13,12.0,0.0,4.0,0.0,30.8%,0.0%,30.8%,.231,1.00,.333,66.7%,0.49,1.60
28,2018-05-02,BOS,3.0,12,21.0,0.0,7.0,3.0,58.3%,0.0%,58.3%,.182,0.67,.333,100.0%,3.83,0.04
0,2018-05-03,NYM,4.1,20,4.2,6.2,0.7,2.1,10.0%,15.0%,-5.0%,.250,1.62,.214,35.7%,7.31,7.75
1,2018-05-03,WSN,3.1,14,2.7,0.0,1.0,0.0,7.1%,0.0%,7.1%,.154,0.60,.167,66.7%,3.46,6.93
2,2018-05-03,CLE,7.1,40,9.8,9.8,1.0,2.5,20.0%,20.0%,0.0%,.323,2.45,.381,67.9%,8.21,6.69
3,2018-05-03,TOR,11.1,57,8.7,8.7,1.0,0.8,19.3%,19.3%,0.0%,.341,2.29,.424,58.6%,5.54,6.15
4,2018-05-03,PIT,2.1,8,3.9,3.9,1.0,0.0,12.5%,12.5%,0.0%,.000,0.43,.000,100.0%,3.59,5.71
5,2018-05-03,DET,4.0,21,6.8,4.5,1.5,2.3,14.3%,9.5%,4.8%,.389,2.25,.400,52.6%,6.41,5.64
6,2018-05-03,LAD,4.0,16,2.3,0.0,1.0,0.0,6.3%,0.0%,6.3%,.133,0.50,.143,66.7%,3.41,5.06
7,2018-05-03,ARI,3.0,15,9.0,6.0,1.5,0.0,20.0%,13.3%,6.7%,.364,2.00,.444,42.9%,4.16,4.71
8,2018-05-03,BAL,7.0,29,9.0,2.6,3.5,0.0,24.1%,6.9%,17.2%,.308,1.43,.421,54.5%,2.45,3.39
9,2018-05-03,TEX,3.0,13,6.0,3.0,2.0,0.0,15.4%,7.7%,7.7%,.167,1.00,.200,33.3%,2.83,3.38
10,2018-05-03,OAK,2.0,7,4.5,0.0,1.0,0.0,14.3%,0.0%,14.3%,.143,0.50,.167,100.0%,2.16,2.99
11,2018-05-03,NYY,3.0,14,12.0,0.0,4.0,3.0,28.6%,0.0%,28.6%,.286,1.33,.333,76.9%,4.83,2.70
12,2018-05-03,BOS,4.1,19,10.4,2.1,5.0,2.1,26.3%,5.3%,21.1%,.278,1.38,.333,87.0%,4.55,2.69
13,2018-05-03,CHW,2.1,9,11.6,0.0,3.0,0.0,33.3%,0.0%,33.3%,.125,0.43,.200,100.0%,1.88,2.58
14,2018-05-03,KCR,4.1,19,10.4,0.0,5.0,0.0,26.3%,0.0%,26.3%,.368,1.62,.500,85.7%,0.85,2.38
15,2018-05-03,SEA,5.0,17,10.8,0.0,6.0,1.8,35.3%,0.0%,35.3%,.176,0.60,.200,100.0%,3.36,2.08
16,2018-05-03,MIN,3.1,11,16.2,0.0,6.0,2.7,54.5%,0.0%,54.5%,.100,0.30,.000,100.0%,4.36,1.95
17,2018-05-03,LAA,3.0,12,9.0,0.0,3.0,0.0,25.0%,0.0%,25.0%,.333,1.33,.444,75.0%,1.16,1.71
18,2018-05-03,HOU,2.0,10,18.0,4.5,4.0,0.0,40.0%,10.0%,30.0%,.333,2.00,.600,25.0%,0.66,1.49
19,2018-05-03,ATL,2.0,8,18.0,4.5,4.0,0.0,50.0%,12.5%,37.5%,.143,1.00,.333,100.0%,0.66,1.49
0,2018-05-04,CLE,1.2,12,5.4,21.6,0.3,0.0,8.3%,33.3%,-25.0%,.375,4.20,.429,71.4%,9.16,11.14
1,2018-05-04,DET,1.0,7,0.0,9.0,0.0,0.0,0.0%,14.3%,-14.3%,.600,4.00,.500,25.0%,6.16,11.12
2,2018-05-04,MIL,4.0,17,2.3,4.5,0.5,2.3,5.9%,11.8%,-5.9%,.214,1.25,.167,100.0%,8.16,6.98
3,2018-05-04,COL,3.0,18,12.0,9.0,1.3,3.0,22.2%,16.7%,5.6%,.400,3.00,.500,52.6%,7.83,6.25
4,2018-05-04,KCR,3.0,12,3.0,3.0,1.0,0.0,8.3%,8.3%,0.0%,.273,1.33,.300,50.0%,3.49,5.70
5,2018-05-04,MIA,4.0,17,9.0,6.8,1.3,0.0,23.5%,17.6%,5.9%,.143,1.25,.200,100.0%,3.41,5.06
6,2018-05-04,ATL,4.0,16,6.8,4.5,1.5,4.5,18.8%,12.5%,6.3%,.286,1.50,.222,93.8%,9.66,4.81
7,2018-05-04,PHI,7.0,28,9.0,5.1,1.8,1.3,25.0%,14.3%,10.7%,.167,1.14,.188,100.0%,4.73,4.76
8,2018-05-04,SFG,3.0,11,6.0,3.0,2.0,0.0,18.2%,9.1%,9.1%,.222,1.00,.250,66.7%,2.83,4.48
9,2018-05-04,NYM,3.0,11,9.0,3.0,3.0,0.0,27.3%,9.1%,18.2%,.100,0.67,.143,100.0%,2.16,4.36
10,2018-05-04,TEX,2.0,9,13.5,4.5,3.0,0.0,33.3%,11.1%,22.2%,.250,1.50,.400,66.7%,1.66,4.14
11,2018-05-04,NYY,3.0,18,15.0,3.0,5.0,6.0,27.8%,5.6%,22.2%,.438,2.67,.556,48.4%,10.49,4.03
12,2018-05-04,STL,2.0,9,4.5,0.0,1.0,0.0,11.1%,0.0%,11.1%,.333,1.50,.375,33.3%,2.16,3.81
13,2018-05-04,CHW,5.1,21,8.4,3.4,2.5,0.0,23.8%,9.5%,14.3%,.263,1.31,.357,85.7%,2.41,3.65
14,2018-05-04,PIT,3.2,15,12.3,4.9,2.5,0.0,33.3%,13.3%,20.0%,.231,1.36,.375,100.0%,2.07,3.42
15,2018-05-04,CIN,3.2,12,4.9,2.5,2.0,0.0,16.7%,8.3%,8.3%,.182,0.82,.222,100.0%,2.89,3.34
16,2018-05-04,TOR,2.1,13,15.4,0.0,4.0,3.9,30.8%,0.0%,30.8%,.462,2.57,.625,65.2%,5.30,3.27
17,2018-05-04,MIN,3.0,13,9.0,3.0,3.0,0.0,23.1%,7.7%,15.4%,.250,1.33,.333,100.0%,2.16,3.26
18,2018-05-04,SEA,3.2,17,14.7,7.4,2.0,0.0,35.3%,17.6%,17.6%,.286,1.91,.500,71.4%,2.34,3.24
19,2018-05-04,CHC,4.0,16,6.8,2.3,3.0,0.0,18.8%,6.3%,12.5%,.267,1.25,.333,100.0%,2.41,3.24
20,2018-05-04,ARI,5.0,20,7.2,0.0,4.0,0.0,20.0%,0.0%,20.0%,.250,1.00,.313,80.0%,1.56,3.21
21,2018-05-04,WSN,4.0,16,9.0,0.0,4.0,4.5,25.0%,0.0%,25.0%,.313,1.25,.300,90.9%,7.66,2.81
22,2018-05-04,BAL,3.1,16,13.5,0.0,5.0,0.0,31.3%,0.0%,31.3%,.313,1.50,.455,60.0%,0.16,2.64
23,2018-05-04,LAD,3.0,11,15.0,6.0,2.5,0.0,45.5%,18.2%,27.3%,.000,0.67,.000,100.0%,1.83,2.38
24,2018-05-04,TBR,7.0,24,10.3,0.0,8.0,1.3,33.3%,0.0%,33.3%,.083,0.29,.067,100.0%,2.73,2.29
25,2018-05-04,SDP,4.0,15,9.0,0.0,4.0,0.0,26.7%,0.0%,26.7%,.267,1.00,.364,75.0%,1.16,1.99
26,2018-05-04,OAK,4.0,18,13.5,2.3,6.0,0.0,33.3%,5.6%,27.8%,.353,1.75,.545,57.1%,0.91,1.32
27,2018-05-04,LAA,2.1,8,11.6,0.0,3.0,0.0,37.5%,0.0%,37.5%,.143,0.43,.200,100.0%,0.59,1.30
28,2018-05-04,BOS,3.0,10,12.0,0.0,4.0,0.0,40.0%,0.0%,40.0%,.100,0.33,.167,100.0%,0.49,1.04
0,2018-05-05,SFG,1.1,5,0.0,13.5,0.0,0.0,0.0%,40.0%,-40.0%,.000,1.50,.000,100.0%,7.66,8.90
1,2018-05-05,HOU,3.2,18,9.8,9.8,1.0,0.0,22.2%,22.2%,0.0%,.214,1.91,.300,85.7%,4.25,6.95
2,2018-05-05,WSN,2.2,11,6.7,10.1,0.7,0.0,18.2%,27.3%,-9.1%,.125,1.50,.167,100.0%,5.04,6.89
3,2018-05-05,LAD,3.0,16,9.0,12.0,0.8,3.0,18.8%,25.0%,-6.3%,.417,3.00,.500,65.8%,9.49,6.81
4,2018-05-05,ARI,3.1,16,5.4,10.8,0.5,0.0,12.5%,25.0%,-12.5%,.167,1.80,.200,66.7%,5.56,6.55
5,2018-05-05,LAA,5.0,28,9.0,7.2,1.3,1.8,17.9%,14.3%,3.6%,.391,2.60,.444,51.7%,6.16,5.87
6,2018-05-05,TOR,4.1,18,4.2,6.2,0.7,0.0,11.1%,16.7%,-5.6%,.077,0.92,.077,75.0%,4.31,5.84
7,2018-05-05,TEX,3.0,14,3.0,3.0,1.0,0.0,7.1%,7.1%,0.0%,.364,1.67,.333,40.0%,3.49,5.70
8,2018-05-05,KCR,2.1,10,3.9,7.7,0.5,0.0,10.0%,20.0%,-10.0%,.250,1.71,.286,100.0%,4.88,5.58
9,2018-05-05,PHI,4.0,15,6.8,9.0,0.8,0.0,20.0%,26.7%,-6.7%,.091,1.25,.125,100.0%,4.66,5.49
10,2018-05-05,SEA,5.0,24,7.2,3.6,2.0,1.8,16.7%,8.3%,8.3%,.364,2.00,.412,69.8%,5.36,5.40
11,2018-05-05,CHC,5.0,21,7.2,3.6,2.0,1.8,19.1%,9.5%,9.5%,.211,1.20,.214,43.5%,5.36,5.40
12,2018-05-05,COL,2.0,7,4.5,4.5,1.0,0.0,14.3%,14.3%,0.0%,.000,0.50,.000,100.0%,3.66,5.31
13,2018-05-05,PIT,3.0,16,12.0,12.0,1.0,0.0,25.0%,25.0%,0.0%,.250,2.33,.375,42.9%,4.49,5.04
14,2018-05-05,NYM,3.0,14,12.0,6.0,2.0,0.0,28.6%,14.3%,14.3%,.273,1.67,.429,83.3%,3.49,4.60
15,2018-05-05,CHW,5.2,23,9.5,3.2,3.0,0.0,26.1%,8.7%,17.4%,.238,1.24,.333,100.0%,2.10,4.43
16,2018-05-05,OAK,6.0,25,12.0,6.0,2.0,0.0,32.0%,16.0%,16.0%,.150,1.17,.250,100.0%,2.99,4.10
17,2018-05-05,STL,6.0,25,6.0,1.5,4.0,3.0,16.0%,4.0%,12.0%,.250,1.17,.222,100.0%,6.66,3.98
18,2018-05-05,ATL,5.2,25,9.5,1.6,6.0,0.0,24.0%,4.0%,20.0%,.261,1.24,.353,62.5%,2.10,3.85
19,2018-05-05,MIL,3.0,12,15.0,6.0,2.5,3.0,41.7%,16.7%,25.0%,.100,1.00,.000,62.5%,6.16,3.48
20,2018-05-05,SDP,6.2,26,10.8,2.7,4.0,0.0,30.8%,7.7%,23.1%,.227,1.05,.333,87.5%,2.11,3.35
21,2018-05-05,MIA,3.1,10,8.1,2.7,3.0,0.0,30.0%,10.0%,20.0%,.111,0.60,.167,100.0%,2.26,2.76
22,2018-05-05,DET,4.0,16,11.3,0.0,5.0,2.3,31.3%,0.0%,31.3%,.188,0.75,.200,62.5%,3.91,2.73
23,2018-05-05,MIN,3.0,12,12.0,0.0,4.0,6.0,33.3%,0.0%,33.3%,.250,1.00,.167,100.0%,9.16,2.70
24,2018-05-05,TBR,3.2,14,9.8,0.0,4.0,2.5,28.6%,0.0%,28.6%,.286,1.09,.333,76.9%,4.52,2.33
25,2018-05-05,CIN,3.0,13,12.0,0.0,4.0,0.0,30.8%,0.0%,30.8%,.250,1.00,.375,25.0%,1.49,2.04
26,2018-05-05,CLE,2.0,8,13.5,0.0,3.0,0.0,37.5%,0.0%,37.5%,.250,1.00,.400,50.0%,0.16,0.99
27,2018-05-05,NYY,3.0,10,18.0,0.0,6.0,0.0,60.0%,0.0%,60.0%,.100,0.33,.250,100.0%,-0.84,0.26
28,2018-05-05,BOS,3.0,12,21.0,3.0,7.0,0.0,58.3%,8.3%,50.0%,.182,1.00,.500,100.0%,-0.51,0.04
29,2018-05-05,BAL,2.1,9,19.3,0.0,5.0,3.9,55.6%,0.0%,55.6%,.222,0.86,.333,0.0%,4.45,-0.42
0,2018-05-06,CLE,1.0,10,0.0,18.0,0.0,9.0,0.0%,20.0%,-20.0%,.625,7.00,.571,35.7%,22.16,15.77
1,2018-05-06,LAA,3.0,11,0.0,12.0,0.0,0.0,0.0%,36.4%,-36.4%,.000,1.33,.000,100.0%,7.16,8.81
2,2018-05-06,KCR,2.0,9,0.0,4.5,0.0,0.0,0.0%,11.1%,-11.1%,.250,1.50,.250,100.0%,4.66,7.14
3,2018-05-06,PHI,2.0,16,18.0,18.0,1.0,0.0,25.0%,25.0%,0.0%,.455,4.50,.714,60.0%,6.66,6.66
4,2018-05-06,CHW,2.1,11,3.9,3.9,1.0,3.9,9.1%,9.1%,0.0%,.200,1.29,.125,62.5%,9.16,6.42
5,2018-05-06,SFG,3.2,15,2.5,2.5,1.0,0.0,6.7%,6.7%,0.0%,.143,0.82,.154,33.3%,3.43,5.69
6,2018-05-06,OAK,2.0,8,0.0,4.5,0.0,0.0,0.0%,12.5%,-12.5%,.167,1.00,.143,100.0%,4.66,5.49
7,2018-05-06,SEA,3.1,18,10.8,2.7,4.0,2.7,22.2%,5.6%,16.7%,.333,1.80,.400,75.8%,7.36,5.44
8,2018-05-06,LAD,4.0,19,6.8,2.3,3.0,2.3,15.8%,5.3%,10.5%,.389,2.00,.429,75.8%,5.66,4.48
9,2018-05-06,ATL,5.0,19,9.0,3.6,2.5,0.0,26.3%,10.5%,15.8%,.176,1.00,.250,100.0%,2.36,4.34
10,2018-05-06,CHC,8.1,33,9.7,4.3,2.3,1.1,27.3%,12.1%,15.2%,.143,0.96,.167,92.1%,4.36,3.99
11,2018-05-06,STL,8.2,30,5.2,1.0,5.0,1.0,16.7%,3.3%,13.3%,.103,0.46,.087,100.0%,3.85,3.88
12,2018-05-06,NYM,3.0,11,12.0,3.0,4.0,3.0,36.4%,9.1%,27.3%,.200,1.00,.200,100.0%,5.83,3.70
13,2018-05-06,ARI,2.2,12,13.5,6.7,2.0,0.0,33.3%,16.7%,16.7%,.100,1.13,.167,100.0%,2.41,3.65
14,2018-05-06,TBR,2.0,9,9.0,4.5,2.0,0.0,22.2%,11.1%,11.1%,.250,1.50,.333,66.7%,2.66,3.49
15,2018-05-06,TEX,2.2,9,6.7,0.0,2.0,0.0,22.2%,0.0%,22.2%,.111,0.38,.143,100.0%,1.66,2.90
16,2018-05-06,MIL,3.2,21,14.7,4.9,3.0,2.5,28.6%,9.5%,19.1%,.444,2.73,.583,69.8%,5.07,2.88
17,2018-05-06,WSN,2.2,13,10.1,0.0,3.0,3.4,23.1%,0.0%,23.1%,.308,1.50,.333,38.5%,5.79,2.77
18,2018-05-06,TOR,3.0,14,12.0,3.0,4.0,3.0,28.6%,7.1%,21.4%,.308,1.67,.375,100.0%,5.83,2.60
19,2018-05-06,MIA,5.0,23,10.8,1.8,6.0,0.0,26.1%,4.3%,21.7%,.273,1.40,.375,57.1%,1.36,2.35
20,2018-05-06,CIN,5.2,29,17.5,6.4,2.8,0.0,37.9%,13.8%,24.1%,.250,1.76,.462,72.7%,1.93,2.22
21,2018-05-06,COL,2.0,9,22.5,9.0,2.5,0.0,55.6%,22.2%,33.3%,.143,1.50,.500,100.0%,1.16,1.99
22,2018-05-06,HOU,2.0,7,9.0,0.0,2.0,0.0,28.6%,0.0%,28.6%,.286,1.00,.400,50.0%,1.16,1.99
23,2018-05-06,MIN,2.1,8,15.4,0.0,4.0,0.0,50.0%,0.0%,50.0%,.125,0.43,.250,100.0%,-0.27,1.86
24,2018-05-06,BAL,2.0,8,13.5,0.0,3.0,0.0,37.5%,0.0%,37.5%,.250,1.00,.400,100.0%,0.16,1.81
25,2018-05-06,BOS,2.0,7,9.0,0.0,2.0,0.0,28.6%,0.0%,28.6%,.143,0.50,.200,100.0%,1.16,1.16
26,2018-05-06,DET,1.0,3,9.0,0.0,1.0,0.0,33.3%,0.0%,33.3%,.333,1.00,.500,100.0%,1.16,1.16
27,2018-05-06,NYY,3.0,13,12.0,0.0,4.0,0.0,30.8%,0.0%,30.8%,.333,1.33,.444,0.0%,0.49,1.04
28,2018-05-06,SDP,3.0,13,21.0,6.0,3.5,0.0,53.8%,15.4%,38.5%,.182,1.33,.500,100.0%,0.49,1.04
29,2018-05-06,PIT,2.0,7,27.0,0.0,6.0,0.0,85.7%,0.0%,85.7%,.143,0.50,1.000,100.0%,-2.84,-2.84
0,2018-05-07,SDP,3.0,15,6.0,12.0,0.5,3.0,13.3%,26.7%,-13.3%,.200,2.00,.143,71.4%,11.16,7.93
1,2018-05-07,MIA,4.0,24,9.0,6.8,1.3,2.3,16.7%,12.5%,4.2%,.429,3.00,.500,47.2%,6.66,7.13
2,2018-05-07,HOU,1.0,6,9.0,0.0,1.0,0.0,16.7%,0.0%,16.7%,.500,3.00,.600,66.7%,1.16,6.12
3,2018-05-07,OAK,6.0,31,6.0,4.5,1.3,3.0,12.9%,9.7%,3.2%,.357,2.17,.364,58.8%,7.66,5.53
4,2018-05-07,TEX,3.1,16,10.8,2.7,4.0,0.0,25.0%,6.3%,18.8%,.267,1.50,.364,80.0%,1.66,4.63
5,2018-05-07,NYM,5.1,20,3.4,0.0,2.0,3.4,10.0%,0.0%,10.0%,.211,0.75,.125,83.3%,7.29,4.27
6,2018-05-07,SFG,4.0,22,6.8,2.3,3.0,4.5,13.6%,4.5%,9.1%,.381,2.25,.375,48.4%,8.91,4.06
7,2018-05-07,WSN,2.0,11,18.0,9.0,2.0,0.0,36.4%,18.2%,18.2%,.250,2.00,.500,60.0%,3.66,3.66
8,2018-05-07,STL,3.2,17,12.3,2.5,5.0,0.0,29.4%,5.9%,23.5%,.333,1.64,.500,71.4%,2.07,3.42
9,2018-05-07,PHI,2.1,9,11.6,3.9,3.0,0.0,33.3%,11.1%,22.2%,.250,1.29,.400,100.0%,1.88,3.29
10,2018-05-07,DET,2.1,11,11.6,3.9,3.0,0.0,27.3%,9.1%,18.2%,.300,1.71,.429,50.0%,1.88,3.29
11,2018-05-07,CIN,5.0,20,10.8,1.8,6.0,1.8,30.0%,5.0%,25.0%,.263,1.20,.333,100.0%,3.96,2.68
12,2018-05-07,MIN,3.0,10,9.0,0.0,3.0,0.0,30.0%,0.0%,30.0%,.100,0.33,.143,100.0%,1.16,2.26
13,2018-05-07,CHC,1.0,3,9.0,0.0,1.0,0.0,33.3%,0.0%,33.3%,.000,0.00,.000,100.0%,1.16,1.16
0,2018-05-08,TEX,2.0,12,4.5,13.5,0.3,0.0,8.3%,25.0%,-16.7%,.286,2.50,.286,66.7%,8.16,9.81
1,2018-05-08,KCR,3.2,21,7.4,4.9,1.5,4.9,14.3%,9.5%,4.8%,.444,2.73,.429,55.6%,10.25,6.31
2,2018-05-08,COL,2.0,8,0.0,4.5,0.0,4.5,0.0%,12.5%,-12.5%,.286,1.50,.167,62.5%,11.16,6.31
3,2018-05-08,OAK,3.1,16,5.4,5.4,1.0,0.0,12.5%,12.5%,0.0%,.357,2.10,.417,100.0%,3.76,6.24
4,2018-05-08,BOS,2.0,10,9.0,13.5,0.7,0.0,20.0%,30.0%,-10.0%,.286,2.50,.400,80.0%,5.66,5.66
5,2018-05-08,NYM,4.0,19,4.5,2.3,2.0,2.3,10.5%,5.3%,5.3%,.353,1.75,.333,71.4%,6.16,5.39
6,2018-05-08,CLE,2.0,10,4.5,4.5,1.0,0.0,10.0%,10.0%,0.0%,.333,2.00,.375,100.0%,3.66,5.31
7,2018-05-08,WSN,2.1,8,0.0,3.9,0.0,0.0,0.0%,12.5%,-12.5%,.143,0.86,.143,100.0%,4.45,5.15
