,Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,RL,Open OU,Unnamed: 19,Close OU,Unnamed: 21,source,qp_match,fit,hand,qp,concat
0,329,901,V,CUB,JLESTER-L,3,1,0,1,0,0,3,0,0,8,-175,-200.0,-1.5(-125),8.0,-105,8.0,-120,JLESTER,JLester,100.0,L,Jon Lester,329901JLESTER-L
1,329,902,H,MIA,JURENA-R,1,0,3,0,0,0,0,0,0,4,155,175.0,+1.5(+105),8.0,-115,8.0,100,JURENA,JUrena,100.0,R,Jose Urena,329902JURENA-R
2,329,903,V,STL,CMARTINEZ-R,0,2,0,1,0,1,0,0,0,4,110,123.0,+1.5(-185),7.0,-106,6.5,-125,CMARTINEZ,CMartinez,100.0,R,Carlos Martinez,329903CMARTINEZ-R
3,329,904,H,NYM,NSYNDERGAARD-R,1,2,0,0,5,0,0,1,x,9,-125,-138.0,-1.5(+160),7.0,-114,6.5,105,NSYNDERGAARD,NSyndergaard,100.0,R,Noah Syndergaard,329904NSYNDERGAARD-R
4,329,907,V,PHI,ANOLA-R,1,0,0,0,0,4,0,0,0,5,-125,-131.0,-1.5(+125),8.0,-110,8.0,-119,ANOLA,ANola,100.0,R,Aaron Nola,329907ANOLA-R
5,329,908,H,ATL,JTEHERAN-R,0,0,0,0,0,2,0,3,3,8,110,116.0,+1.5(-145),8.0,-110,8.0,-101,JTEHERAN,JTeheran,100.0,R,Julio Teheran,329908JTEHERAN-R
6,329,909,V,MIL,CANDERSON-R,0,0,1,0,0,0,0,0,0,2,-115,-131.0,-1.5(+130),8.0,-110,8.0,-115,CANDERSON,CAnderson,100.0,R,Chase Anderson,329909CANDERSON-R
7,329,910,H,SDG,CRICHARD-L,0,0,0,0,0,0,0,0,1,1,105,116.0,+1.5(-150),8.0,-110,8.0,-105,CRICHARD,CRichard,100.0,L,Clayton Richard,329910CRICHARD-L
8,329,911,V,SFO,TBLACH-L,0,0,0,0,1,0,0,0,0,1,260,266.0,+1.5(+125),7.0,100,7.5,-116,TBLACH,TBlach,100.0,L,Ty Blach,329911TBLACH-L
9,329,912,H,LAD,CKERSHAW-L,0,0,0,0,0,0,0,0,0,0,-300,-306.0,-1.5(-145),7.0,-120,7.5,-104,CKERSHAW,CKershaw,100.0,L,Clayton Kershaw,329912CKERSHAW-L
10,329,913,V,COL,JGRAY-R,1,0,0,0,0,1,0,0,0,2,-115,-101.0,+1.5(-211),9.0,-119,8.0,-118,JGRAY,JGray,100.0,R,Jon Gray,329913JGRAY-R
11,329,914,H,ARI,PCORBIN-L,3,0,0,0,0,3,2,0,x,8,105,-109.0,-1.5(+177),9.0,-101,8.0,-102,PCORBIN,PCorbin,100.0,L,Patrick Corbin,329914PCORBIN-L
12,329,915,V,MIN,JODORIZZI-R,0,0,0,0,0,0,0,0,2,2,110,112.0,+1.5(-185),9.5,-101,9.5,-105,JODORIZZI,JOdorizzi,100.0,R,Jake Odorizzi,329915JODORIZZI-R
13,329,916,H,BAL,DBUNDY-R,0,0,0,0,0,0,2,0,0,3,-125,-127.0,-1.5(+160),9.5,-119,9.5,-115,DBUNDY,DBundy,100.0,R,Dylan Bundy,329916DBUNDY-R
14,329,917,V,HOU,JVERLANDER-R,1,0,1,1,0,0,0,1,0,4,-168,-160.0,-1.5(-110),9.0,-120,9.0,-119,JVERLANDER,JVerlander,100.0,R,Justin Verlander,329917JVERLANDER-R
15,329,918,H,TEX,CHAMELS-L,0,0,0,0,0,0,0,0,1,1,148,140.0,+1.5(-110),9.0,100,9.0,-101,CHAMELS,CHamels,100.0,L,Cole Hamels,329918CHAMELS-L
16,329,919,V,NYY,LSEVERINO-R,2,0,0,0,2,0,1,0,1,6,-155,-171.0,-1.5(-109),8.5,-105,8.5,-101,LSEVERINO,LSeverino,100.0,R,Luis Severino,329919LSEVERINO-R
17,329,920,H,TOR,JHAPP-L,0,0,0,0,0,0,0,1,0,1,140,151.0,+1.5(-111),8.5,-115,8.5,-119,JHAPP,JHapp,100.0,L,J.A. Happ,329920JHAPP-L
18,329,921,V,BOS,CSALE-L,0,3,0,0,0,0,1,0,0,4,-175,-173.0,-1.5(-114),7.0,-119,6.5,-119,CSALE,CSale,100.0,L,Chris Sale,329921CSALE-L
19,329,922,H,TAM,CARCHER-R,0,0,0,0,0,0,0,6,x,6,155,153.0,+1.5(-106),7.0,-101,6.5,-101,CARCHER,CArcher,100.0,R,Chris Archer,329922CARCHER-R
20,329,923,V,LAA,GRICHARDS-R,0,2,0,1,1,1,0,0,0,5,-135,-118.0,-1.5(+140),8.5,-110,9.0,-109,GRICHARDS,GRichards,100.0,R,Garrett Richards,329923GRICHARDS-R
21,329,924,H,OAK,KGRAVEMAN-R,0,0,0,0,4,0,1,0,0,6,120,108.0,+1.5(-160),8.5,-110,9.0,-111,KGRAVEMAN,KGraveman,100.0,R,Kendall Graveman,329924KGRAVEMAN-R
22,329,925,V,CWS,JSHIELDS-R,0,0,0,5,3,0,3,3,0,14,150,125.0,+1.5(-170),9.0,-110,8.5,-106,JSHIELDS,JShields,100.0,R,James Shields,329925JSHIELDS-R
23,329,926,H,KAN,DDUFFY-L,4,0,0,0,0,0,0,1,2,7,-170,-140.0,-1.5(+148),9.0,-110,8.5,-114,DDUFFY,DDuffy,100.0,L,Danny Duffy,329926DDUFFY-L
24,329,927,V,CLE,CKLUBER-R,0,0,0,0,0,0,1,0,0,1,-170,-180.0,-1.5(-118),7.5,-101,7.0,-105,CKLUBER,CKluber,100.0,R,Corey Kluber,329927CKLUBER-R
25,329,928,H,SEA,FHERNANDEZ-R,2,0,0,0,0,0,0,0,x,2,150,160.0,+1.5(-102),7.5,-119,7.0,-115,FHERNANDEZ,FHernandez,100.0,R,Felix Hernandez,329928FHERNANDEZ-R
26,330,951,V,CUB,KHENDRICKS-R,0,0,1,0,0,0,0,0,0,1,-230,-200.0,-1.5(-128),8.5,-120,8.0,-119,KHENDRICKS,KHendricks,100.0,R,Kyle Hendricks,330951KHENDRICKS-R
27,330,952,H,MIA,CSMITH-L,0,0,1,0,0,0,0,0,0,2,205,175.0,+1.5(+108),8.5,100,8.0,-101,CSMITH,CSmith,100.0,L,Caleb Smith,330952CSMITH-L
28,330,953,V,PHI,NPIVETTA-R,0,1,1,0,1,1,0,0,0,5,115,-109.0,+1.5(-225),9.0,-119,9.0,-106,NPIVETTA,NPivetta,100.0,R,Nick Pivetta,330953NPIVETTA-R
29,330,954,H,ATL,MFOLTYNEWICZ-R,0,0,2,1,0,0,0,2,-1,4,-130,-101.0,-1.5(+188),9.0,-101,9.0,-114,MFOLTYNEWICZ,MFoltynewicz,100.0,R,Mike Foltynewicz,330954MFOLTYNEWICZ-R
30,330,955,V,COL,TANDERSON-L,0,2,0,5,0,0,1,0,0,8,145,128.0,+1.5(-170),8.5,-110,8.0,-103,TANDERSON,TAnderson,100.0,L,Tyler Anderson,330955TANDERSON-L
31,330,956,H,ARI,RRAY-L,5,0,2,0,2,0,0,0,x,9,-165,-143.0,-1.5(+148),8.5,-110,8.0,-117,RRAY,RRay,100.0,L,Robbie Ray,330956RRAY-L
32,330,957,V,SFO,JCUETO-R,0,0,0,0,0,0,0,0,1,1,170,143.0,+1.5(-157),7.0,-120,7.5,100,JCUETO,JCueto,100.0,R,Johnny Cueto,330957JCUETO-R
33,330,958,H,LAD,AWOOD-L,0,0,0,0,0,0,0,0,0,0,-190,-163.0,-1.5(+137),7.0,100,7.5,-120,AWOOD,AWood,100.0,L,Alex Wood,330958AWOOD-L
34,330,959,V,MIL,JCHACIN-R,2,0,0,0,1,0,0,0,5,8,-123,-113.0,-1.5(+146),8.0,-120,8.0,-101,JCHACIN,JChacin,100.0,R,Jhoulys Chacin,330959JCHACIN-R
35,330,960,H,SDG,JLUCCHESI-L,0,3,0,1,0,0,1,1,0,6,113,103.0,+1.5(-166),8.0,100,8.0,-119,JLUCCHESI,JLucchesi,100.0,L,Joey Lucchesi,330960JLUCCHESI-L
36,330,961,V,NYY,MTANAKA-R,0,1,0,1,0,2,0,0,0,4,-145,-137.0,-1.5(+104),9.0,-105,8.5,-110,MTANAKA,MTanaka,100.0,R,Masahiro Tanaka,330961MTANAKA-R
37,330,962,H,TOR,ASANCHEZ-R,0,1,0,0,0,0,0,0,1,2,130,122.0,+1.5(-123),9.0,-115,8.5,-110,ASANCHEZ,ASanchez,100.0,R,Aaron Sanchez,330962ASANCHEZ-R
39,330,963,V,BOS,DPRICE-L,0,0,0,0,0,0,1,0,0,1,-175,-141.0,-1.5(+116),7.5,-105,7.0,-118,DPRICE,DPrice,100.0,L,David Price,330963DPRICE-L
40,330,964,H,TAM,BSNELL-L,0,0,0,0,0,0,0,0,0,0,155,126.0,+1.5(-137),7.5,-115,7.0,-102,BSNELL,BSnell,100.0,L,Blake Snell,330964BSNELL-L
41,330,965,V,HOU,DKEUCHEL-L,0,0,0,0,1,0,0,0,0,1,-200,-170.0,-1.5(-117),9.5,-110,9.0,-102,DKEUCHEL,DKeuchel,100.0,L,Dallas Keuchel,330965DKEUCHEL-L
42,330,966,H,TEX,DFISTER-R,0,1,0,2,0,0,2,0,x,5,175,150.0,+1.5(-103),9.5,-110,9.0,-118,DFISTER,DFister,100.0,R,Doug Fister,330966DFISTER-R
43,330,967,V,LAA,TSKAGGS-L,1,0,0,0,0,0,0,0,1,2,-103,-114.0,+1.5(-230),9.0,100,9.0,-112,TSKAGGS,TSkaggs,100.0,L,Tyler Skaggs,330967TSKAGGS-L
44,330,968,H,OAK,SMANAEA-L,0,0,0,0,0,0,0,0,1,1,-107,104.0,-1.5(+192),9.0,-120,9.0,-108,SMANAEA,SManaea,100.0,L,Sean Manaea,330968SMANAEA-L
45,330,969,V,WAS,MSCHERZER-R,1,0,0,0,0,0,0,0,1,2,-200,-215.0,-1.5(-130),8.5,-119,9.0,108,MSCHERZER,MScherzer,100.0,R,Max Scherzer,330969MSCHERZER-R
46,330,970,H,CIN,HBAILEY-R,0,0,0,0,0,0,0,0,0,0,175,190.0,+1.5(+111),8.5,-101,9.0,-128,HBAILEY,HBailey,100.0,R,Homer Bailey,330970HBAILEY-R
47,330,971,V,PIT,INOVA-R,0,0,0,3,0,1,0,2,4,13,-119,-129.0,-1.5(+120),9.5,-110,9.0,105,INOVA,INova,100.0,R,Ivan Nova,330971INOVA-R
48,330,972,H,DET,JZIMMERMANN-R,0,2,0,0,0,0,4,0,4,10,109,114.0,+1.5(-140),9.5,-110,9.0,-125,JZIMMERMANN,JZimmermann,100.0,R,Jordan Zimmermann,330972JZIMMERMANN-R
49,331,901,V,STL,MWACHA-R,0,0,0,1,0,0,0,1,0,2,140,107.0,+1.5(-222),7.5,-110,7.0,100,MWACHA,MWacha,100.0,R,Michael Wacha,331901MWACHA-R
50,331,902,H,NYM,JDEGROM-R,2,0,0,1,1,0,1,1,x,6,-155,-117.0,-1.5(+185),7.5,-110,7.0,-120,JDEGROM,JdeGrom,100.0,R,Jacob deGrom,331902JDEGROM-R
51,331,903,V,WAS,SSTRASBURG-R,3,0,1,1,1,0,1,2,4,13,-185,-145.0,-1.5(+115),8.0,-119,8.0,-101,SSTRASBURG,SStrasburg,100.0,R,Stephen Strasburg,331903SSTRASBURG-R
52,331,904,H,CIN,LCASTILLO-R,0,0,0,1,0,2,0,2,2,7,165,130.0,+1.5(-135),8.0,-101,8.0,-119,LCASTILLO,LCastillo,100.0,R,Luis Castillo,331904LCASTILLO-R
53,331,905,V,PHI,VVELASQUEZ-R,2,0,0,0,0,0,0,0,0,2,110,105.0,+1.5(-205),9.0,-110,8.0,-119,VVELASQUEZ,VVelasquez,100.0,R,Vince Velasquez,331905VVELASQUEZ-R
54,331,906,H,ATL,BMCCARTHY-R,1,2,4,1,0,5,0,2,x,15,-125,-115.0,-1.5(+172),9.0,-110,8.0,-101,BMCCARTHY,BMcCarthy,100.0,R,Brandon McCarthy,331906BMCCARTHY-R
55,331,907,V,CUB,YDARVISH-R,0,2,0,0,3,1,0,0,0,10,-230,-210.0,-1.5(-131),8.5,-105,8.0,-110,YDARVISH,YDarvish,100.0,R,Yu Darvish,331907YDARVISH-R
56,331,908,H,MIA,ODESPAIGNE-R,2,0,0,0,3,0,0,1,0,6,205,185.0,+1.5(+111),8.5,-115,8.0,-110,,,,,,331908ODESPAIGNE-R
57,331,909,V,COL,GMARQUEZ-R,0,0,0,0,0,1,0,1,0,2,145,136.0,+1.5(-161),8.5,-110,8.5,-103,GMARQUEZ,GMarquez,100.0,R,German Marquez,331909GMARQUEZ-R
58,331,910,H,ARI,ZGREINKE-R,0,0,0,1,0,0,0,0,0,1,-165,-151.0,-1.5(+141),8.5,-110,8.5,-117,ZGREINKE,ZGreinke,100.0,R,Zack Greinke,331910ZGREINKE-R
59,331,911,V,MIL,BSUTER-L,1,0,2,2,0,0,0,2,0,7,-125,-120.0,-1.5(+135),8.0,-119,7.5,-109,BSUTER,BSuter,100.0,L,Brent Suter,331911BSUTER-L
60,331,912,H,SDG,LPERDOMO-R,0,2,1,0,0,0,0,0,0,3,110,110.0,+1.5(-155),8.0,-101,7.5,-111,LPERDOMO,LPerdomo,100.0,R,Luis Perdomo,331912LPERDOMO-R
61,331,913,V,SFO,DHOLLAND-L,0,0,0,0,0,0,0,0,0,0,185,180.0,+1.5(-110),8.5,-101,8.0,-120,DHOLLAND,DHolland,100.0,L,Derek Holland,331913DHOLLAND-L
62,331,914,H,LAD,KMAEDA-R,2,0,1,2,0,0,0,0,x,5,-210,-205.0,-1.5(-110),8.5,-119,8.0,100,KMAEDA,KMaeda,100.0,R,Kenta Maeda,331914KMAEDA-R
63,331,915,V,HOU,LMCCULLERSJR.-R,0,3,1,0,1,1,2,1,0,9,-190,-201.0,-1.5(-130),10.0,-115,9.5,-114,LMCCULLERSJR.,LMcCullers,100.0,R,Lance McCullers Jr.,331915LMCCULLERSJR.-R
64,331,916,H,TEX,MMOORE-L,0,0,1,0,0,1,0,1,0,3,170,176.0,+1.5(+110),10.0,-105,9.5,-106,MMOORE,MMoore,100.0,L,Matt Moore,331916MMOORE-L
65,331,917,V,LAA,MSHOEMAKER-R,1,0,2,0,1,3,0,0,1,8,-127,-107.0,-1.5(+148),9.0,-120,9.0,101,MSHOEMAKER,MShoemaker,100.0,R,Matt Shoemaker,331917MSHOEMAKER-R
66,331,918,H,OAK,DMENGDEN-R,0,0,0,0,0,3,0,0,0,3,112,-103.0,+1.5(-170),9.0,100,9.0,-121,DMENGDEN,DMengden,100.0,R,Daniel Mengden,331918DMENGDEN-R
67,331,919,V,NYY,CSABATHIA-L,0,0,0,0,2,0,1,0,0,3,-145,-104.0,-1.5(+148),9.0,-115,9.5,100,CSABATHIA,CSabathia,100.0,L,CC Sabathia,331919CSABATHIA-L
68,331,920,H,TOR,MESTRADA-R,1,0,1,0,0,1,0,2,x,5,130,-106.0,+1.5(-170),9.0,-105,9.5,-120,MESTRADA,MEstrada,100.0,R,Marco Estrada,331920MESTRADA-R
69,331,921,V,CLE,CCARRASCO-R,4,0,0,2,0,0,0,0,0,6,-121,-107.0,-1.5(+151),7.5,-105,6.5,-121,CCARRASCO,CCarrasco,100.0,R,Carlos Carrasco,331921CCARRASCO-R
70,331,922,H,SEA,JPAXTON-L,0,1,2,0,0,2,0,0,0,5,111,-103.0,+1.5(-175),7.5,-115,6.5,101,JPAXTON,JPaxton,100.0,L,James Paxton,331922JPAXTON-L
71,331,923,V,BOS,RPORCELLO-R,0,1,0,1,0,1,0,0,0,3,-155,-111.0,-1.5(+139),8.5,-125,8.0,-101,RPORCELLO,RPorcello,100.0,R,Rick Porcello,331923RPORCELLO-R
72,331,924,H,TAM,AKITTREDGE-R,0,0,0,0,0,1,0,1,0,2,140,101.0,+1.5(-159),8.5,105,8.0,-119,,,,,,331924AKITTREDGE-R
73,331,925,V,MIN,KGIBSON-R,1,0,2,1,1,0,1,0,0,6,114,-119.0,-1.5(+135),9.5,-105,9.0,102,KGIBSON,KGibson,100.0,R,Kyle Gibson,331925KGIBSON-R
74,331,926,H,BAL,ACASHNER-R,0,0,0,0,0,0,0,0,2,2,-124,109.0,+1.5(-155),9.5,-115,9.0,-122,ACASHNER,ACashner,100.0,R,Andrew Cashner,331926ACASHNER-R
75,331,927,V,CWS,LGIOLITO-R,1,0,0,0,0,0,0,3,0,4,111,-108.0,+1.5(-220),9.0,-110,8.5,-105,LGIOLITO,LGiolito,100.0,R,Lucas Giolito,331927LGIOLITO-R
76,331,928,H,KAN,IKENNEDY-R,2,0,1,0,0,0,0,0,0,3,-126,-102.0,-1.5(+184),9.0,-110,8.5,-115,IKENNEDY,IKennedy,100.0,R,Ian Kennedy,331928IKENNEDY-R
77,401,951,V,CUB,JQUINTANA-L,0,0,0,0,0,0,0,0,0,0,-205,-208.0,-1.5(-128),8.0,-119,8.0,-101,JQUINTANA,JQuintana,100.0,L,Jose Quintana,401951JQUINTANA-L
78,401,952,H,MIA,DPETERS-L,0,0,0,0,5,1,0,0,x,6,180,183.0,+1.5(+109),8.0,-101,8.0,-119,DPETERS,DPeters,100.0,L,Dillon Peters,401952DPETERS-L
79,401,953,V,STL,LWEAVER-R,0,1,1,1,1,0,0,1,0,5,-111,-152.0,-1.5(-101),8.0,-101,8.0,-111,LWEAVER,LWeaver,100.0,R,Luke Weaver,401953LWEAVER-R
80,401,954,H,NYM,SMATZ-L,0,1,0,0,0,0,0,0,0,1,101,137.0,+1.5(-119),8.0,-119,8.0,-109,SMATZ,SMatz,100.0,L,Steven Matz,401954SMATZ-L
81,401,955,V,WAS,GGONZALEZ-L,2,0,0,0,0,1,2,0,1,6,-165,-131.0,-1.5(+120),9.0,-110,8.5,-107,GGONZALEZ,GGonzalez,100.0,L,Gio Gonzalez,401955GGONZALEZ-L
82,401,956,H,CIN,SROMANO-R,0,0,0,0,0,1,0,2,2,5,145,116.0,+1.5(-141),9.0,-110,8.5,-113,SROMANO,SRomano,100.0,R,Sal Romano,401956SROMANO-R
83,401,957,V,SFO,CSTRATTON-R,0,0,0,0,0,0,0,0,0,0,165,175.0,+1.5(-129),7.5,-105,7.5,-115,CSTRATTON,CStratton,100.0,R,Chris Stratton,401957CSTRATTON-R
84,401,958,H,LAD,RHILL-L,0,0,0,1,0,4,0,4,x,9,-185,-195.0,-1.5(+109),7.5,-115,7.5,-105,RHILL,RHill,100.0,L,Rich Hill,401958RHILL-L
85,401,959,V,MIN,JBERRIOS-R,4,0,2,0,0,1,0,0,0,7,105,103.0,+1.5(-205),9.0,-115,9.0,102,JBERRIOS,JBerrios,100.0,R,Jose Berrios,401959JBERRIOS-R
86,401,960,H,BAL,KGAUSMAN-R,0,0,0,0,0,0,0,0,0,0,-115,-113.0,-1.5(+172),9.0,-105,9.0,-122,KGAUSMAN,KGausman,100.0,R,Kevin Gausman,401960KGAUSMAN-R
87,401,961,V,NYY,SGRAY-R,0,0,4,0,0,0,0,0,0,4,-119,104.0,+1.5(-204),8.5,-119,8.5,-110,SGRAY,SGray,100.0,R,Sonny Gray,401961SGRAY-R
88,401,962,H,TOR,MSTROMAN-R,0,1,0,0,0,0,2,4,x,7,109,-114.0,-1.5(+171),8.5,-101,8.5,-110,MSTROMAN,MStroman,100.0,R,Marcus Stroman,401962MSTROMAN-R
89,401,963,V,BOS,HVELAZQUEZ-R,0,0,0,0,1,1,0,0,0,2,-115,104.0,-1.5(+159),8.0,-110,8.5,-101,,,,,,401963HVELAZQUEZ-R
90,401,964,H,TAM,JFARIA-R,0,1,0,0,0,0,0,0,0,1,105,-114.0,+1.5(-184),8.0,-110,8.5,-119,JFARIA,JFaria,100.0,R,Jake Faria,401964JFARIA-R
91,401,967,V,HOU,GCOLE-R,0,0,0,0,2,2,3,0,1,8,-155,-155.0,-1.5(-105),9.5,-119,9.5,102,GCOLE,GCole,100.0,R,Gerrit Cole,401967GCOLE-R
92,401,968,H,TEX,MMINOR-L,1,0,0,0,0,0,0,1,0,2,140,140.0,+1.5(-115),9.5,-101,9.5,-122,MMINOR,MMinor,100.0,L,Mike Minor,401968MMINOR-L
93,401,969,V,LAA,SOHTANI-R,0,2,0,0,2,0,3,0,0,7,-119,-126.0,-1.5(+128),9.5,100,9.0,-111,SOHTANI,SOhtani,100.0,R,Shohei Ohtani,401969SOHTANI-R
94,401,970,H,OAK,DGOSSETT-R,0,3,0,0,0,0,0,0,1,4,109,111.0,+1.5(-148),9.5,-120,9.0,-109,,,,,,401970DGOSSETT-R
95,401,971,V,CLE,TBAUER-R,0,1,0,1,0,0,0,2,0,4,-140,-145.0,-1.5(+115),8.5,100,7.5,-125,TBAUER,TBauer,100.0,R,Trevor Bauer,401971TBAUER-R
96,401,972,H,SEA,MLEAKE-R,0,0,0,0,2,0,3,0,x,5,125,130.0,+1.5(-135),8.5,-120,7.5,105,MLEAKE,MLeake,100.0,R,Mike Leake,401972MLEAKE-R
97,401,973,V,PIT,TWILLIAMS-R,1,0,0,0,0,0,0,0,0,1,-101,101.0,+1.5(-210),8.5,-110,8.5,-105,TWILLIAMS,TWilliams,100.0,R,Trevor Williams,401973TWILLIAMS-R
98,401,974,H,DET,MFULMER-R,0,0,0,0,0,0,0,0,0,0,-109,-111.0,-1.5(+176),8.5,-110,8.5,-115,MFULMER,MFulmer,100.0,R,Michael Fulmer,401974MFULMER-R
99,401,975,V,PIT,CKUHL-R,0,0,3,0,5,0,0,0,0,8,-105,-121.0,-1.5(+129),9.0,101,8.5,-115,CKUHL,CKuhl,100.0,R,Chad Kuhl,401975CKUHL-R
100,401,976,H,DET,RCARPENTER-L,2,0,0,1,0,1,0,0,2,6,-105,111.0,+1.5(-149),9.0,-121,8.5,-105,,,,,,401976RCARPENTER-L
101,402,901,V,STL,MMIKOLAS-R,0,0,2,0,2,4,0,0,0,8,115,101.0,+1.5(-205),9.0,-110,9.5,-101,MMIKOLAS,MMikolas,100.0,R,Miles Mikolas,402901MMIKOLAS-R
102,402,902,H,MIL,ZDAVIES-R,0,1,1,0,0,2,0,0,0,4,-130,-111.0,-1.5(+172),9.0,-110,9.5,-119,ZDAVIES,ZDavies,100.0,R,Zach Davies,402902ZDAVIES-R
103,402,903,V,CUB,TCHATWOOD-R,0,0,0,0,0,0,0,0,0,0,-140,-140.0,-1.5(+115),9.0,-110,8.5,-110,TCHATWOOD,TChatwood,100.0,R,Tyler Chatwood,402903TCHATWOOD-R
104,402,904,H,CIN,TMAHLE-R,0,0,0,1,0,0,0,0,x,1,125,125.0,+1.5(-135),9.0,-110,8.5,-110,TMAHLE,TMahle,100.0,R,Tyler Mahle,402904TMAHLE-R
105,402,907,V,WAS,TROARK-R,2,3,0,0,1,0,0,0,2,8,-130,-121.0,-1.5(+135),9.5,-101,9.0,-117,TROARK,TRoark,100.0,R,Tanner Roark,402907TROARK-R
106,402,908,H,ATL,SNEWCOMB-L,0,0,0,1,0,0,0,0,0,1,115,111.0,+1.5(-155),9.5,-119,9.0,-103,SNEWCOMB,SNewcomb,100.0,L,Sean Newcomb,402908SNEWCOMB-L
107,402,909,V,LAD,HRYU-L,3,0,0,0,0,1,1,1,0,7,-115,-109.0,-1.5(+146),9.0,-119,9.0,100,HRYU,HRyu,100.0,L,Hyun-Jin Ryu,402909HRYU-L
108,402,910,H,ARI,TWALKER-R,1,0,1,1,0,0,0,0,3,8,105,-101.0,+1.5(-167),9.0,-101,9.0,-120,,,,,,402910TWALKER-R
109,402,911,V,COL,CBETTIS-R,1,0,2,0,2,0,0,0,2,7,-120,101.0,+1.5(-220),8.5,-110,8.0,-105,CBETTIS,CBettis,100.0,R,Chad Bettis,402911CBETTIS-R
110,402,912,H,SDG,BMITCHELL-R,1,0,1,0,0,0,0,0,2,4,110,-111.0,-1.5(+184),8.5,-110,8.0,-115,BMITCHELL,BMitchell,100.0,R,Bryan Mitchell,402912BMITCHELL-R
111,402,915,V,KAN,JHAMMEL-R,0,0,1,0,0,0,0,0,0,1,-102,101.0,+1.5(-210),9.5,-101,8.5,-115,JHAMMEL,JHammel,100.0,R,Jason Hammel,402915JHAMMEL-R
112,402,916,H,DET,FLIRIANO-L,0,0,1,0,4,0,1,0,x,6,-108,-111.0,-1.5(+176),9.5,-119,8.5,-105,FLIRIANO,FLiriano,100.0,L,Francisco Liriano,402916FLIRIANO-L
113,402,917,V,CWS,RLOPEZ-R,0,0,0,1,0,0,1,0,0,2,125,155.0,+1.5(-130),9.5,-101,9.0,-117,RLOPEZ,RLopez,100.0,R,Reynaldo Lopez,402917RLOPEZ-R
114,402,918,H,TOR,JGARCIA-L,0,0,0,0,0,1,2,1,x,4,-140,-175.0,-1.5(+110),9.5,-119,9.0,-103,JGARCIA,JGarcia,100.0,L,Jaime Garcia,402918JGARCIA-L
116,402,919,V,BAL,CTILLMAN-R,0,0,0,0,0,0,0,0,1,1,185,203.0,+1.5(-110),9.0,-119,9.5,-115,CTILLMAN,CTillman,100.0,R,Chris Tillman,402919CTILLMAN-R
117,402,920,H,HOU,CMORTON-R,1,0,0,3,0,1,1,0,x,6,-210,-228.0,-1.5(-109),9.0,-101,9.5,-105,CMORTON,CMorton,100.0,R,Charlie Morton,402920CMORTON-R
118,402,921,V,TEX,BCOLON-R,0,0,0,0,1,0,0,0,0,1,115,147.0,+1.5(-138),9.0,-120,9.0,-125,BCOLON,BColon,100.0,R,Bartolo Colon,402921BCOLON-R
119,402,922,H,OAK,ATRIGGS-R,0,0,1,0,0,0,2,0,x,3,-130,-167.0,-1.5(+118),9.0,100,9.0,105,ATRIGGS,ATriggs,100.0,R,Andrew Triggs,402922ATRIGGS-R
120,402,923,V,CLE,MCLEVINGER-R,0,1,1,3,0,0,0,1,0,6,-135,-111.0,-1.5(+144),9.0,100,8.0,-119,MCLEVINGER,MClevinger,100.0,R,Mike Clevinger,402923MCLEVINGER-R
121,402,924,H,LAA,JRAMIREZ-R,0,0,0,0,0,0,0,0,0,0,120,101.0,+1.5(-165),9.0,-120,8.0,-101,,,,,,402924JRAMIREZ-R
122,402,925,V,MIN,LLYNN-R,0,0,0,0,0,4,0,0,0,4,-102,131.0,+1.5(-175),8.5,-105,7.5,-110,LLYNN,LLynn,100.0,R,Lance Lynn,402925LLYNN-R
123,402,926,H,PIT,JTAILLON-R,5,0,0,0,0,0,0,0,x,5,-108,-146.0,-1.5(+151),8.5,-115,7.5,-110,JTAILLON,JTaillon,100.0,R,Jameson Taillon,402926JTAILLON-R
124,402,927,V,BOS,BJOHNSON-L,0,0,0,3,2,0,1,0,1,7,-170,-133.0,-1.5(+126),9.0,-110,8.5,-119,BJOHNSON,BJohnson,100.0,L,Brian Johnson,402927BJOHNSON-L
125,402,928,H,MIA,TRICHARDS-R,0,1,0,0,0,0,0,1,1,3,150,118.0,+1.5(-146),9.0,-110,8.5,-101,TRICHARDS,TRichards,100.0,R,Trevor Richards,402928TRICHARDS-R
126,403,953,V,PHI,BLIVELY-R,0,0,0,0,0,0,0,0,0,0,103,111.0,+1.5(-191),8.0,-110,7.5,-110,BLIVELY,BLively,100.0,R,Ben Lively,403953BLIVELY-R
127,403,954,H,NYM,MHARVEY-R,0,0,0,0,0,2,0,0,x,2,-113,-126.0,-1.5(+163),8.0,-110,7.5,-110,MHARVEY,MHarvey,100.0,R,Matt Harvey,403954MHARVEY-R
128,403,955,V,WAS,ACOLE-R,3,1,1,0,0,0,0,0,1,6,-115,-129.0,-1.5(+120),9.0,-110,9.5,-120,,,,,,403955ACOLE-R
129,403,956,H,ATL,JTEHERAN-R,4,4,1,1,1,0,0,2,x,13,105,114.0,+1.5(-140),9.0,-110,9.5,100,JTEHERAN,JTeheran,100.0,R,Julio Teheran,403956JTEHERAN-R
