,Date,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
12,2018-07-04,Paul Blackburn,OAK,23.2,99,6.1,1.9,3.2,0.8,16.2%,5.1%,11.1%,.283,1.31,.324,53.0%,3.79,4.23
13,2018-07-04,Cole Hamels,TEX,50.2,214,8.3,2.8,2.9,2.0,22.0%,7.5%,14.5%,.262,1.32,.292,76.9%,5.25,4.00
14,2018-07-04,Mike Leake,SEA,56.2,216,5.1,1.3,4.0,1.1,14.8%,3.7%,11.1%,.213,0.92,.220,88.0%,4.11,3.91
15,2018-07-04,Garrett Richards,LAA,21.2,95,10.4,4.6,2.3,0.8,26.3%,11.6%,14.7%,.238,1.43,.316,63.8%,3.58,3.90
16,2018-07-04,Gerrit Cole,HOU,50.0,203,10.4,4.0,2.6,1.4,28.6%,10.8%,17.7%,.179,1.08,.212,78.1%,4.36,3.90
17,2018-07-04,Felix Hernandez,SEA,45.0,194,7.2,2.2,3.3,0.8,18.6%,5.7%,12.9%,.257,1.27,.302,63.2%,3.72,3.88
18,2018-07-04,Justin Verlander,HOU,50.0,205,10.8,1.8,6.0,1.3,29.3%,4.9%,24.4%,.224,1.06,.288,77.9%,3.36,3.72
19,2018-07-04,Marco Gonzales,SEA,54.0,209,7.3,1.8,4.0,0.8,21.1%,5.3%,15.8%,.226,1.02,.267,76.5%,3.51,3.65
20,2018-07-04,Lance McCullers Jr.,HOU,49.1,200,8.8,3.1,2.8,1.3,24.0%,8.5%,15.5%,.198,1.07,.228,72.4%,4.15,3.65
21,2018-07-04,Dallas Keuchel,HOU,51.1,234,7.4,2.5,3.0,0.7,17.9%,6.0%,12.0%,.297,1.54,.353,63.2%,3.41,3.59
22,2018-07-04,Charlie Morton,HOU,46.2,204,12.2,4.4,2.7,0.8,30.9%,11.3%,19.6%,.224,1.33,.327,78.9%,3.50,3.45
23,2018-07-04,Tyler Skaggs,LAA,42.0,170,10.1,2.4,4.3,0.6,27.7%,6.5%,21.2%,.248,1.19,.336,79.5%,2.78,3.31
24,2018-07-04,James Paxton,SEA,58.0,226,11.5,2.0,5.7,1.1,32.7%,5.8%,27.0%,.216,1.02,.295,77.2%,2.85,2.71
0,2018-07-05,Daniel Mengden,OAK,40.1,166,4.2,3.1,1.4,2.0,11.5%,8.4%,3.0%,.220,1.17,.197,68.7%,6.31,5.37
1,2018-07-05,Doug Fister,TEX,21.1,96,3.0,1.7,1.8,2.1,7.3%,4.2%,3.1%,.297,1.45,.279,56.0%,6.25,5.14
2,2018-07-05,Bartolo Colon,TEX,41.2,194,5.2,2.4,2.2,2.4,12.4%,5.7%,6.7%,.324,1.68,.327,68.3%,6.31,5.13
3,2018-07-05,Austin Bibens-Dirkx,TEX,28.2,127,6.6,2.5,2.6,0.9,16.5%,6.3%,10.2%,.287,1.43,.330,71.1%,4.31,4.91
4,2018-07-05,Sean Manaea,OAK,47.1,197,5.1,2.1,2.5,1.5,13.7%,5.6%,8.1%,.223,1.10,.222,74.8%,5.04,4.80
5,2018-07-05,Jaime Barria,LAA,30.1,127,7.7,2.7,2.9,2.7,20.5%,7.1%,13.4%,.271,1.35,.277,88.0%,6.19,4.68
6,2018-07-05,Chris Bassitt,OAK,27.0,120,8.0,3.7,2.2,0.3,20.0%,9.2%,10.8%,.234,1.33,.293,65.6%,3.31,4.54
7,2018-07-05,Mike Minor,TEX,48.0,192,6.9,2.1,3.4,1.3,19.3%,5.7%,13.5%,.227,1.08,.248,71.1%,4.20,4.51
8,2018-07-05,Nick Tropeano,LAA,21.2,90,7.5,2.1,3.6,1.7,20.0%,5.6%,14.4%,.282,1.34,.318,68.4%,4.59,4.48
9,2018-07-05,Frankie Montas,OAK,42.1,184,6.0,2.8,2.2,0.4,15.2%,7.1%,8.2%,.290,1.46,.338,71.9%,3.52,4.46
10,2018-07-05,Andrew Heaney,LAA,48.2,205,7.4,2.2,3.3,1.3,19.5%,5.9%,13.7%,.237,1.17,.266,71.7%,4.31,4.38
11,2018-07-05,Wade LeBlanc,SEA,50.1,208,6.8,2.1,3.2,1.3,18.3%,5.8%,12.5%,.250,1.21,.278,78.1%,4.17,4.24
12,2018-07-05,Paul Blackburn,OAK,23.2,99,6.1,1.9,3.2,0.8,16.2%,5.1%,11.1%,.283,1.31,.324,53.0%,3.79,4.23
13,2018-07-05,Cole Hamels,TEX,50.2,214,8.3,2.8,2.9,2.0,22.0%,7.5%,14.5%,.262,1.32,.292,76.9%,5.25,4.00
14,2018-07-05,Gerrit Cole,HOU,55.0,228,10.6,3.9,2.7,1.5,28.5%,10.5%,18.0%,.199,1.16,.244,77.2%,4.40,3.92
15,2018-07-05,Mike Leake,SEA,60.2,239,5.3,1.3,4.0,1.0,15.1%,3.8%,11.3%,.231,1.02,.247,82.7%,3.97,3.91
16,2018-07-05,Felix Hernandez,SEA,45.0,194,7.2,2.2,3.3,0.8,18.6%,5.7%,12.9%,.257,1.27,.302,63.2%,3.72,3.88
17,2018-07-05,Justin Verlander,HOU,50.0,205,10.8,1.8,6.0,1.3,29.3%,4.9%,24.4%,.224,1.06,.288,77.9%,3.36,3.72
18,2018-07-05,Marco Gonzales,SEA,54.0,209,7.3,1.8,4.0,0.8,21.1%,5.3%,15.8%,.226,1.02,.267,76.5%,3.51,3.65
19,2018-07-05,Lance McCullers Jr.,HOU,49.1,200,8.8,3.1,2.8,1.3,24.0%,8.5%,15.5%,.198,1.07,.228,72.4%,4.15,3.65
20,2018-07-05,Dallas Keuchel,HOU,46.1,212,7.6,2.3,3.3,0.6,18.4%,5.7%,12.7%,.296,1.53,.357,63.4%,3.16,3.50
21,2018-07-05,Garrett Richards,LAA,27.0,115,11.0,4.0,2.8,1.3,28.7%,10.4%,18.3%,.233,1.33,.303,65.8%,3.98,3.46
22,2018-07-05,Charlie Morton,HOU,46.2,204,12.2,4.4,2.7,0.8,30.9%,11.3%,19.6%,.224,1.33,.327,78.9%,3.50,3.45
23,2018-07-05,Tyler Skaggs,LAA,42.0,170,10.1,2.4,4.3,0.6,27.7%,6.5%,21.2%,.248,1.19,.336,79.5%,2.78,3.31
24,2018-07-05,James Paxton,SEA,49.0,196,12.1,2.2,5.5,1.1,33.7%,6.1%,27.6%,.234,1.12,.330,77.3%,2.79,2.52
0,2018-07-06,Daniel Mengden,OAK,33.1,143,4.6,3.5,1.3,2.4,11.9%,9.1%,2.8%,.242,1.32,.216,65.9%,7.00,5.42
1,2018-07-06,Doug Fister,TEX,21.1,96,3.0,1.7,1.8,2.1,7.3%,4.2%,3.1%,.297,1.45,.279,56.0%,6.25,5.14
2,2018-07-06,Bartolo Colon,TEX,41.2,194,5.2,2.4,2.2,2.4,12.4%,5.7%,6.7%,.324,1.68,.327,68.3%,6.31,5.13
3,2018-07-06,Mike Minor,TEX,43.0,171,5.9,2.3,2.5,1.3,16.4%,6.4%,9.9%,.219,1.07,.230,71.8%,4.44,4.93
4,2018-07-06,Jaime Barria,LAA,35.2,149,6.8,3.0,2.3,2.3,18.1%,8.1%,10.1%,.270,1.37,.277,85.2%,5.94,4.93
5,2018-07-06,Austin Bibens-Dirkx,TEX,28.2,127,6.6,2.5,2.6,0.9,16.5%,6.3%,10.2%,.287,1.43,.330,71.1%,4.31,4.91
6,2018-07-06,Sean Manaea,OAK,47.1,197,5.1,2.1,2.5,1.5,13.7%,5.6%,8.1%,.223,1.10,.222,74.8%,5.04,4.80
7,2018-07-06,Chris Bassitt,OAK,27.0,120,8.0,3.7,2.2,0.3,20.0%,9.2%,10.8%,.234,1.33,.293,65.6%,3.31,4.54
8,2018-07-06,Nick Tropeano,LAA,21.2,90,7.5,2.1,3.6,1.7,20.0%,5.6%,14.4%,.282,1.34,.318,68.4%,4.59,4.48
9,2018-07-06,Frankie Montas,OAK,42.1,184,6.0,2.8,2.2,0.4,15.2%,7.1%,8.2%,.290,1.46,.338,71.9%,3.52,4.46
10,2018-07-06,Andrew Heaney,LAA,48.2,205,7.4,2.2,3.3,1.3,19.5%,5.9%,13.7%,.237,1.17,.266,71.7%,4.31,4.38
11,2018-07-06,Wade LeBlanc,SEA,45.0,184,6.6,2.2,3.0,1.2,17.9%,6.0%,12.0%,.243,1.18,.269,76.2%,4.16,4.30
12,2018-07-06,Yovani Gallardo,TEX,23.0,97,6.3,2.7,2.3,1.6,16.5%,7.2%,9.3%,.267,1.35,.286,59.1%,4.94,4.26
13,2018-07-06,Paul Blackburn,OAK,23.2,99,6.1,1.9,3.2,0.8,16.2%,5.1%,11.1%,.283,1.31,.324,53.0%,3.79,4.23
14,2018-07-06,Cole Hamels,TEX,50.2,214,8.3,2.8,2.9,2.0,22.0%,7.5%,14.5%,.262,1.32,.292,76.9%,5.25,4.00
15,2018-07-06,Gerrit Cole,HOU,55.0,228,10.6,3.9,2.7,1.5,28.5%,10.5%,18.0%,.199,1.16,.244,77.2%,4.40,3.92
16,2018-07-06,Mike Leake,SEA,60.2,239,5.3,1.3,4.0,1.0,15.1%,3.8%,11.3%,.231,1.02,.247,82.7%,3.97,3.91
17,2018-07-06,Felix Hernandez,SEA,45.0,194,7.2,2.2,3.3,0.8,18.6%,5.7%,12.9%,.257,1.27,.302,63.2%,3.72,3.88
18,2018-07-06,Lance McCullers Jr.,HOU,42.1,176,8.5,3.2,2.7,1.5,22.7%,8.5%,14.2%,.219,1.18,.248,70.4%,4.55,3.65
19,2018-07-06,Marco Gonzales,SEA,60.0,234,7.7,1.9,3.9,0.8,21.8%,5.6%,16.2%,.225,1.03,.272,77.6%,3.34,3.64
20,2018-07-06,Justin Verlander,HOU,57.0,229,11.1,1.6,7.0,1.3,30.6%,4.4%,26.2%,.218,1.00,.283,77.9%,3.21,3.59
21,2018-07-06,Dallas Keuchel,HOU,46.1,212,7.6,2.3,3.3,0.6,18.4%,5.7%,12.7%,.296,1.53,.357,63.4%,3.16,3.50
22,2018-07-06,Garrett Richards,LAA,27.0,115,11.0,4.0,2.8,1.3,28.7%,10.4%,18.3%,.233,1.33,.303,65.8%,3.98,3.46
23,2018-07-06,Charlie Morton,HOU,46.2,204,12.2,4.4,2.7,0.8,30.9%,11.3%,19.6%,.224,1.33,.327,78.9%,3.50,3.45
24,2018-07-06,Tyler Skaggs,LAA,42.0,170,10.1,2.4,4.3,0.6,27.7%,6.5%,21.2%,.248,1.19,.336,79.5%,2.78,3.31
25,2018-07-06,James Paxton,SEA,49.0,196,12.1,2.2,5.5,1.1,33.7%,6.1%,27.6%,.234,1.12,.330,77.3%,2.79,2.52
0,2018-07-07,Daniel Mengden,OAK,33.1,143,4.6,3.5,1.3,2.4,11.9%,9.1%,2.8%,.242,1.32,.216,65.9%,7.00,5.42
1,2018-07-07,Doug Fister,TEX,21.1,96,3.0,1.7,1.8,2.1,7.3%,4.2%,3.1%,.297,1.45,.279,56.0%,6.25,5.14
2,2018-07-07,Mike Minor,TEX,43.0,171,5.9,2.3,2.5,1.3,16.4%,6.4%,9.9%,.219,1.07,.230,71.8%,4.44,4.93
3,2018-07-07,Jaime Barria,LAA,35.2,149,6.8,3.0,2.3,2.3,18.1%,8.1%,10.1%,.270,1.37,.277,85.2%,5.94,4.93
4,2018-07-07,Austin Bibens-Dirkx,TEX,28.2,127,6.6,2.5,2.6,0.9,16.5%,6.3%,10.2%,.287,1.43,.330,71.1%,4.31,4.91
5,2018-07-07,Bartolo Colon,TEX,44.1,196,4.7,2.0,2.3,1.8,11.7%,5.1%,6.6%,.301,1.49,.305,67.4%,5.44,4.85
6,2018-07-07,Sean Manaea,OAK,47.1,197,5.1,2.1,2.5,1.5,13.7%,5.6%,8.1%,.223,1.10,.222,74.8%,5.04,4.80
7,2018-07-07,Chris Bassitt,OAK,27.0,120,8.0,3.7,2.2,0.3,20.0%,9.2%,10.8%,.234,1.33,.293,65.6%,3.31,4.54
8,2018-07-07,Nick Tropeano,LAA,21.2,90,7.5,2.1,3.6,1.7,20.0%,5.6%,14.4%,.282,1.34,.318,68.4%,4.59,4.48
9,2018-07-07,Frankie Montas,OAK,42.1,184,6.0,2.8,2.2,0.4,15.2%,7.1%,8.2%,.290,1.46,.338,71.9%,3.52,4.46
10,2018-07-07,Paul Blackburn,OAK,27.2,119,6.2,2.0,3.2,0.7,16.0%,5.0%,10.9%,.297,1.41,.344,47.1%,3.59,4.39
11,2018-07-07,Andrew Heaney,LAA,48.2,205,7.4,2.2,3.3,1.3,19.5%,5.9%,13.7%,.237,1.17,.266,71.7%,4.31,4.38
12,2018-07-07,Wade LeBlanc,SEA,45.0,184,6.6,2.2,3.0,1.2,17.9%,6.0%,12.0%,.243,1.18,.269,76.2%,4.16,4.30
13,2018-07-07,Yovani Gallardo,TEX,23.0,97,6.3,2.7,2.3,1.6,16.5%,7.2%,9.3%,.267,1.35,.286,59.1%,4.94,4.26
14,2018-07-07,Felix Hernandez,SEA,50.0,217,6.8,2.0,3.5,0.9,17.5%,5.1%,12.4%,.267,1.30,.308,64.5%,3.84,4.09
15,2018-07-07,Cole Hamels,TEX,50.2,214,8.3,2.8,2.9,2.0,22.0%,7.5%,14.5%,.262,1.32,.292,76.9%,5.25,4.00
16,2018-07-07,Gerrit Cole,HOU,55.0,228,10.6,3.9,2.7,1.5,28.5%,10.5%,18.0%,.199,1.16,.244,77.2%,4.40,3.92
17,2018-07-07,Mike Leake,SEA,60.2,239,5.3,1.3,4.0,1.0,15.1%,3.8%,11.3%,.231,1.02,.247,82.7%,3.97,3.91
18,2018-07-07,Marco Gonzales,SEA,60.0,234,7.7,1.9,3.9,0.8,21.8%,5.6%,16.2%,.225,1.03,.272,77.6%,3.34,3.64
19,2018-07-07,Justin Verlander,HOU,57.0,229,11.1,1.6,7.0,1.3,30.6%,4.4%,26.2%,.218,1.00,.283,77.9%,3.21,3.59
20,2018-07-07,Dallas Keuchel,HOU,46.1,212,7.6,2.3,3.3,0.6,18.4%,5.7%,12.7%,.296,1.53,.357,63.4%,3.16,3.50
21,2018-07-07,Garrett Richards,LAA,27.0,115,11.0,4.0,2.8,1.3,28.7%,10.4%,18.3%,.233,1.33,.303,65.8%,3.98,3.46
22,2018-07-07,Charlie Morton,HOU,46.2,204,12.2,4.4,2.7,0.8,30.9%,11.3%,19.6%,.224,1.33,.327,78.9%,3.50,3.45
23,2018-07-07,Tyler Skaggs,LAA,42.0,170,10.1,2.4,4.3,0.6,27.7%,6.5%,21.2%,.248,1.19,.336,79.5%,2.78,3.31
24,2018-07-07,Lance McCullers Jr.,HOU,49.1,200,9.5,2.7,3.5,1.3,26.0%,7.5%,18.5%,.208,1.07,.250,70.8%,3.93,3.19
25,2018-07-07,James Paxton,SEA,49.0,196,12.1,2.2,5.5,1.1,33.7%,6.1%,27.6%,.234,1.12,.330,77.3%,2.79,2.52
0,2018-07-08,Daniel Mengden,OAK,33.1,143,4.6,3.5,1.3,2.4,11.9%,9.1%,2.8%,.242,1.32,.216,65.9%,7.00,5.42
1,2018-07-08,Doug Fister,TEX,21.1,96,3.0,1.7,1.8,2.1,7.3%,4.2%,3.1%,.297,1.45,.279,56.0%,6.25,5.14
2,2018-07-08,Mike Minor,TEX,43.0,171,5.9,2.3,2.5,1.3,16.4%,6.4%,9.9%,.219,1.07,.230,71.8%,4.44,4.93
3,2018-07-08,Jaime Barria,LAA,35.2,149,6.8,3.0,2.3,2.3,18.1%,8.1%,10.1%,.270,1.37,.277,85.2%,5.94,4.93
4,2018-07-08,Austin Bibens-Dirkx,TEX,28.2,127,6.6,2.5,2.6,0.9,16.5%,6.3%,10.2%,.287,1.43,.330,71.1%,4.31,4.91
5,2018-07-08,Bartolo Colon,TEX,44.1,196,4.7,2.0,2.3,1.8,11.7%,5.1%,6.6%,.301,1.49,.305,67.4%,5.44,4.85
6,2018-07-08,Sean Manaea,OAK,47.1,197,5.1,2.1,2.5,1.5,13.7%,5.6%,8.1%,.223,1.10,.222,74.8%,5.04,4.80
7,2018-07-08,Chris Bassitt,OAK,27.0,120,8.0,3.7,2.2,0.3,20.0%,9.2%,10.8%,.234,1.33,.293,65.6%,3.31,4.54
8,2018-07-08,Nick Tropeano,LAA,21.2,90,7.5,2.1,3.6,1.7,20.0%,5.6%,14.4%,.282,1.34,.318,68.4%,4.59,4.48
9,2018-07-08,Frankie Montas,OAK,42.1,184,6.0,2.8,2.2,0.4,15.2%,7.1%,8.2%,.290,1.46,.338,71.9%,3.52,4.46
10,2018-07-08,Paul Blackburn,OAK,27.2,119,6.2,2.0,3.2,0.7,16.0%,5.0%,10.9%,.297,1.41,.344,47.1%,3.59,4.39
11,2018-07-08,Andrew Heaney,LAA,48.2,205,7.4,2.2,3.3,1.3,19.5%,5.9%,13.7%,.237,1.17,.266,71.7%,4.31,4.38
12,2018-07-08,Wade LeBlanc,SEA,45.0,184,6.6,2.2,3.0,1.2,17.9%,6.0%,12.0%,.243,1.18,.269,76.2%,4.16,4.30
13,2018-07-08,Yovani Gallardo,TEX,23.0,97,6.3,2.7,2.3,1.6,16.5%,7.2%,9.3%,.267,1.35,.286,59.1%,4.94,4.26
14,2018-07-08,Felix Hernandez,SEA,50.0,217,6.8,2.0,3.5,0.9,17.5%,5.1%,12.4%,.267,1.30,.308,64.5%,3.84,4.09
15,2018-07-08,Mike Leake,SEA,54.0,212,5.5,1.5,3.7,1.2,15.6%,4.3%,11.3%,.232,1.04,.245,84.4%,4.12,4.00
16,2018-07-08,Gerrit Cole,HOU,49.0,205,10.5,3.9,2.7,1.5,27.8%,10.2%,17.6%,.199,1.16,.241,75.8%,4.43,3.96
17,2018-07-08,Cole Hamels,TEX,44.1,196,8.5,3.2,2.6,2.0,21.4%,8.2%,13.3%,.292,1.53,.333,66.1%,5.42,3.94
18,2018-07-08,Marco Gonzales,SEA,60.0,234,7.7,1.9,3.9,0.8,21.8%,5.6%,16.2%,.225,1.03,.272,77.6%,3.34,3.64
19,2018-07-08,Justin Verlander,HOU,57.0,229,11.1,1.6,7.0,1.3,30.6%,4.4%,26.2%,.218,1.00,.283,77.9%,3.21,3.59
20,2018-07-08,Dallas Keuchel,HOU,46.1,212,7.6,2.3,3.3,0.6,18.4%,5.7%,12.7%,.296,1.53,.357,63.4%,3.16,3.50
21,2018-07-08,Charlie Morton,HOU,52.1,229,12.2,4.3,2.8,0.7,31.0%,10.9%,20.1%,.223,1.32,.328,73.9%,3.28,3.42
22,2018-07-08,Tyler Skaggs,LAA,42.0,170,10.1,2.4,4.3,0.6,27.7%,6.5%,21.2%,.248,1.19,.336,79.5%,2.78,3.31
23,2018-07-08,Lance McCullers Jr.,HOU,49.1,200,9.5,2.7,3.5,1.3,26.0%,7.5%,18.5%,.208,1.07,.250,70.8%,3.93,3.19
24,2018-07-08,Garrett Richards,LAA,22.0,92,11.9,4.1,2.9,1.2,31.5%,10.9%,20.6%,.220,1.27,.300,71.4%,3.66,3.16
25,2018-07-08,James Paxton,SEA,56.0,225,12.1,2.1,5.8,1.1,33.3%,5.8%,27.6%,.236,1.13,.331,75.2%,2.80,2.57
0,2018-07-09,Daniel Mengden,OAK,33.1,143,4.6,3.5,1.3,2.4,11.9%,9.1%,2.8%,.242,1.32,.216,65.9%,7.00,5.42
1,2018-07-09,Mike Minor,TEX,43.0,171,5.9,2.3,2.5,1.3,16.4%,6.4%,9.9%,.219,1.07,.230,71.8%,4.44,4.93
2,2018-07-09,Jaime Barria,LAA,35.2,149,6.8,3.0,2.3,2.3,18.1%,8.1%,10.1%,.270,1.37,.277,85.2%,5.94,4.93
3,2018-07-09,Bartolo Colon,TEX,44.1,196,4.7,2.0,2.3,1.8,11.7%,5.1%,6.6%,.301,1.49,.305,67.4%,5.44,4.85
4,2018-07-09,Sean Manaea,OAK,47.1,197,5.1,2.1,2.5,1.5,13.7%,5.6%,8.1%,.223,1.10,.222,74.8%,5.04,4.80
5,2018-07-09,Austin Bibens-Dirkx,TEX,34.0,145,6.9,2.4,2.9,0.8,17.9%,6.2%,11.7%,.273,1.32,.320,73.7%,3.93,4.62
6,2018-07-09,Chris Bassitt,OAK,27.0,120,8.0,3.7,2.2,0.3,20.0%,9.2%,10.8%,.234,1.33,.293,65.6%,3.31,4.54
7,2018-07-09,Nick Tropeano,LAA,21.2,90,7.5,2.1,3.6,1.7,20.0%,5.6%,14.4%,.282,1.34,.318,68.4%,4.59,4.48
8,2018-07-09,Frankie Montas,OAK,42.1,184,6.0,2.8,2.2,0.4,15.2%,7.1%,8.2%,.290,1.46,.338,71.9%,3.52,4.46
9,2018-07-09,Wade LeBlanc,SEA,51.0,207,6.4,1.9,3.3,1.6,17.4%,5.3%,12.1%,.240,1.14,.252,77.1%,4.69,4.40
10,2018-07-09,Paul Blackburn,OAK,27.2,119,6.2,2.0,3.2,0.7,16.0%,5.0%,10.9%,.297,1.41,.344,47.1%,3.59,4.39
11,2018-07-09,Yovani Gallardo,TEX,23.0,97,6.3,2.7,2.3,1.6,16.5%,7.2%,9.3%,.267,1.35,.286,59.1%,4.94,4.26
12,2018-07-09,Andrew Heaney,LAA,55.2,232,8.1,2.4,3.3,1.3,21.6%,6.5%,15.1%,.224,1.13,.256,71.2%,4.20,4.20
13,2018-07-09,Felix Hernandez,SEA,50.0,217,6.8,2.0,3.5,0.9,17.5%,5.1%,12.4%,.267,1.30,.308,64.5%,3.84,4.09
14,2018-07-09,Mike Leake,SEA,54.0,212,5.5,1.5,3.7,1.2,15.6%,4.3%,11.3%,.232,1.04,.245,84.4%,4.12,4.00
15,2018-07-09,Gerrit Cole,HOU,49.0,205,10.5,3.9,2.7,1.5,27.8%,10.2%,17.6%,.199,1.16,.241,75.8%,4.43,3.96
16,2018-07-09,Cole Hamels,TEX,44.1,196,8.5,3.2,2.6,2.0,21.4%,8.2%,13.3%,.292,1.53,.333,66.1%,5.42,3.94
17,2018-07-09,Marco Gonzales,SEA,53.0,209,7.6,1.9,4.1,0.8,21.5%,5.3%,16.3%,.241,1.09,.290,75.9%,3.48,3.72
18,2018-07-09,Justin Verlander,HOU,51.0,207,10.8,1.6,6.8,1.4,29.5%,4.3%,25.1%,.226,1.04,.286,78.1%,3.51,3.71
19,2018-07-09,Dallas Keuchel,HOU,53.1,241,6.9,2.5,2.7,0.5,17.0%,6.2%,10.8%,.289,1.50,.343,66.4%,3.25,3.64
20,2018-07-09,Charlie Morton,HOU,52.1,229,12.2,4.3,2.8,0.7,31.0%,10.9%,20.1%,.223,1.32,.328,73.9%,3.28,3.42
21,2018-07-09,Lance McCullers Jr.,HOU,49.1,200,9.5,2.7,3.5,1.3,26.0%,7.5%,18.5%,.208,1.07,.250,70.8%,3.93,3.19
22,2018-07-09,Garrett Richards,LAA,22.0,92,11.9,4.1,2.9,1.2,31.5%,10.9%,20.6%,.220,1.27,.300,71.4%,3.66,3.16
23,2018-07-09,Tyler Skaggs,LAA,37.0,147,10.0,2.7,3.7,0.2,27.9%,7.5%,20.4%,.243,1.19,.340,77.5%,2.19,3.13
24,2018-07-09,James Paxton,SEA,56.0,225,12.1,2.1,5.8,1.1,33.3%,5.8%,27.6%,.236,1.13,.331,75.2%,2.80,2.57
0,2018-07-10,Daniel Mengden,OAK,33.1,143,4.6,3.5,1.3,2.4,11.9%,9.1%,2.8%,.242,1.32,.216,65.9%,7.00,5.42
1,2018-07-10,Austin Bibens-Dirkx,TEX,27.2,116,6.5,2.6,2.5,1.0,17.2%,6.9%,10.3%,.267,1.30,.305,83.3%,4.32,4.94
2,2018-07-10,Jaime Barria,LAA,35.2,149,6.8,3.0,2.3,2.3,18.1%,8.1%,10.1%,.270,1.37,.277,85.2%,5.94,4.93
3,2018-07-10,Bartolo Colon,TEX,44.1,196,4.7,2.0,2.3,1.8,11.7%,5.1%,6.6%,.301,1.49,.305,67.4%,5.44,4.85
4,2018-07-10,Mike Minor,TEX,48.1,193,6.0,2.0,2.9,1.3,16.6%,5.7%,10.9%,.225,1.08,.238,73.5%,4.40,4.84
5,2018-07-10,Sean Manaea,OAK,47.1,197,5.1,2.1,2.5,1.5,13.7%,5.6%,8.1%,.223,1.10,.222,74.8%,5.04,4.80
6,2018-07-10,Frankie Montas,OAK,48.1,205,5.6,2.8,2.0,0.4,14.6%,7.3%,7.3%,.277,1.39,.321,74.0%,3.51,4.58
7,2018-07-10,Chris Bassitt,OAK,27.0,120,8.0,3.7,2.2,0.3,20.0%,9.2%,10.8%,.234,1.33,.293,65.6%,3.31,4.54
8,2018-07-10,Wade LeBlanc,SEA,51.0,207,6.4,1.9,3.3,1.6,17.4%,5.3%,12.1%,.240,1.14,.252,77.1%,4.69,4.40
9,2018-07-10,Paul Blackburn,OAK,27.2,119,6.2,2.0,3.2,0.7,16.0%,5.0%,10.9%,.297,1.41,.344,47.1%,3.59,4.39
10,2018-07-10,Yovani Gallardo,TEX,23.0,97,6.3,2.7,2.3,1.6,16.5%,7.2%,9.3%,.267,1.35,.286,59.1%,4.94,4.26
11,2018-07-10,Andrew Heaney,LAA,55.2,232,8.1,2.4,3.3,1.3,21.6%,6.5%,15.1%,.224,1.13,.256,71.2%,4.20,4.20
12,2018-07-10,Felix Hernandez,SEA,44.0,193,7.4,2.0,3.6,1.0,18.6%,5.2%,13.5%,.274,1.34,.319,67.9%,3.96,4.02
13,2018-07-10,Mike Leake,SEA,54.0,212,5.5,1.5,3.7,1.2,15.6%,4.3%,11.3%,.232,1.04,.245,84.4%,4.12,4.00
14,2018-07-10,Cole Hamels,TEX,44.1,196,8.5,3.2,2.6,2.0,21.4%,8.2%,13.3%,.292,1.53,.333,66.1%,5.42,3.94
15,2018-07-10,Gerrit Cole,HOU,55.0,228,11.1,3.9,2.8,1.3,29.8%,10.5%,19.3%,.194,1.15,.248,78.5%,4.05,3.75
16,2018-07-10,Marco Gonzales,SEA,53.0,209,7.6,1.9,4.1,0.8,21.5%,5.3%,16.3%,.241,1.09,.290,75.9%,3.48,3.72
17,2018-07-10,Justin Verlander,HOU,51.0,207,10.8,1.6,6.8,1.4,29.5%,4.3%,25.1%,.226,1.04,.286,78.1%,3.51,3.71
18,2018-07-10,Dallas Keuchel,HOU,53.1,241,6.9,2.5,2.7,0.5,17.0%,6.2%,10.8%,.289,1.50,.343,66.4%,3.25,3.64
19,2018-07-10,Charlie Morton,HOU,46.1,205,12.8,4.3,3.0,0.8,32.2%,10.7%,21.5%,.222,1.32,.330,73.7%,3.31,3.33
20,2018-07-10,Lance McCullers Jr.,HOU,49.1,200,9.5,2.7,3.5,1.3,26.0%,7.5%,18.5%,.208,1.07,.250,70.8%,3.93,3.19
21,2018-07-10,Garrett Richards,LAA,22.0,92,11.9,4.1,2.9,1.2,31.5%,10.9%,20.6%,.220,1.27,.300,71.4%,3.66,3.16
22,2018-07-10,Tyler Skaggs,LAA,37.0,147,10.0,2.7,3.7,0.2,27.9%,7.5%,20.4%,.243,1.19,.340,77.5%,2.19,3.13
23,2018-07-10,James Paxton,SEA,56.0,225,12.1,2.1,5.8,1.1,33.3%,5.8%,27.6%,.236,1.13,.331,75.2%,2.80,2.57
0,2018-07-11,Daniel Mengden,OAK,33.1,143,4.6,3.5,1.3,2.4,11.9%,9.1%,2.8%,.242,1.32,.216,65.9%,7.00,5.42
1,2018-07-11,Austin Bibens-Dirkx,TEX,27.2,116,6.5,2.6,2.5,1.0,17.2%,6.9%,10.3%,.267,1.30,.305,83.3%,4.32,4.94
2,2018-07-11,Jaime Barria,LAA,35.2,149,6.8,3.0,2.3,2.3,18.1%,8.1%,10.1%,.270,1.37,.277,85.2%,5.94,4.93
3,2018-07-11,Bartolo Colon,TEX,44.1,196,4.7,2.0,2.3,1.8,11.7%,5.1%,6.6%,.301,1.49,.305,67.4%,5.44,4.85
4,2018-07-11,Mike Minor,TEX,42.1,167,6.0,2.1,2.8,1.1,16.8%,6.0%,10.8%,.217,1.04,.234,73.0%,4.08,4.81
