,Date,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
21,2018-06-05,Charlie Morton,HOU,48.0,196,11.1,3.2,3.5,1.7,30.1%,8.7%,21.4%,.226,1.19,.284,81.9%,4.33,3.16
22,2018-06-05,James Paxton,SEA,53.0,203,11.4,2.5,4.5,0.7,33.0%,7.4%,25.6%,.170,0.89,.239,77.3%,2.46,3.10
23,2018-06-05,Trevor Cahill,OAK,41.2,162,8.4,1.9,4.3,0.9,24.1%,5.6%,18.5%,.212,0.98,.259,72.2%,3.33,3.03
24,2018-06-05,Gerrit Cole,HOU,53.2,201,12.6,2.3,5.4,1.0,37.3%,7.0%,30.3%,.178,0.88,.260,78.8%,2.71,2.80
0,2018-06-06,Matt Moore,TEX,32.2,170,7.2,4.4,1.6,1.7,15.3%,9.4%,5.9%,.355,2.14,.400,59.8%,5.61,5.90
1,2018-06-06,Cole Hamels,TEX,43.2,186,8.2,3.3,2.5,1.6,21.5%,8.6%,12.9%,.199,1.10,.212,89.5%,5.43,4.79
2,2018-06-06,Doug Fister,TEX,47.1,205,4.8,2.3,2.1,1.7,12.2%,5.9%,6.3%,.265,1.31,.265,74.9%,5.59,4.69
3,2018-06-06,Nick Tropeano,LAA,37.2,157,7.9,3.1,2.5,1.4,21.0%,8.3%,12.7%,.252,1.30,.288,74.5%,4.59,4.67
4,2018-06-06,Sean Manaea,OAK,52.2,229,6.5,2.4,2.7,1.4,16.6%,6.1%,10.5%,.225,1.16,.239,68.1%,4.83,4.58
5,2018-06-06,Felix Hernandez,SEA,47.2,211,7.9,3.6,2.2,1.1,19.9%,9.0%,10.9%,.251,1.38,.295,65.5%,4.55,4.54
6,2018-06-06,Mike Minor,TEX,38.1,173,7.5,1.9,4.0,2.1,18.5%,4.6%,13.9%,.309,1.51,.339,64.0%,5.40,4.46
7,2018-06-06,Wade LeBlanc,SEA,31.1,123,6.6,1.7,3.8,0.9,18.7%,4.9%,13.8%,.214,0.99,.242,93.3%,3.51,4.38
8,2018-06-06,Bartolo Colon,TEX,47.2,200,5.1,1.1,4.5,2.6,13.5%,3.0%,10.5%,.255,1.15,.232,74.9%,6.35,4.37
9,2018-06-06,Andrew Triggs,OAK,24.1,104,9.6,3.7,2.6,1.8,25.0%,9.6%,15.4%,.206,1.19,.230,75.0%,5.17,4.27
10,2018-06-06,Lance McCullers Jr.,HOU,48.1,191,7.1,3.0,2.4,0.6,19.9%,8.4%,11.5%,.203,1.06,.244,74.3%,3.57,4.20
11,2018-06-06,Daniel Mengden,OAK,50.1,195,5.4,0.9,6.0,0.7,15.4%,2.6%,12.8%,.205,0.87,.224,78.1%,3.30,4.17
12,2018-06-06,Andrew Heaney,LAA,51.1,203,7.9,2.8,2.8,0.2,22.2%,7.9%,14.3%,.191,0.99,.248,72.8%,2.83,4.06
13,2018-06-06,Jaime Barria,LAA,31.1,127,7.8,1.7,4.5,0.9,21.3%,4.7%,16.5%,.235,1.09,.281,84.9%,3.45,3.94
14,2018-06-06,Mike Leake,SEA,48.2,203,5.9,1.1,5.3,1.3,15.8%,3.0%,12.8%,.287,1.27,.314,66.4%,4.21,3.83
15,2018-06-06,Tyler Skaggs,LAA,45.2,188,9.7,3.0,3.3,1.4,26.1%,8.0%,18.1%,.240,1.23,.296,89.2%,4.12,3.80
16,2018-06-06,Marco Gonzales,SEA,50.0,202,7.2,2.5,2.9,0.5,19.8%,6.9%,12.9%,.247,1.20,.301,84.8%,3.30,3.78
17,2018-06-06,Shohei Ohtani,LAA,30.1,125,11.3,3.9,2.9,0.9,30.4%,10.4%,20.0%,.216,1.22,.300,82.8%,3.33,3.56
18,2018-06-06,Dallas Keuchel,HOU,57.2,236,6.9,1.9,3.7,1.6,18.6%,5.1%,13.6%,.237,1.13,.253,72.5%,4.51,3.55
19,2018-06-06,Justin Verlander,HOU,54.2,203,10.7,1.5,7.2,0.3,32.0%,4.4%,27.6%,.151,0.70,.216,83.3%,1.86,3.44
20,2018-06-06,Garrett Richards,LAA,41.0,169,9.9,3.1,3.2,0.9,26.6%,8.3%,18.3%,.213,1.15,.274,53.1%,3.26,3.36
21,2018-06-06,Charlie Morton,HOU,48.0,196,11.1,3.2,3.5,1.7,30.1%,8.7%,21.4%,.226,1.19,.284,81.9%,4.33,3.16
22,2018-06-06,James Paxton,SEA,60.2,233,10.8,2.4,4.6,0.6,31.3%,6.9%,24.5%,.189,0.94,.264,79.8%,2.40,3.15
23,2018-06-06,Trevor Cahill,OAK,41.2,162,8.4,1.9,4.3,0.9,24.1%,5.6%,18.5%,.212,0.98,.259,72.2%,3.33,3.03
24,2018-06-06,Gerrit Cole,HOU,53.2,201,12.6,2.3,5.4,1.0,37.3%,7.0%,30.3%,.178,0.88,.260,78.8%,2.71,2.80
0,2018-06-07,Matt Moore,TEX,32.2,170,7.2,4.4,1.6,1.7,15.3%,9.4%,5.9%,.355,2.14,.400,59.8%,5.61,5.90
1,2018-06-07,Sean Manaea,OAK,43.2,199,5.8,2.5,2.3,1.6,14.1%,6.0%,8.0%,.260,1.35,.269,66.9%,5.50,4.89
2,2018-06-07,Cole Hamels,TEX,43.2,186,8.2,3.3,2.5,1.6,21.5%,8.6%,12.9%,.199,1.10,.212,89.5%,5.43,4.79
3,2018-06-07,Wade LeBlanc,SEA,35.1,143,6.6,2.3,2.9,1.0,18.2%,6.3%,11.9%,.239,1.16,.269,90.4%,3.93,4.70
4,2018-06-07,Doug Fister,TEX,47.1,205,4.8,2.3,2.1,1.7,12.2%,5.9%,6.3%,.265,1.31,.265,74.9%,5.59,4.69
5,2018-06-07,Nick Tropeano,LAA,37.2,157,7.9,3.1,2.5,1.4,21.0%,8.3%,12.7%,.252,1.30,.288,74.5%,4.59,4.67
6,2018-06-07,Felix Hernandez,SEA,47.2,211,7.9,3.6,2.2,1.1,19.9%,9.0%,10.9%,.251,1.38,.295,65.5%,4.55,4.54
7,2018-06-07,Bartolo Colon,TEX,47.0,198,5.0,1.3,3.7,2.7,13.1%,3.5%,9.6%,.253,1.17,.227,79.7%,6.44,4.50
8,2018-06-07,Mike Minor,TEX,38.1,173,7.5,1.9,4.0,2.1,18.5%,4.6%,13.9%,.309,1.51,.339,64.0%,5.40,4.46
9,2018-06-07,Daniel Mengden,OAK,54.1,214,5.5,1.3,4.1,1.3,15.4%,3.7%,11.7%,.214,0.96,.218,78.4%,4.30,4.36
10,2018-06-07,Andrew Triggs,OAK,24.1,104,9.6,3.7,2.6,1.8,25.0%,9.6%,15.4%,.206,1.19,.230,75.0%,5.17,4.27
11,2018-06-07,Lance McCullers Jr.,HOU,54.1,217,7.0,3.0,2.3,0.8,19.4%,8.3%,11.1%,.214,1.10,.248,75.0%,3.97,4.20
12,2018-06-07,Andrew Heaney,LAA,51.1,203,7.9,2.8,2.8,0.2,22.2%,7.9%,14.3%,.191,0.99,.248,72.8%,2.83,4.06
13,2018-06-07,Jaime Barria,LAA,31.1,127,7.8,1.7,4.5,0.9,21.3%,4.7%,16.5%,.235,1.09,.281,84.9%,3.45,3.94
14,2018-06-07,Mike Leake,SEA,48.2,203,5.9,1.1,5.3,1.3,15.8%,3.0%,12.8%,.287,1.27,.314,66.4%,4.21,3.83
15,2018-06-07,Tyler Skaggs,LAA,45.2,188,9.7,3.0,3.3,1.4,26.1%,8.0%,18.1%,.240,1.23,.296,89.2%,4.12,3.80
16,2018-06-07,Marco Gonzales,SEA,50.0,202,7.2,2.5,2.9,0.5,19.8%,6.9%,12.9%,.247,1.20,.301,84.8%,3.30,3.78
17,2018-06-07,Garrett Richards,LAA,35.0,145,8.7,3.3,2.6,0.8,23.4%,9.0%,14.5%,.212,1.17,.263,48.9%,3.45,3.70
18,2018-06-07,Shohei Ohtani,LAA,34.1,143,11.0,4.2,2.6,0.8,29.4%,11.2%,18.2%,.222,1.28,.309,83.3%,3.34,3.69
19,2018-06-07,Dallas Keuchel,HOU,51.2,212,6.6,1.7,3.8,1.6,17.9%,4.7%,13.2%,.243,1.14,.258,69.0%,4.54,3.52
20,2018-06-07,Justin Verlander,HOU,54.2,203,10.7,1.5,7.2,0.3,32.0%,4.4%,27.6%,.151,0.70,.216,83.3%,1.86,3.44
21,2018-06-07,Charlie Morton,HOU,48.0,196,11.1,3.2,3.5,1.7,30.1%,8.7%,21.4%,.226,1.19,.284,81.9%,4.33,3.16
22,2018-06-07,James Paxton,SEA,56.2,212,10.6,2.1,5.2,0.6,31.6%,6.1%,25.5%,.176,0.85,.242,87.3%,2.40,3.06
23,2018-06-07,Trevor Cahill,OAK,41.2,162,8.4,1.9,4.3,0.9,24.1%,5.6%,18.5%,.212,0.98,.259,72.2%,3.33,3.03
24,2018-06-07,Gerrit Cole,HOU,53.2,201,12.6,2.3,5.4,1.0,37.3%,7.0%,30.3%,.178,0.88,.260,78.8%,2.71,2.80
0,2018-06-08,Matt Moore,TEX,32.2,170,7.2,4.4,1.6,1.7,15.3%,9.4%,5.9%,.355,2.14,.400,59.8%,5.61,5.90
1,2018-06-08,Sean Manaea,OAK,43.2,199,5.8,2.5,2.3,1.6,14.1%,6.0%,8.0%,.260,1.35,.269,66.9%,5.50,4.89
2,2018-06-08,Cole Hamels,TEX,51.0,215,7.9,3.2,2.5,1.8,20.9%,8.4%,12.6%,.207,1.12,.218,86.5%,5.53,4.83
3,2018-06-08,Wade LeBlanc,SEA,35.1,143,6.6,2.3,2.9,1.0,18.2%,6.3%,11.9%,.239,1.16,.269,90.4%,3.93,4.70
4,2018-06-08,Doug Fister,TEX,47.1,205,4.8,2.3,2.1,1.7,12.2%,5.9%,6.3%,.265,1.31,.265,74.9%,5.59,4.69
5,2018-06-08,Nick Tropeano,LAA,37.2,157,7.9,3.1,2.5,1.4,21.0%,8.3%,12.7%,.252,1.30,.288,74.5%,4.59,4.67
6,2018-06-08,Felix Hernandez,SEA,47.2,211,7.9,3.6,2.2,1.1,19.9%,9.0%,10.9%,.251,1.38,.295,65.5%,4.55,4.54
7,2018-06-08,Daniel Mengden,OAK,48.0,189,5.3,1.5,3.5,1.5,14.8%,4.2%,10.6%,.210,0.96,.207,77.6%,4.66,4.52
8,2018-06-08,Bartolo Colon,TEX,47.0,198,5.0,1.3,3.7,2.7,13.1%,3.5%,9.6%,.253,1.17,.227,79.7%,6.44,4.50
9,2018-06-08,Mike Minor,TEX,38.1,173,7.5,1.9,4.0,2.1,18.5%,4.6%,13.9%,.309,1.51,.339,64.0%,5.40,4.46
10,2018-06-08,Andrew Triggs,OAK,24.1,104,9.6,3.7,2.6,1.8,25.0%,9.6%,15.4%,.206,1.19,.230,75.0%,5.17,4.27
11,2018-06-08,Lance McCullers Jr.,HOU,48.1,191,7.3,3.2,2.3,0.9,20.4%,8.9%,11.5%,.197,1.06,.225,71.1%,4.01,4.07
12,2018-06-08,Andrew Heaney,LAA,51.1,203,7.9,2.8,2.8,0.2,22.2%,7.9%,14.3%,.191,0.99,.248,72.8%,2.83,4.06
13,2018-06-08,Mike Leake,SEA,56.2,234,5.6,1.1,5.0,1.3,15.0%,3.0%,12.0%,.284,1.25,.308,69.6%,4.24,3.92
14,2018-06-08,Tyler Skaggs,LAA,45.2,188,9.7,3.0,3.3,1.4,26.1%,8.0%,18.1%,.240,1.23,.296,89.2%,4.12,3.80
15,2018-06-08,Jaime Barria,LAA,29.1,115,8.0,1.5,5.2,0.9,22.6%,4.3%,18.3%,.213,0.95,.253,89.1%,3.43,3.79
16,2018-06-08,Marco Gonzales,SEA,50.0,202,7.2,2.5,2.9,0.5,19.8%,6.9%,12.9%,.247,1.20,.301,84.8%,3.30,3.78
17,2018-06-08,Garrett Richards,LAA,35.0,145,8.7,3.3,2.6,0.8,23.4%,9.0%,14.5%,.212,1.17,.263,48.9%,3.45,3.70
18,2018-06-08,Shohei Ohtani,LAA,34.1,143,11.0,4.2,2.6,0.8,29.4%,11.2%,18.2%,.222,1.28,.309,83.3%,3.34,3.69
19,2018-06-08,Dallas Keuchel,HOU,51.2,212,6.6,1.7,3.8,1.6,17.9%,4.7%,13.2%,.243,1.14,.258,69.0%,4.54,3.52
20,2018-06-08,Justin Verlander,HOU,54.2,203,10.7,1.5,7.2,0.3,32.0%,4.4%,27.6%,.151,0.70,.216,83.3%,1.86,3.44
21,2018-06-08,Charlie Morton,HOU,48.0,196,11.1,3.2,3.5,1.7,30.1%,8.7%,21.4%,.226,1.19,.284,81.9%,4.33,3.16
22,2018-06-08,James Paxton,SEA,56.2,212,10.6,2.1,5.2,0.6,31.6%,6.1%,25.5%,.176,0.85,.242,87.3%,2.40,3.06
23,2018-06-08,Trevor Cahill,OAK,41.2,162,8.4,1.9,4.3,0.9,24.1%,5.6%,18.5%,.212,0.98,.259,72.2%,3.33,3.03
24,2018-06-08,Gerrit Cole,HOU,59.2,225,12.5,2.6,4.9,0.9,36.9%,7.6%,29.3%,.175,0.89,.256,79.4%,2.64,2.91
0,2018-06-09,Matt Moore,TEX,27.2,146,7.8,4.6,1.7,2.0,16.4%,9.6%,6.9%,.359,2.20,.406,57.8%,5.87,5.68
1,2018-06-09,Sean Manaea,OAK,43.2,199,5.8,2.5,2.3,1.6,14.1%,6.0%,8.0%,.260,1.35,.269,66.9%,5.50,4.89
2,2018-06-09,Cole Hamels,TEX,51.0,215,7.9,3.2,2.5,1.8,20.9%,8.4%,12.6%,.207,1.12,.218,86.5%,5.53,4.83
3,2018-06-09,Doug Fister,TEX,52.1,226,4.6,2.4,1.9,1.7,11.9%,6.2%,5.8%,.269,1.34,.269,71.7%,5.65,4.74
4,2018-06-09,Wade LeBlanc,SEA,35.1,143,6.6,2.3,2.9,1.0,18.2%,6.3%,11.9%,.239,1.16,.269,90.4%,3.93,4.70
5,2018-06-09,Nick Tropeano,LAA,37.2,157,7.9,3.1,2.5,1.4,21.0%,8.3%,12.7%,.252,1.30,.288,74.5%,4.59,4.67
6,2018-06-09,Felix Hernandez,SEA,47.2,211,7.9,3.6,2.2,1.1,19.9%,9.0%,10.9%,.251,1.38,.295,65.5%,4.55,4.54
7,2018-06-09,Daniel Mengden,OAK,48.0,189,5.3,1.5,3.5,1.5,14.8%,4.2%,10.6%,.210,0.96,.207,77.6%,4.66,4.52
8,2018-06-09,Bartolo Colon,TEX,47.0,198,5.0,1.3,3.7,2.7,13.1%,3.5%,9.6%,.253,1.17,.227,79.7%,6.44,4.50
9,2018-06-09,Mike Minor,TEX,38.1,173,7.5,1.9,4.0,2.1,18.5%,4.6%,13.9%,.309,1.51,.339,64.0%,5.40,4.46
10,2018-06-09,Andrew Triggs,OAK,24.1,104,9.6,3.7,2.6,1.8,25.0%,9.6%,15.4%,.206,1.19,.230,75.0%,5.17,4.27
11,2018-06-09,Frankie Montas,OAK,21.2,83,5.8,1.2,4.7,0.4,16.9%,3.6%,13.3%,.205,0.88,.238,91.8%,3.16,4.16
12,2018-06-09,Lance McCullers Jr.,HOU,48.1,191,7.3,3.2,2.3,0.9,20.4%,8.9%,11.5%,.197,1.06,.225,71.1%,4.01,4.07
13,2018-06-09,Andrew Heaney,LAA,51.1,203,7.9,2.8,2.8,0.2,22.2%,7.9%,14.3%,.191,0.99,.248,72.8%,2.83,4.06
14,2018-06-09,Mike Leake,SEA,53.1,213,5.7,1.2,4.9,1.0,16.0%,3.3%,12.7%,.255,1.11,.281,74.1%,3.85,3.85
15,2018-06-09,Jaime Barria,LAA,29.1,115,8.0,1.5,5.2,0.9,22.6%,4.3%,18.3%,.213,0.95,.253,89.1%,3.43,3.79
16,2018-06-09,Marco Gonzales,SEA,57.1,229,6.8,2.2,3.1,0.6,18.8%,6.1%,12.7%,.241,1.13,.285,84.9%,3.46,3.79
17,2018-06-09,Tyler Skaggs,LAA,38.2,163,10.7,3.3,3.3,1.6,28.2%,8.6%,19.6%,.252,1.32,.319,88.0%,4.38,3.73
18,2018-06-09,Garrett Richards,LAA,40.1,169,9.1,3.6,2.6,0.9,24.3%,9.5%,14.8%,.222,1.24,.278,56.3%,3.61,3.71
19,2018-06-09,Shohei Ohtani,LAA,34.1,143,11.0,4.2,2.6,0.8,29.4%,11.2%,18.2%,.222,1.28,.309,83.3%,3.34,3.69
20,2018-06-09,Dallas Keuchel,HOU,51.2,212,6.6,1.7,3.8,1.6,17.9%,4.7%,13.2%,.243,1.14,.258,69.0%,4.54,3.52
21,2018-06-09,Justin Verlander,HOU,60.2,229,11.0,1.8,6.2,0.4,32.3%,5.2%,27.1%,.158,0.76,.225,82.2%,2.06,3.48
22,2018-06-09,Charlie Morton,HOU,48.0,196,11.1,3.2,3.5,1.7,30.1%,8.7%,21.4%,.226,1.19,.284,81.9%,4.33,3.16
23,2018-06-09,James Paxton,SEA,56.2,212,10.6,2.1,5.2,0.6,31.6%,6.1%,25.5%,.176,0.85,.242,87.3%,2.40,3.06
24,2018-06-09,Trevor Cahill,OAK,36.2,142,8.1,1.7,4.7,0.7,23.2%,4.9%,18.3%,.210,0.95,.258,73.2%,3.16,3.00
25,2018-06-09,Gerrit Cole,HOU,52.2,199,12.8,2.6,5.0,1.0,37.7%,7.5%,30.1%,.176,0.89,.257,81.3%,2.76,2.82
0,2018-06-10,Matt Moore,TEX,27.2,146,7.8,4.6,1.7,2.0,16.4%,9.6%,6.9%,.359,2.20,.406,57.8%,5.87,5.68
1,2018-06-10,Sean Manaea,OAK,43.2,199,5.8,2.5,2.3,1.6,14.1%,6.0%,8.0%,.260,1.35,.269,66.9%,5.50,4.89
2,2018-06-10,Doug Fister,TEX,52.1,226,4.6,2.4,1.9,1.7,11.9%,6.2%,5.8%,.269,1.34,.269,71.7%,5.65,4.74
3,2018-06-10,Wade LeBlanc,SEA,35.1,143,6.6,2.3,2.9,1.0,18.2%,6.3%,11.9%,.239,1.16,.269,90.4%,3.93,4.70
4,2018-06-10,Nick Tropeano,LAA,37.2,157,7.9,3.1,2.5,1.4,21.0%,8.3%,12.7%,.252,1.30,.288,74.5%,4.59,4.67
5,2018-06-10,Cole Hamels,TEX,44.2,187,8.1,3.2,2.5,1.8,21.4%,8.6%,12.8%,.206,1.12,.215,85.3%,5.47,4.62
6,2018-06-10,Mike Minor,TEX,44.1,196,7.3,1.8,4.0,2.0,18.4%,4.6%,13.8%,.304,1.47,.333,64.8%,5.28,4.62
7,2018-06-10,Felix Hernandez,SEA,50.2,228,7.8,3.6,2.2,1.1,19.3%,8.8%,10.5%,.266,1.46,.314,60.9%,4.44,4.60
8,2018-06-10,Daniel Mengden,OAK,48.0,189,5.3,1.5,3.5,1.5,14.8%,4.2%,10.6%,.210,0.96,.207,77.6%,4.66,4.52
9,2018-06-10,Bartolo Colon,TEX,47.0,198,5.0,1.3,3.7,2.7,13.1%,3.5%,9.6%,.253,1.17,.227,79.7%,6.44,4.50
10,2018-06-10,Frankie Montas,OAK,21.2,83,5.8,1.2,4.7,0.4,16.9%,3.6%,13.3%,.205,0.88,.238,91.8%,3.16,4.16
11,2018-06-10,Lance McCullers Jr.,HOU,48.1,191,7.3,3.2,2.3,0.9,20.4%,8.9%,11.5%,.197,1.06,.225,71.1%,4.01,4.07
12,2018-06-10,Andrew Heaney,LAA,51.1,203,7.9,2.8,2.8,0.2,22.2%,7.9%,14.3%,.191,0.99,.248,72.8%,2.83,4.06
13,2018-06-10,Marco Gonzales,SEA,51.1,205,6.1,2.3,2.7,0.7,17.1%,6.3%,10.7%,.243,1.15,.280,83.3%,3.75,4.05
14,2018-06-10,Mike Leake,SEA,53.1,213,5.7,1.2,4.9,1.0,16.0%,3.3%,12.7%,.255,1.11,.281,74.1%,3.85,3.85
15,2018-06-10,Jaime Barria,LAA,29.1,115,8.0,1.5,5.2,0.9,22.6%,4.3%,18.3%,.213,0.95,.253,89.1%,3.43,3.79
16,2018-06-10,Garrett Richards,LAA,40.1,169,9.1,3.6,2.6,0.9,24.3%,9.5%,14.8%,.222,1.24,.278,56.3%,3.61,3.71
17,2018-06-10,Tyler Skaggs,LAA,45.2,189,10.6,3.0,3.6,1.4,28.6%,7.9%,20.6%,.244,1.25,.315,87.4%,3.91,3.58
18,2018-06-10,Dallas Keuchel,HOU,51.2,212,6.6,1.7,3.8,1.6,17.9%,4.7%,13.2%,.243,1.14,.258,69.0%,4.54,3.52
19,2018-06-10,Justin Verlander,HOU,60.2,229,11.0,1.8,6.2,0.4,32.3%,5.2%,27.1%,.158,0.76,.225,82.2%,2.06,3.48
20,2018-06-10,Shohei Ohtani,LAA,29.0,119,10.9,3.4,3.2,0.6,29.4%,9.2%,20.2%,.206,1.14,.286,86.5%,2.89,3.47
21,2018-06-10,Charlie Morton,HOU,47.2,199,11.5,3.4,3.4,1.3,30.6%,9.0%,21.6%,.206,1.13,.271,81.7%,4.02,3.36
22,2018-06-10,James Paxton,SEA,56.2,212,10.6,2.1,5.2,0.6,31.6%,6.1%,25.5%,.176,0.85,.242,87.3%,2.40,3.06
23,2018-06-10,Trevor Cahill,OAK,36.2,142,8.1,1.7,4.7,0.7,23.2%,4.9%,18.3%,.210,0.95,.258,73.2%,3.16,3.00
24,2018-06-10,Gerrit Cole,HOU,52.2,199,12.8,2.6,5.0,1.0,37.7%,7.5%,30.1%,.176,0.89,.257,81.3%,2.76,2.82
0,2018-06-11,Matt Moore,TEX,30.2,164,7.0,4.4,1.6,2.1,14.6%,9.2%,5.5%,.378,2.32,.419,56.3%,6.13,5.96
1,2018-06-11,Nick Tropeano,LAA,36.2,153,7.1,3.2,2.2,1.5,18.9%,8.5%,10.5%,.257,1.34,.286,71.4%,4.77,4.90
2,2018-06-11,Sean Manaea,OAK,51.0,228,6.0,2.1,2.8,1.6,14.9%,5.3%,9.7%,.252,1.27,.264,68.5%,5.18,4.70
3,2018-06-11,Wade LeBlanc,SEA,35.1,143,6.6,2.3,2.9,1.0,18.2%,6.3%,11.9%,.239,1.16,.269,90.4%,3.93,4.70
4,2018-06-11,Felix Hernandez,SEA,44.2,202,7.7,3.6,2.1,1.0,18.8%,8.9%,9.9%,.263,1.46,.309,58.7%,4.46,4.67
5,2018-06-11,Doug Fister,TEX,47.2,205,4.5,2.1,2.2,1.7,11.7%,5.4%,6.3%,.274,1.32,.274,69.8%,5.55,4.66
6,2018-06-11,Cole Hamels,TEX,44.2,187,8.1,3.2,2.5,1.8,21.4%,8.6%,12.8%,.206,1.12,.215,85.3%,5.47,4.62
7,2018-06-11,Mike Minor,TEX,44.1,196,7.3,1.8,4.0,2.0,18.4%,4.6%,13.8%,.304,1.47,.333,64.8%,5.28,4.62
8,2018-06-11,Daniel Mengden,OAK,48.0,189,5.3,1.5,3.5,1.5,14.8%,4.2%,10.6%,.210,0.96,.207,77.6%,4.66,4.52
9,2018-06-11,Bartolo Colon,TEX,47.0,198,5.0,1.3,3.7,2.7,13.1%,3.5%,9.6%,.253,1.17,.227,79.7%,6.44,4.50
10,2018-06-11,Frankie Montas,OAK,21.2,83,5.8,1.2,4.7,0.4,16.9%,3.6%,13.3%,.205,0.88,.238,91.8%,3.16,4.16
11,2018-06-11,Lance McCullers Jr.,HOU,48.1,191,7.3,3.2,2.3,0.9,20.4%,8.9%,11.5%,.197,1.06,.225,71.1%,4.01,4.07
12,2018-06-11,Andrew Heaney,LAA,51.1,203,7.9,2.8,2.8,0.2,22.2%,7.9%,14.3%,.191,0.99,.248,72.8%,2.83,4.06
13,2018-06-11,Marco Gonzales,SEA,51.1,205,6.1,2.3,2.7,0.7,17.1%,6.3%,10.7%,.243,1.15,.280,83.3%,3.75,4.05
14,2018-06-11,Mike Leake,SEA,53.1,213,5.7,1.2,4.9,1.0,16.0%,3.3%,12.7%,.255,1.11,.281,74.1%,3.85,3.85
15,2018-06-11,Jaime Barria,LAA,29.1,115,8.0,1.5,5.2,0.9,22.6%,4.3%,18.3%,.213,0.95,.253,89.1%,3.43,3.79
16,2018-06-11,Garrett Richards,LAA,40.1,169,9.1,3.6,2.6,0.9,24.3%,9.5%,14.8%,.222,1.24,.278,56.3%,3.61,3.71
17,2018-06-11,Tyler Skaggs,LAA,45.2,189,10.6,3.0,3.6,1.4,28.6%,7.9%,20.6%,.244,1.25,.315,87.4%,3.91,3.58
18,2018-06-11,Dallas Keuchel,HOU,56.0,239,6.6,1.6,4.1,1.4,17.2%,4.2%,13.0%,.272,1.29,.298,66.2%,4.38,3.55
19,2018-06-11,Justin Verlander,HOU,53.2,204,10.9,2.0,5.4,0.3,31.9%,5.9%,26.0%,.158,0.78,.228,82.5%,2.01,3.55
20,2018-06-11,Shohei Ohtani,LAA,29.0,119,10.9,3.4,3.2,0.6,29.4%,9.2%,20.2%,.206,1.14,.286,86.5%,2.89,3.47
21,2018-06-11,Charlie Morton,HOU,47.2,199,11.5,3.4,3.4,1.3,30.6%,9.0%,21.6%,.206,1.13,.271,81.7%,4.02,3.36
22,2018-06-11,Trevor Cahill,OAK,36.2,142,8.1,1.7,4.7,0.7,23.2%,4.9%,18.3%,.210,0.95,.258,73.2%,3.16,3.00
23,2018-06-11,James Paxton,SEA,63.2,238,10.9,1.8,5.9,0.7,32.4%,5.5%,26.9%,.178,0.83,.245,84.8%,2.38,2.86
24,2018-06-11,Gerrit Cole,HOU,52.2,199,12.8,2.6,5.0,1.0,37.7%,7.5%,30.1%,.176,0.89,.257,81.3%,2.76,2.82
0,2018-06-12,Matt Moore,TEX,30.2,164,7.0,4.4,1.6,2.1,14.6%,9.2%,5.5%,.378,2.32,.419,56.3%,6.13,5.96
1,2018-06-12,Nick Tropeano,LAA,36.2,153,7.1,3.2,2.2,1.5,18.9%,8.5%,10.5%,.257,1.34,.286,71.4%,4.77,4.90
2,2018-06-12,Sean Manaea,OAK,51.0,228,6.0,2.1,2.8,1.6,14.9%,5.3%,9.7%,.252,1.27,.264,68.5%,5.18,4.70
3,2018-06-12,Felix Hernandez,SEA,44.2,202,7.7,3.6,2.1,1.0,18.8%,8.9%,9.9%,.263,1.46,.309,58.7%,4.46,4.67
4,2018-06-12,Doug Fister,TEX,47.2,205,4.5,2.1,2.2,1.7,11.7%,5.4%,6.3%,.274,1.32,.274,69.8%,5.55,4.66
5,2018-06-12,Wade LeBlanc,SEA,40.1,164,6.9,2.5,2.8,1.3,18.9%,6.7%,12.2%,.235,1.17,.259,93.3%,4.38,4.65
6,2018-06-12,Cole Hamels,TEX,44.2,187,8.1,3.2,2.5,1.8,21.4%,8.6%,12.8%,.206,1.12,.215,85.3%,5.47,4.62
7,2018-06-12,Mike Minor,TEX,44.1,196,7.3,1.8,4.0,2.0,18.4%,4.6%,13.8%,.304,1.47,.333,64.8%,5.28,4.62
8,2018-06-12,Daniel Mengden,OAK,48.0,189,5.3,1.5,3.5,1.5,14.8%,4.2%,10.6%,.210,0.96,.207,77.6%,4.66,4.52
9,2018-06-12,Bartolo Colon,TEX,47.0,198,5.0,1.3,3.7,2.7,13.1%,3.5%,9.6%,.253,1.17,.227,79.7%,6.44,4.50
10,2018-06-12,Frankie Montas,OAK,21.2,83,5.8,1.2,4.7,0.4,16.9%,3.6%,13.3%,.205,0.88,.238,91.8%,3.16,4.16
11,2018-06-12,Andrew Heaney,LAA,54.1,220,7.8,2.8,2.8,0.7,21.4%,7.7%,13.6%,.211,1.09,.257,73.2%,3.55,4.14
12,2018-06-12,Lance McCullers Jr.,HOU,48.1,191,7.3,3.2,2.3,0.9,20.4%,8.9%,11.5%,.197,1.06,.225,71.1%,4.01,4.07
13,2018-06-12,Marco Gonzales,SEA,51.1,205,6.1,2.3,2.7,0.7,17.1%,6.3%,10.7%,.243,1.15,.280,83.3%,3.75,4.05
14,2018-06-12,Mike Leake,SEA,53.1,213,5.7,1.2,4.9,1.0,16.0%,3.3%,12.7%,.255,1.11,.281,74.1%,3.85,3.85
