,Date,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
12,2018-05-31,COL,23.0,92,5.5,2.3,2.3,0.4,15.2%,6.5%,8.7%,.265,1.22,.304,76.9%,3.55,4.14
13,2018-05-31,NYY,25.1,106,9.2,4.3,2.2,0.7,24.5%,11.3%,13.2%,.202,1.22,.258,63.8%,3.56,4.09
14,2018-05-31,BOS,29.2,119,7.9,2.7,2.9,0.3,21.9%,7.6%,14.3%,.213,1.08,.268,88.6%,2.86,4.09
15,2018-05-31,MIN,27.0,112,7.7,1.3,5.8,1.7,20.5%,3.6%,17.0%,.269,1.19,.299,85.7%,4.64,4.07
16,2018-05-31,WSN,18.2,76,9.2,1.4,6.3,0.5,25.0%,4.0%,21.1%,.236,1.07,.308,91.8%,2.46,4.07
17,2018-05-31,CLE,28.2,125,7.2,2.2,3.3,1.9,18.4%,5.6%,12.8%,.296,1.43,.322,54.9%,5.22,3.88
18,2018-05-31,LAD,24.2,104,10.6,2.6,4.1,0.4,27.9%,6.7%,21.1%,.245,1.22,.344,82.3%,2.55,3.83
19,2018-05-31,DET,25.2,102,8.8,1.8,5.0,1.8,24.5%,4.9%,19.6%,.247,1.13,.284,81.8%,4.33,3.79
20,2018-05-31,SDP,27.0,101,7.0,0.7,10.5,1.0,20.8%,2.0%,18.8%,.242,0.96,.280,73.4%,3.27,3.79
21,2018-05-31,TBR,43.2,170,8.9,2.7,3.3,0.4,25.3%,7.6%,17.6%,.181,0.94,.232,81.2%,2.68,3.71
22,2018-05-31,ARI,20.2,83,7.4,3.0,2.4,1.3,20.5%,8.4%,12.0%,.237,1.21,.268,100.0%,4.42,3.65
23,2018-05-31,TEX,26.0,101,8.0,1.7,4.6,0.3,22.8%,5.0%,17.8%,.207,0.92,.261,82.0%,2.81,3.52
24,2018-05-31,OAK,30.1,116,8.3,2.4,3.5,0.6,24.1%,6.9%,17.2%,.215,1.02,.273,89.0%,3.06,3.51
25,2018-05-31,CHC,24.1,99,9.6,3.3,2.9,0.0,26.3%,9.1%,17.2%,.236,1.23,.328,86.7%,2.13,3.36
26,2018-05-31,SEA,23.1,96,12.7,4.2,3.0,0.0,34.4%,11.5%,22.9%,.244,1.33,.400,69.7%,2.00,3.21
27,2018-05-31,MIL,31.1,127,10.6,3.7,2.8,1.1,29.1%,10.2%,18.9%,.207,1.15,.260,92.1%,3.70,3.05
28,2018-05-31,PHI,21.1,91,11.0,3.0,3.7,0.4,28.6%,7.7%,20.9%,.265,1.36,.368,68.8%,2.32,2.56
29,2018-05-31,HOU,27.2,116,11.7,2.0,6.0,1.3,31.0%,5.2%,25.9%,.255,1.23,.343,77.5%,3.09,2.52
0,2018-06-01,TOR,20.1,94,8.0,5.3,1.5,1.8,19.1%,12.8%,6.4%,.275,1.67,.310,72.4%,6.01,5.49
1,2018-06-01,BAL,18.2,84,7.7,6.3,1.2,0.5,19.1%,15.5%,3.6%,.229,1.55,.283,87.4%,4.39,5.38
2,2018-06-01,MIA,21.2,111,8.3,7.5,1.1,0.8,18.0%,16.2%,1.8%,.304,2.12,.366,55.6%,5.01,5.26
3,2018-06-01,NYM,36.1,180,7.9,5.4,1.5,1.2,17.8%,12.2%,5.6%,.331,2.01,.383,59.7%,5.09,5.21
4,2018-06-01,KCR,29.2,131,7.6,4.6,1.7,1.5,19.1%,11.5%,7.6%,.254,1.48,.282,65.8%,5.28,5.04
5,2018-06-01,STL,23.0,107,7.8,3.9,2.0,1.2,18.7%,9.3%,9.3%,.295,1.65,.338,65.1%,4.42,5.02
6,2018-06-01,PIT,23.2,114,7.6,3.8,2.0,1.9,17.5%,8.8%,8.8%,.304,1.73,.338,63.9%,5.74,5.02
